name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
Delaware Memorial Bridge,0,11758242,0,549,,628.1013101609105,,,,motorway,1,"LINESTRING (-75.5085986 39.6850837, -75.5058754 39.6841733, -75.5018666 39.6828328)",auto
,1,17208356,4,396,,412.2687052511222,,,,motorway,1,"LINESTRING (-75.49542 39.130809, -75.4955407 39.1309467, -75.4956049 39.131056, -75.495652 39.1311617, -75.4956742 39.1312735, -75.495681 39.1313961, -75.4956634 39.1315154, -75.495618 39.1316276, -75.4955498 39.1317467, -75.4954709 39.1318468, -75.4953655 39.1319355, -75.4952494 39.1320147, -75.4950754 39.1320902, -75.4948891 39.1321394, -75.4947245 39.132162, -75.4945615 39.1321607, -75.4944087 39.1321404, -75.4942728 39.1321045, -75.4941384 39.1320543, -75.4940349 39.1320029, -75.4939239 39.1319271, -75.4937929 39.1318186, -75.4935556 39.1316122, -75.4928569 39.1310218)",auto
,2,17208605,9,622,,1117.2131233684433,,,,motorway,1,"LINESTRING (-75.5861678 39.2780297, -75.5863832 39.2784416, -75.5864428 39.2785622, -75.5864915 39.2786827, -75.5865377 39.278815, -75.5865693 39.278951, -75.5865972 39.2791051, -75.5866135 39.2793035, -75.5866083 39.2795235, -75.5865756 39.2797033, -75.5865209 39.2799133, -75.5864492 39.2800993, -75.5863559 39.2802863, -75.5862405 39.2804777, -75.5859873 39.2808813, -75.5857619 39.2812525, -75.5856839 39.2813739, -75.5855902 39.2815388, -75.5855409 39.2816503, -75.5855018 39.2817763, -75.5854793 39.2818901, -75.5854724 39.2820003, -75.5854797 39.2821304, -75.5855015 39.2822464, -75.5855327 39.2823551, -75.5855751 39.2824569, -75.5856136 39.2825333, -75.5856784 39.2826378, -75.5857517 39.2827361, -75.5858396 39.2828281, -75.5859308 39.2829059, -75.5860242 39.2829784, -75.5861287 39.2830442, -75.586251 39.2831078, -75.5863575 39.2831529, -75.5865034 39.2832041, -75.5866276 39.2832391, -75.5867896 39.2832753, -75.586948 39.2832946, -75.5871042 39.2833038, -75.5872653 39.2832978, -75.5874534 39.2832784, -75.5876651 39.2832443, -75.5878749 39.2831987, -75.5907349 39.2825089, -75.5918513 39.2822271)",auto
,3,17208605,622,569,,79.32865430807463,,,,motorway,1,"LINESTRING (-75.5918513 39.2822271, -75.5927279 39.2820067)",auto
,4,17208605,569,10,,39.36532303172166,,,,motorway,1,"LINESTRING (-75.5927279 39.2820067, -75.5930757 39.2819216, -75.593164 39.2819)",auto
,5,17208645,11,622,,604.364148770943,,,,motorway,1,"LINESTRING (-75.592505 39.287209, -75.5921311 39.2860406, -75.5912149 39.2836737, -75.5911794 39.283589, -75.591066 39.2833188, -75.5910284 39.2832005, -75.591015 39.2830551, -75.5910338 39.2829326, -75.5910714 39.2828226, -75.5911277 39.2827043, -75.5911867 39.2826254, -75.5912618 39.2825382, -75.5913342 39.2824697, -75.5914576 39.2823825, -75.5915591 39.2823309, -75.5916664 39.2822914, -75.5918513 39.2822271)",auto
,6,17208647,7,12,,522.2350672240547,,,,motorway,1,"LINESTRING (-75.5915739 39.2822131, -75.5913821 39.2822119, -75.5912363 39.2821968, -75.5910833 39.2821662, -75.5909617 39.2821209, -75.590669 39.28196, -75.588977 39.280577, -75.588337 39.280054, -75.58728 39.279038)",auto
,7,17209132,14,13,,353.61560258323203,,,,motorway,1,"LINESTRING (-75.4963001 39.1467081, -75.4965734 39.1463275, -75.496727 39.1461053, -75.4968918 39.1459048, -75.4970229 39.1457579, -75.4971449 39.1456297, -75.4972827 39.1454986, -75.4974289 39.1453759, -75.497568 39.145268, -75.4977462 39.1451365, -75.4979125 39.145023, -75.4981708 39.144867, -75.4990482 39.1444251)",auto
,8,17209387,454,18,,50.11661687377729,,,,secondary,4,"LINESTRING (-75.4947777 39.1294737, -75.4945812 39.1296741, -75.4945295 39.1297536, -75.4945111 39.1298122, -75.4945145 39.1298617)",auto
,9,17209393,19,20,,900.6496314329836,,,,motorway,1,"LINESTRING (-75.497022 39.1409645, -75.4971605 39.1414457, -75.4972028 39.1416402, -75.4972259 39.141831, -75.497232 39.1419692, -75.497223 39.1421456, -75.4972017 39.1422837, -75.4971629 39.1424445, -75.4971085 39.142616, -75.4963822 39.1447471, -75.4962243 39.1452264, -75.496142 39.1454938, -75.4960111 39.145968, -75.4958254 39.1466583, -75.4957044 39.1470724, -75.4956185 39.1473595, -75.4955049 39.1476769, -75.4953143 39.1482334, -75.4952024 39.1485638, -75.4951587 39.1488554)",auto
Bay Road,10,17212860,449,28,,721.434367709079,,60,,motorway,1,"LINESTRING (-75.4649382 39.1126282, -75.4654784 39.1129528, -75.466665 39.1136716, -75.4685451 39.1148056, -75.4696447 39.1154875, -75.4701275 39.1158037, -75.4705141 39.1160656, -75.4709339 39.1163355, -75.4712722 39.1165451, -75.471477 39.1166709)",auto
Bay Road,11,17212860,28,27,,304.5330037444594,,60,,motorway,1,"LINESTRING (-75.471477 39.1166709, -75.4726903 39.1173991, -75.4742673 39.1183484)",auto
Bay Road,12,17212860,27,26,,181.88912044548812,,60,,motorway,1,"LINESTRING (-75.4742673 39.1183484, -75.4752361 39.1189249, -75.4759362 39.119348)",auto
Bay Road,13,17212860,26,453,,848.3353056500358,,60,,motorway,1,"LINESTRING (-75.4759362 39.119348, -75.4765383 39.1197083, -75.4769749 39.1199689, -75.4773784 39.1202001, -75.4777439 39.1204086, -75.4783071 39.1207281, -75.4790211 39.121129, -75.4799302 39.121625, -75.4814734 39.1224625, -75.48225 39.1228851, -75.4826847 39.1231208, -75.4830233 39.1233051, -75.483923 39.1237975)",auto
Korean War Veterans Memorial Highway,14,17212908,580,2,,2170.8377139993277,,65,,motorway,1,"LINESTRING (-75.5175774 39.1869859, -75.5191669 39.1880813, -75.5237149 39.1911718, -75.524916 39.191988, -75.5303132 39.1956066, -75.5357945 39.1992924, -75.5365597 39.1998195)",auto
Korean War Veterans Memorial Highway,15,17212908,2,24,,540.2817419477599,,65,,motorway,1,"LINESTRING (-75.5365597 39.1998195, -75.5371061 39.2002105, -75.5374928 39.2004925, -75.5379983 39.2008804, -75.538592 39.201346, -75.539175 39.2018214, -75.5396651 39.2022432, -75.5400447 39.2025882, -75.5408715 39.2033408)",auto
,16,17215507,39,27,,260.04639914721986,,,,motorway,1,"LINESTRING (-75.4716805 39.1176255, -75.4717654 39.1175903, -75.4721063 39.1174392, -75.4722649 39.1174172, -75.472454 39.1174278, -75.4726158 39.1174654, -75.4728039 39.1175587, -75.4742673 39.1183484)",auto
,17,17217607,323,381,,356.3612674838797,,,,motorway,1,"LINESTRING (-75.5561747 39.7510085, -75.556302 39.7506792, -75.5569184 39.7494293, -75.5571131 39.7490373, -75.5572442 39.7487732, -75.5573554 39.748584, -75.5576717 39.7480195)",auto
,18,17217618,47,456,,104.45270224812302,,,,motorway,1,"LINESTRING (-75.5539598 39.751547, -75.553855 39.75169, -75.5536879 39.7519171, -75.5535386 39.7521414, -75.5534005 39.7523813)",auto
,19,17217620,49,50,,382.3586090844632,,,,motorway,1,"LINESTRING (-75.512808 39.777516, -75.509948 39.778008, -75.509481 39.778039, -75.508859 39.778031, -75.5084144 39.7779655)",auto
,20,17217628,57,56,,371.25126947136323,,,,motorway,1,"LINESTRING (-75.670979 39.669018, -75.671301 39.669154, -75.6714964 39.6692535, -75.6716798 39.6693575, -75.6717916 39.6694362, -75.671911 39.669541, -75.672046 39.669675, -75.672135 39.669789, -75.672245 39.670017, -75.672341 39.670417, -75.672404 39.671542, -75.672462 39.671905)",auto
,21,17217634,58,59,,86.28872986598279,,,,motorway,1,"LINESTRING (-75.4559054 39.8161102, -75.4555469 39.8159318, -75.4554483 39.815865, -75.4553982 39.8158146, -75.4553616 39.8157554, -75.4553272 39.8156509, -75.4552963 39.8155433)",auto
,22,17217637,62,61,,70.78441078816256,,,,motorway,1,"LINESTRING (-75.4546367 39.816551, -75.4548299 39.8164152, -75.4549194 39.8163192, -75.4549714 39.8162607, -75.4550158 39.8161977, -75.4550345 39.8161522, -75.4550417 39.8161253, -75.4550682 39.8160277)",auto
,23,17217660,69,462,,848.3309832564258,,,,motorway,1,"LINESTRING (-75.5965128 39.7069543, -75.5974773 39.7067438, -75.5979735 39.7066135, -75.5985038 39.7064564, -75.5990003 39.7062814, -75.599284 39.7061702, -75.5995364 39.7060584, -75.5997067 39.7059758, -75.5998771 39.7058806, -75.6000182 39.7057874, -75.6001445 39.7056911, -75.6002982 39.7055487, -75.6003792 39.7054544, -75.6004422 39.7053599, -75.6005058 39.7052624, -75.6005661 39.705149, -75.6006144 39.7050347, -75.6006546 39.7049192, -75.6006761 39.7048232, -75.6006922 39.7047168, -75.6007029 39.7045481, -75.6007163 39.7042978, -75.6007351 39.70392, -75.6007571 39.7037634, -75.6007791 39.7036663, -75.6008129 39.7035762, -75.6008738 39.7034776, -75.6009336 39.7033919, -75.6009964 39.7033207, -75.6010696 39.7032546, -75.601161 39.7031923, -75.6012624 39.7031366, -75.6013853 39.7030851, -75.6015105 39.70305, -75.601631 39.7030246, -75.6017554 39.7030112, -75.6018965 39.7030098, -75.6020467 39.7030197, -75.6021535 39.7030406, -75.602264 39.70307, -75.6023713 39.7031052, -75.6024678 39.7031484, -75.6025834 39.7032152, -75.602677 39.7032909, -75.6028004 39.7033958, -75.602916 39.7035241, -75.6030915 39.7037268)",auto
,24,17217665,72,71,,253.22148425366194,,,,motorway,1,"LINESTRING (-75.6529754 39.6368592, -75.6524657 39.6370134, -75.652341 39.6370451, -75.6522057 39.6370767, -75.6520632 39.6370952, -75.651933 39.6370977, -75.6518439 39.6370939, -75.65175 39.6370871, -75.6516389 39.6370643, -75.6515365 39.6370335, -75.651432 39.6369898, -75.6513206 39.6369322, -75.6512171 39.6368574, -75.6511442 39.6367968, -75.651078 39.6367186, -75.651021 39.6366291, -75.6509601 39.6365083, -75.6509158 39.6363624, -75.6508491 39.6361074)",auto
,25,17217668,76,75,,269.1902513955952,,55,,motorway,1,"LINESTRING (-75.6523305 39.6405573, -75.6526542 39.6399116, -75.6529402 39.6393116, -75.6530423 39.6391287, -75.6532763 39.6387847, -75.6535978 39.6383478)",auto
,26,17217673,378,77,,484.63149601694016,,,,motorway,1,"LINESTRING (-75.6529259 39.6325102, -75.6529082 39.6330173, -75.6528914 39.6331996, -75.6528157 39.6333975, -75.6526746 39.6336322, -75.6525454 39.6337611, -75.6523657 39.6339045, -75.651259 39.634624, -75.650983 39.634887, -75.650833 39.635133, -75.650791 39.635234, -75.650705 39.635544, -75.650656 39.63592, -75.650651 39.636235)",auto
,27,17217691,80,54,,164.11995962843065,,,,motorway,1,"LINESTRING (-75.6789779 39.674865, -75.678627 39.6746077, -75.678277 39.674318, -75.678054 39.6741, -75.6779104 39.6739423, -75.6777531 39.6737382)",auto
,28,17217816,83,84,,400.6945476393681,,,,motorway,1,"LINESTRING (-75.6216989 39.6946756, -75.6211474 39.6947419, -75.620538 39.6949366, -75.6194323 39.6952708, -75.6185802 39.6954709, -75.6181552 39.6955471, -75.6177218 39.6956085, -75.6172173 39.6956621)",auto
,29,17217834,87,86,,48.920283037328204,,,,motorway,1,"LINESTRING (-75.450504 39.8065519, -75.4506686 39.8067542, -75.4508468 39.8069019)",auto
,30,17217906,93,94,,364.28276747661573,,,,motorway,1,"LINESTRING (-75.4505008 39.8025626, -75.450332 39.803608, -75.450246 39.804143, -75.4500756 39.8058215)",auto
,31,17217988,97,98,,86.43350486076093,,,,motorway,1,"LINESTRING (-75.4998754 39.7521541, -75.4995475 39.7517773, -75.4994865 39.751718, -75.4994256 39.7516712, -75.499359 39.7516358, -75.4992991 39.7516256, -75.4992055 39.751615)",auto
