segment_id,link_id,ref_node_id,start_lr,end_lr,capacity,free_speed,bike_facility,ped_facility,parking,allowed_uses,l_lanes_added,r_lanes_added
0,242,,15.937655441493506,41.501263615593686,,,,,,,1,
1,244,,15.984115194305659,34.99476293363624,,,,,,,1,
2,250,,18.513293685898063,37.17060058528451,,,,,,,-1,
3,258,,50.039416270601336,89.33927072393242,,,,,,,0,
4,258,,30.053267462287167,50.039416270601336,,,,,,,1,
