trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,min_arrival_time,max_departure_time,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset
t_1058682_b_6534_tn_3,,,2392579,9,,0,0,5646.02704126843,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,,,2392578,10,,0,0,5940.74931850743,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,10:33:00,10:33:00,2392577,11,,0,0,6727.3628520458,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,,,2392576,12,,0,0,7508.48477567243,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,,,2392575,13,,0,0,7770.35581538848,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,,,2392574,14,,0,0,8258.23927716415,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,,,2392573,15,,0,0,8725.05699586502,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,,,2392572,16,,0,0,8973.66574683274,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,10:38:00,10:38:00,2392571,17,,0,0,9316.86922534847,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_3,10:45:00,10:45:00,2392586,18,,0,0,10107.22329129,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:20:00,11:20:00,2392586,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:22:00,11:22:00,2696015,2,,0,0,1138.12058858811,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:23:00,11:23:00,2392585,3,,0,0,1458.85110888065,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392584,4,,0,0,2159.83250505193,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392583,5,,0,0,2514.58797012031,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392582,6,,0,0,3833.82691881731,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:28:00,11:28:00,2392581,7,,0,0,4836.20644361031,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:29:00,11:29:00,2392580,8,,0,0,4991.45731315988,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392579,9,,0,0,5646.02704126843,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392578,10,,0,0,5940.74931850743,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:33:00,11:33:00,2392577,11,,0,0,6727.3628520458,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392576,12,,0,0,7508.48477567243,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392575,13,,0,0,7770.35581538848,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392574,14,,0,0,8258.23927716415,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392573,15,,0,0,8725.05699586502,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,,,2392572,16,,0,0,8973.66574683274,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:38:00,11:38:00,2392571,17,,0,0,9316.86922534847,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_4,11:45:00,11:45:00,2392586,18,,0,0,10107.22329129,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:20:00,12:20:00,2392586,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:22:00,12:22:00,2696015,2,,0,0,1138.12058858811,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:23:00,12:23:00,2392585,3,,0,0,1458.85110888065,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392584,4,,0,0,2159.83250505193,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392583,5,,0,0,2514.58797012031,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392582,6,,0,0,3833.82691881731,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:28:00,12:28:00,2392581,7,,0,0,4836.20644361031,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:29:00,12:29:00,2392580,8,,0,0,4991.45731315988,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392579,9,,0,0,5646.02704126843,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392578,10,,0,0,5940.74931850743,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:33:00,12:33:00,2392577,11,,0,0,6727.3628520458,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392576,12,,0,0,7508.48477567243,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392575,13,,0,0,7770.35581538848,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392574,14,,0,0,8258.23927716415,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392573,15,,0,0,8725.05699586502,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,,,2392572,16,,0,0,8973.66574683274,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:38:00,12:38:00,2392571,17,,0,0,9316.86922534847,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_5,12:45:00,12:45:00,2392586,18,,0,0,10107.22329129,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:20:00,13:20:00,2392586,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:22:00,13:22:00,2696015,2,,0,0,1138.12058858811,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:23:00,13:23:00,2392585,3,,0,0,1458.85110888065,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392584,4,,0,0,2159.83250505193,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392583,5,,0,0,2514.58797012031,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392582,6,,0,0,3833.82691881731,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:28:00,13:28:00,2392581,7,,0,0,4836.20644361031,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:29:00,13:29:00,2392580,8,,0,0,4991.45731315988,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392579,9,,0,0,5646.02704126843,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392578,10,,0,0,5940.74931850743,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:33:00,13:33:00,2392577,11,,0,0,6727.3628520458,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392576,12,,0,0,7508.48477567243,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392575,13,,0,0,7770.35581538848,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392574,14,,0,0,8258.23927716415,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392573,15,,0,0,8725.05699586502,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,,,2392572,16,,0,0,8973.66574683274,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:38:00,13:38:00,2392571,17,,0,0,9316.86922534847,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_6,13:45:00,13:45:00,2392586,18,,0,0,10107.22329129,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:20:00,14:20:00,2392586,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:22:00,14:22:00,2696015,2,,0,0,1138.12058858811,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:23:00,14:23:00,2392585,3,,0,0,1458.85110888065,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392584,4,,0,0,2159.83250505193,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392583,5,,0,0,2514.58797012031,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392582,6,,0,0,3833.82691881731,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:28:00,14:28:00,2392581,7,,0,0,4836.20644361031,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:29:00,14:29:00,2392580,8,,0,0,4991.45731315988,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392579,9,,0,0,5646.02704126843,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392578,10,,0,0,5940.74931850743,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:33:00,14:33:00,2392577,11,,0,0,6727.3628520458,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392576,12,,0,0,7508.48477567243,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392575,13,,0,0,7770.35581538848,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392574,14,,0,0,8258.23927716415,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392573,15,,0,0,8725.05699586502,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,,,2392572,16,,0,0,8973.66574683274,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:38:00,14:38:00,2392571,17,,0,0,9316.86922534847,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_7,14:45:00,14:45:00,2392586,18,,0,0,10107.22329129,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,15:20:00,15:20:00,2392586,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,15:22:00,15:22:00,2696015,2,,0,0,1138.12058858811,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,15:23:00,15:23:00,2392585,3,,0,0,1458.85110888065,1,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,,,2392584,4,,0,0,2159.83250505193,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,,,2392583,5,,0,0,2514.58797012031,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,,,2392582,6,,0,0,3833.82691881731,0,,,,,1,1,,,,,,,,
t_1058682_b_6534_tn_8,15:28:00,15:28:00,2392581,7,,0,0,4836.20644361031,1,,,,,1,1,,,,,,,,
