trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,min_arrival_time,max_departure_time,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset
t_1058685_b_6534_tn_9,15:51:00,15:51:00,2392552,2,,0,0,574.770451266684,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,15:53:00,15:53:00,2392551,3,,0,0,885.374188462991,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,15:57:00,15:57:00,2696027,4,,0,0,2511.76165172995,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,15:58:00,15:58:00,2392550,5,,0,0,2927.77883241286,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,15:59:00,15:59:00,2392549,6,,0,0,3693.30783432685,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:00:00,16:00:00,2392548,7,,0,0,4089.077624533,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:05:00,16:05:00,2392528,8,,0,0,4664.32447465989,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:06:00,16:06:00,2392546,9,,0,0,5683.17494629121,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:07:00,16:07:00,2392545,10,,0,0,6935.82372555262,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:08:00,16:08:00,2392544,11,,0,0,7433.04870933483,0,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:10:00,16:10:00,2392543,12,,0,0,8935.26027096299,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:15:00,16:15:00,2392542,13,,0,0,10060.6242121545,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:19:00,16:19:00,2392541,14,,0,0,13217.4801599187,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:27:00,16:27:00,2392540,15,,0,0,16227.0904540153,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:28:00,16:28:00,2392539,16,,0,0,16963.4862289184,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:30:00,16:30:00,2392538,17,,0,0,17326.4036460447,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:36:00,16:36:00,2392537,18,,0,0,20247.4853575786,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:38:00,16:38:00,2392536,19,,0,0,21591.1464578266,1,,,,,1,1,,,,,,,,
t_1058685_b_6534_tn_9,16:45:00,16:45:00,2421988,20,,0,0,22657.57451232,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:50:00,07:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:52:00,07:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:53:00,07:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:54:00,07:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:57:00,07:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:58:00,07:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,07:59:00,07:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:00:00,08:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:03:00,08:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:05:00,08:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:06:00,08:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:06:00,08:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:07:00,08:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:08:00,08:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:10:00,08:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:11:00,08:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:12:00,08:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_1,08:15:00,08:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:50:00,16:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:52:00,16:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:53:00,16:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:54:00,16:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:57:00,16:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:58:00,16:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,16:59:00,16:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:00:00,17:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:03:00,17:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:05:00,17:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:06:00,17:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:06:00,17:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:07:00,17:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:08:00,17:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:10:00,17:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:11:00,17:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:12:00,17:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_10,17:15:00,17:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:50:00,08:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:52:00,08:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:53:00,08:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:54:00,08:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:57:00,08:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:58:00,08:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,08:59:00,08:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:00:00,09:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:03:00,09:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:05:00,09:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:06:00,09:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:06:00,09:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:07:00,09:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:08:00,09:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:10:00,09:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:11:00,09:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:12:00,09:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_2,09:15:00,09:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:50:00,09:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:52:00,09:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:53:00,09:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:54:00,09:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:57:00,09:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:58:00,09:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,09:59:00,09:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:00:00,10:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:03:00,10:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:05:00,10:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:06:00,10:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:06:00,10:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:07:00,10:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:08:00,10:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:10:00,10:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:11:00,10:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:12:00,10:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_3,10:15:00,10:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:50:00,10:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:52:00,10:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:53:00,10:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:54:00,10:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:57:00,10:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:58:00,10:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,10:59:00,10:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:00:00,11:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:03:00,11:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:05:00,11:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:06:00,11:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:06:00,11:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:07:00,11:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:08:00,11:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:10:00,11:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:11:00,11:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:12:00,11:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_4,11:15:00,11:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:50:00,11:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:52:00,11:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:53:00,11:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:54:00,11:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:57:00,11:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:58:00,11:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,11:59:00,11:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:00:00,12:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:03:00,12:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:05:00,12:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:06:00,12:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:06:00,12:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:07:00,12:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:08:00,12:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:10:00,12:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:11:00,12:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:12:00,12:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_5,12:15:00,12:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:50:00,12:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:52:00,12:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:53:00,12:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:54:00,12:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:57:00,12:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:58:00,12:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,12:59:00,12:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:00:00,13:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:03:00,13:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:05:00,13:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:06:00,13:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:06:00,13:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:07:00,13:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:08:00,13:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:10:00,13:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:11:00,13:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:12:00,13:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_6,13:15:00,13:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:50:00,13:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:52:00,13:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:53:00,13:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:54:00,13:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:57:00,13:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:58:00,13:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,13:59:00,13:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:00:00,14:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:03:00,14:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:05:00,14:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:06:00,14:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:06:00,14:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:07:00,14:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:08:00,14:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:10:00,14:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:11:00,14:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:12:00,14:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_7,14:15:00,14:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:50:00,14:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:52:00,14:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:53:00,14:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:54:00,14:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:57:00,14:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:58:00,14:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,14:59:00,14:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:00:00,15:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:03:00,15:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:05:00,15:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:06:00,15:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:06:00,15:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:07:00,15:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:08:00,15:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:10:00,15:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:11:00,15:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:12:00,15:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_8,15:15:00,15:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:50:00,15:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:52:00,15:52:00,2392535,2,,0,0,180.33507241014,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:53:00,15:53:00,2392534,3,,0,0,1096.69288184955,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:54:00,15:54:00,2392533,4,,0,0,2436.35706038313,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:57:00,15:57:00,2392532,5,,0,0,2612.97009026953,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:58:00,15:58:00,2392531,6,,0,0,2981.38245322685,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,15:59:00,15:59:00,2392529,7,,0,0,3128.2997048462,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:00:00,16:00:00,2392530,8,,0,0,3238.10787753468,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:03:00,16:03:00,2392528,9,,0,0,4665.12730310796,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:05:00,16:05:00,2392527,10,,0,0,5925.38205673214,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:06:00,16:06:00,2392526,11,,0,0,6293.28905968809,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:06:00,16:06:00,2696028,12,,0,0,6703.0153122487,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:07:00,16:07:00,2392525,13,,0,0,7011.27445729727,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:08:00,16:08:00,2392524,14,,0,0,8041.60202533829,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:10:00,16:10:00,2392523,15,,0,0,9037.44658698479,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:11:00,16:11:00,2392522,16,,0,0,9976.9643210419,0,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:12:00,16:12:00,2696051,17,,0,0,10753.4570073201,1,,,,,1,1,,,,,,,,
t_1058686_b_6534_tn_9,16:15:00,16:15:00,2421988,18,,0,0,11247.47803217,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,07:50:00,07:50:00,2421988,1,,0,0,0,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,07:53:00,07:53:00,2392508,2,,0,0,1250.8697901852,0,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,07:54:00,07:54:00,2392507,3,,0,0,2074.29536066925,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,07:57:00,07:57:00,2392506,4,,0,0,3139.8800034169,0,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,07:58:00,07:58:00,2392505,5,,0,0,3564.8433996657,0,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:02:00,08:02:00,2392503,6,,0,0,5604.93660933284,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:06:00,08:06:00,2392504,7,,0,0,6593.64151683266,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:13:00,08:13:00,2392502,8,,0,0,7874.80094707964,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:19:00,08:19:00,2392501,9,,0,0,10109.2843023746,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:23:00,08:23:00,2696059,10,,0,0,10720.4626787049,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:24:00,08:24:00,2696060,11,,0,0,13511.2550587846,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:28:00,08:28:00,2392500,12,,0,0,15138.9976640324,1,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:29:00,08:29:00,2392499,13,,0,0,15473.674102339,0,,,,,1,1,,,,,,,,
t_1058700_b_6534_tn_1,08:31:00,08:31:00,2392498,14,,0,0,16910.2295304816,1,,,,,1,1,,,,,,,,
