name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,14278848,846,1192,,546.876645248167,,,,motorway,1,"LINESTRING (-115.1808566 36.1151883, -115.1809179 36.1140493, -115.181017 36.113408, -115.181063 36.113282, -115.181153 36.113151, -115.18124 36.113067, -115.181375 36.112985, -115.181517 36.112929, -115.181658 36.1129, -115.18181 36.112889, -115.18197 36.112902, -115.182099 36.112937, -115.182229 36.112995, -115.182356 36.113079, -115.182448 36.113163, -115.182564 36.113356, -115.182589 36.113458, -115.18258 36.113657, -115.182496 36.113846, -115.182409 36.113949, -115.1823284 36.1140377, -115.1822042 36.1141072, -115.181975 36.1141843, -115.18156 36.1143034)",auto
,1,14279257,10,11,,802.8471449177935,,65,,motorway,1,"LINESTRING (-115.2420383 36.1977963, -115.2426179 36.1977892, -115.2431333 36.1977908, -115.2434047 36.1977978, -115.2435443 36.1978251, -115.2436804 36.1978803, -115.243808 36.1979556, -115.2439257 36.1980693, -115.2440144 36.1981938, -115.2440635 36.1983392, -115.2440865 36.1985333, -115.2440971 36.1987587, -115.2441095 36.1990337, -115.2441774 36.2002314, -115.2442196 36.2009238, -115.2442629 36.2018926, -115.2442852 36.2027662, -115.2442884 36.2031814, -115.2444117 36.2036327)",auto
,2,14279357,410,1854,,705.2917322550476,,45,,motorway,1,"LINESTRING (-114.9856517 36.0058933, -114.9864563 36.0068465, -114.986872 36.0073406, -114.9870849 36.0076084, -114.9872882 36.0078874, -114.9874454 36.0081185, -114.9875961 36.0083656, -114.9877272 36.0086206, -114.9878829 36.0089426, -114.9880323 36.0093261, -114.9883105 36.0100822, -114.9885958 36.0108969, -114.9887846 36.0114389, -114.9888609 36.011615)",auto
,3,14279367,13,1624,,557.356817001171,,35,,motorway,1,"LINESTRING (-115.2469167 36.2464491, -115.2469803 36.245879, -115.2469918 36.2454099, -115.2470141 36.2448899, -115.2470457 36.2445697, -115.2471109 36.2440721, -115.2472575 36.243387, -115.2473673 36.2430315, -115.2476929 36.242191, -115.2478852 36.2417422, -115.2479739 36.2415427)",auto
,4,14279652,1138,23,,464.454848621429,,,,motorway,1,"LINESTRING (-115.0940673 36.0236147, -115.0946433 36.0236694, -115.0950424 36.0236831, -115.0958436 36.0237169, -115.0963909 36.0237461, -115.096858 36.023786, -115.0976378 36.0238638, -115.0984233 36.0239491, -115.0990037 36.0240189, -115.0992026 36.0240325)",auto
,5,14279652,23,1276,,167.2583740033295,,,,motorway,1,"LINESTRING (-115.0992026 36.0240325, -115.0996594 36.0240972, -115.0998983 36.0241252, -115.1000607 36.02414, -115.1001777 36.0241637, -115.1002887 36.0242224, -115.1003515 36.0242778, -115.1004146 36.0243902, -115.1004356 36.0244798, -115.1004678 36.0247858)",auto
,6,14279670,28,29,,394.3529562918983,,,,motorway,1,"LINESTRING (-115.1821342 36.0856315, -115.1820395 36.0850188, -115.1818732 36.0845056, -115.1816804 36.0840891, -115.1814898 36.0836721, -115.1814329 36.0835226, -115.1812898 36.083036, -115.1812344 36.0827433, -115.1812069 36.082421, -115.1811141 36.0821998)",auto
,7,14280799,48,683,,253.05560137355496,,,,motorway,1,"LINESTRING (-115.181806 36.0683972, -115.1820029 36.0677643, -115.1821551 36.067295, -115.1822791 36.0669607, -115.1824475 36.0665836, -115.1825708 36.0663636, -115.1826233 36.0662233)",auto
,8,14280985,693,2095,,184.1838317192523,,35,,motorway,1,"LINESTRING (-115.2443753 36.1954836, -115.2442649 36.1958081, -115.2442648 36.1969038, -115.2442648 36.1969752, -115.2442555 36.1970532, -115.2442381 36.1971263)",auto
,9,14281272,51,52,,466.4534571229173,,35,,motorway,1,"LINESTRING (-115.254465 36.178347, -115.255493 36.178513, -115.256163 36.1786, -115.256617 36.178722, -115.256998 36.178888, -115.257235 36.179011, -115.257564 36.179215, -115.2581966 36.1796469, -115.2583857 36.1797777, -115.25855 36.17991, -115.258704 36.179987, -115.258909 36.180032, -115.259067 36.180044)",auto
,10,14281502,679,1181,,629.5431913025191,,,,motorway,1,"LINESTRING (-115.1894914 36.0661157, -115.188927 36.0658702, -115.1882582 36.0656176, -115.1876927 36.065415, -115.1861397 36.0648266, -115.1856896 36.0646297, -115.1853091 36.0644188, -115.1849329 36.0641534, -115.1846176 36.0638669, -115.1843241 36.0635558, -115.1838276 36.0629879)",auto
,11,14281845,1310,1763,,304.92910140795453,,,,secondary,4,"LINESTRING (-115.1469408 36.179088, -115.1468183 36.1791133, -115.1467327 36.1791351, -115.1465622 36.1792035, -115.1462857 36.1793568, -115.145894 36.179566, -115.145544 36.179812, -115.145456 36.179881, -115.145195 36.180095, -115.144776 36.18049, -115.144535 36.180763, -115.144457 36.1808825)",auto
,12,14281845,1763,1766,,20.13843904918312,,,,secondary,4,"LINESTRING (-115.144457 36.1808825, -115.144354 36.1810434)",auto
,13,14282367,72,1693,,588.0725107536499,,65,,motorway,1,"LINESTRING (-115.175284 36.175678, -115.1763836 36.1756606, -115.1779207 36.1756215, -115.1782074 36.1756101, -115.1793514 36.1755559, -115.1806453 36.175507, -115.1813749 36.1754767, -115.1818192 36.1753968)",auto
,14,14282368,73,659,,145.7399164197123,,35,,motorway,1,"LINESTRING (-115.173343 36.175946, -115.1736422 36.1759716, -115.1740191 36.1759648, -115.174156 36.1759851, -115.1742821 36.176014, -115.1743995 36.1760465, -115.1744353 36.176066, -115.1745166 36.1761082, -115.1746289 36.1761851, -115.1748129 36.1763383)",auto
,15,14282434,76,75,,458.859042738923,,45,,motorway,1,"LINESTRING (-115.034797 36.068373, -115.034482 36.0677132, -115.033928 36.0665477, -115.0337228 36.066002, -115.0335313 36.0653548, -115.0334527 36.0647825, -115.0334531 36.0644233)",auto
,16,14282644,78,1079,,502.0123979406296,,,,motorway,1,"LINESTRING (-115.1804733 36.1096447, -115.1803697 36.1098722, -115.1803509 36.1101794, -115.1803093 36.1107422, -115.1802792 36.1113419, -115.1802607 36.1119364, -115.1802544 36.112349, -115.1802486 36.1125928, -115.1802376 36.1127292, -115.1802101 36.1128712, -115.1801751 36.1130037, -115.1801256 36.1131648, -115.1800825 36.1132889, -115.1799168 36.1137123, -115.1798674 36.1138533, -115.17984 36.11398, -115.1798185 36.1140983)",auto
,17,14282934,79,1316,,541.2833745644734,,45,,motorway,1,"LINESTRING (-114.9703576 35.9998868, -114.9689198 35.9998084, -114.9684736 35.999784, -114.9680319 35.9997603, -114.9676264 35.9997389, -114.9672591 35.9997132, -114.9670482 35.9996938, -114.9667723 35.9996611, -114.9665312 35.9996307, -114.9662905 35.9995904, -114.9660603 35.9995473, -114.9653608 35.9993928, -114.9647006 35.9992473, -114.9644231 35.9991967)",auto
