name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,5673871,2401,2398,,420.9574317902086,,,,motorway,1,"LINESTRING (-73.9080348 40.5926746, -73.9080949 40.5932025, -73.908112 40.5934372, -73.9081122 40.593636, -73.9080325 40.5938448, -73.9079141 40.5940226, -73.9077673 40.5941817, -73.9075836 40.5943193, -73.9073492 40.5944407, -73.9070451 40.5945364, -73.9067731 40.5945755, -73.9064562 40.594582, -73.9061808 40.5945376, -73.905895 40.5944496, -73.9058314 40.5944223, -73.9056632 40.5943301, -73.9055825 40.5942871, -73.9051855 40.5940848)",auto
,1,5673900,2684,2931,,150.1739285738133,,20,,motorway,1,"LINESTRING (-73.9811574 40.6968008, -73.9812623 40.6969185, -73.9813083 40.6969904, -73.9813281 40.6970516, -73.9813322 40.6971158, -73.9813196 40.6971699, -73.9812891 40.6972165, -73.9812512 40.6972555, -73.9812019 40.6972918, -73.9811429 40.6973197, -73.9810584 40.69734, -73.9809923 40.6973423, -73.9809162 40.6973331, -73.9808471 40.6973121, -73.9807948 40.6972821, -73.980746 40.6972507, -73.9807138 40.6972141, -73.9806897 40.6971643, -73.9806776 40.6970799, -73.9806803 40.6970311, -73.9806884 40.6969823, -73.9807018 40.6969243, -73.9807272 40.6968552)",auto
,2,5673920,2405,2399,,572.773114021385,,,,motorway,1,"LINESTRING (-73.9048298 40.5992932, -73.9054037 40.5990651, -73.9058249 40.5988774, -73.9062029 40.5987237, -73.9065619 40.5986084, -73.9069396 40.598516, -73.9073172 40.598451, -73.9077191 40.5984089, -73.9081232 40.5983968, -73.9085132 40.5984089, -73.9088521 40.5984416, -73.9091566 40.5984751, -73.9094484 40.5985402, -73.9097402 40.5986315, -73.9100234 40.5987423, -73.9102466 40.5988596, -73.9105041 40.5990225, -73.9110073 40.5993357)",auto
,3,5674057,58,2423,,347.570499915676,,,,motorway,1,"LINESTRING (-73.9993017 40.5966636, -73.9994875 40.5965817, -73.9996356 40.5965318, -73.999881 40.5964518, -74.000387 40.596423, -74.0007608 40.5964473, -74.0011127 40.5964798, -74.001456 40.596532, -74.0018631 40.5965972, -74.0023284 40.5966949, -74.0028273 40.5968222, -74.0032753 40.5969026)",auto
,4,5674109,12,11,,99.7425869153362,,,,primary,3,"LINESTRING (-73.8995815 40.6795479, -73.900752 40.679677)",auto
,5,5674202,2399,2408,,859.9563015109878,,,,motorway,1,"LINESTRING (-73.9110073 40.5993357, -73.910749 40.5990349, -73.9106396 40.5989075, -73.9103153 40.598436, -73.9101779 40.5981557, -73.9100578 40.5978755, -73.9099548 40.5975822, -73.9088057 40.5938457, -73.9086754 40.5933876, -73.9085658 40.5927733, -73.9084518 40.5923235, -73.908308 40.5919286)",auto
,6,5674234,2403,2392,,405.53112249726416,,,,motorway,1,"LINESTRING (-73.9076486 40.5967089, -73.9074769 40.5968913, -73.9073198 40.5970087, -73.9071481 40.5971065, -73.906925 40.5971586, -73.9067018 40.5971586, -73.9065044 40.5971065, -73.9063241 40.5970152, -73.9061782 40.5968979, -73.9060752 40.596735, -73.9060237 40.5965656, -73.9060237 40.5963896, -73.9060581 40.5962267, -73.9061267 40.5960833, -73.9062469 40.5959529, -73.9064186 40.5958617, -73.906616 40.5958096, -73.9067962 40.5958226, -73.906985 40.5958878, -73.9071567 40.5959986, -73.907603 40.5963244)",auto
,7,5674282,2422,2735,,280.74329169442876,,,,motorway,1,"LINESTRING (-73.99701 40.5943356, -73.9977052 40.5949092, -73.9979172 40.5950957, -73.9980829 40.5952707, -73.9982677 40.5955605, -73.9984862 40.5958741, -73.9987806 40.5961851, -73.9989687 40.5963571)",auto
,8,5674284,2384,137,,78.9050223535931,,,,motorway,1,"LINESTRING (-73.9985681 40.6909691, -73.998508 40.6910667, -73.9984645 40.6911115, -73.9984136 40.6911383, -73.9983535 40.6911685, -73.9982763 40.6911968, -73.9981967 40.6912135, -73.9981132 40.6912229, -73.9979673 40.6912164, -73.9978681 40.6912003, -73.997784 40.6911866)",auto
,9,5674349,4127,2689,,222.62589812487624,,,,motorway,1,"LINESTRING (-73.9987608 40.691655, -73.9987885 40.6916832, -73.9989173 40.6918199, -73.9990203 40.6919631, -73.9991061 40.6921258, -73.9991662 40.6923015, -73.9992091 40.6924967, -73.9992416 40.6927173, -73.9992517 40.6928326, -73.9992444 40.6929357, -73.9992405 40.6930349, -73.9991667 40.6935732)",auto
