segment_id,link_id,ref_node_id,start_lr,end_lr,capacity,free_speed,bike_facility,ped_facility,parking,allowed_uses,l_lanes_added,r_lanes_added
0,3841,,27.46217514894158,56.153209381617586,,,,,,,-1,
1,3842,,28.69103423267601,56.153209381617586,,,,,,,-1,
2,3882,,26.17950684064809,47.634918316876465,,,,,,,-1,
3,3883,,21.455411476228377,47.634918316876465,,,,,,,-1,
4,4896,,23.61346111210271,78.68258183236598,,,,,,,1,
5,4898,,20.060975246046983,81.18646679374478,,,,,,,1,
