name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,5703974,2,0,,274.97651684217243,,,,motorway,1,"LINESTRING (-73.744558 40.665871, -73.7463958 40.6658496, -73.7478178 40.6658331)",auto
,1,5706603,111,1,,222.1353272981875,,,,motorway,1,"LINESTRING (-73.750118 40.6657224, -73.7493541 40.6656703, -73.7489851 40.6656312, -73.748307 40.6655401, -73.7479208 40.6655075, -73.747506 40.665476)",auto
,2,20175643,127,128,,249.56668417900318,,,,trunk,2,"LINESTRING (-73.383425 40.6998791, -73.3834027 40.6997426, -73.3834107 40.699605, -73.3838057 40.6980616, -73.3838806 40.6979278, -73.3840392 40.6977068)",auto
,3,20175647,112,183,,177.67708774575956,,,,trunk,2,"LINESTRING (-73.3828479 40.699322, -73.3828613 40.6995091, -73.3828184 40.6996067, -73.3827379 40.6996636, -73.3825877 40.6997206, -73.3824053 40.6997206, -73.3820727 40.6995945, -73.3819118 40.6994766, -73.3818474 40.6993383, -73.3818796 40.6992244, -73.3820392 40.6990127)",auto
,4,20178029,115,182,,188.3158255356198,,,,trunk,2,"LINESTRING (-73.3827845 40.6985097, -73.383072 40.6984376, -73.3831466 40.6984232, -73.3832418 40.6984284, -73.3832968 40.698443, -73.3833641 40.6984682, -73.383414 40.6984999, -73.3834505 40.6985331, -73.3835038 40.6986048, -73.3835158 40.6986876, -73.3835178 40.698747, -73.3834802 40.6989383, -73.3834226 40.6990469, -73.3833754 40.6991046, -73.383327 40.6991305, -73.3832383 40.6991655, -73.3831592 40.6991728, -73.3830765 40.6991656, -73.3829841 40.699137, -73.3829171 40.6990943, -73.3827767 40.6989887)",auto
,5,20179263,106,9,,277.16160290814906,,,,trunk,2,"LINESTRING (-73.4216999 40.6868627, -73.4212037 40.6867357, -73.420847 40.686549, -73.420235 40.686303, -73.419496 40.686225, -73.419223 40.686131, -73.4187895 40.685826)",auto
,6,20180548,148,152,,213.14011177879442,,,,trunk,2,"LINESTRING (-73.4186199 40.6856649, -73.41861 40.6857015, -73.4185448 40.6859415, -73.4184053 40.6861368, -73.4177079 40.6868364, -73.4175148 40.6869666, -73.4171318 40.6871422)",auto
,7,20180894,11,8,,218.3327674496805,,,,trunk,2,"LINESTRING (-73.4199619 40.6884781, -73.4199411 40.6882786, -73.419949 40.688148, -73.420167 40.687892, -73.420499 40.687627, -73.42079 40.687336, -73.4210237 40.687194, -73.4214789 40.6870604)",auto
,8,20181724,10,252,,228.25529753557683,,,,trunk,2,"LINESTRING (-73.4172585 40.6873225, -73.4176565 40.6874107, -73.418558 40.687801, -73.4193889 40.6879235, -73.4196487 40.6880874, -73.4196866 40.688132)",auto
,9,20181727,12,13,,184.74486659188847,,,,trunk,2,"LINESTRING (-73.419834 40.687104, -73.420188 40.6871505, -73.4203211 40.6871844, -73.4204045 40.6872368, -73.4204583 40.6873102, -73.4204805 40.6873975, -73.4204785 40.6874825, -73.420429 40.6875645, -73.4203 40.687673, -73.4201228 40.687778, -73.4200066 40.6878076, -73.419898 40.6878018, -73.4197969 40.6877689, -73.4196943 40.6876901, -73.4195651 40.687556)",auto
