node_id,zone_id,x_coord,y_coord,original_node_id,activity_type,is_boundary
590500,,-112.05428,33.45959,5905,,0
590600,,-112.04765,33.46294,5906,,0
590800,,-112.07537,33.45982,5908,,0
591000,,-112.07639,33.45982,5910,,0
591100,,-112.07266,33.46573,5911,,0
74700,,-112.04056,33.46129,747,motorway,0
85700,,-112.0376,33.45175,857,motorway,0
500,,-112.08555,33.4607,5,motorway,0
73400,,-112.06561,33.46187,734,motorway,0
81500,,-112.10811,33.44672,815,motorway,1
63000,,-112.1078,33.44909,630,motorway,0
97500,,-112.09223,33.44812,975,secondary,0
589100,,-112.09358,33.44715,5891,,0
97501,,-112.09223,33.44816,975,secondary,0
129600,,-112.09433,33.44923,1296,secondary,0
201700,,-112.05054,33.46167,2017,motorway,0
63001,,-112.10779,33.44923,630,motorway,0
95200,,-112.07125,33.4469,952,residential,0
91700,,-112.07122,33.44817,917,residential,0
91701,,-112.07129,33.44817,917,residential,0
95201,,-112.07132,33.44691,952,residential,0
1200,,-112.11321,33.44814,12,residential,0
112200,,-112.11321,33.44809,1122,residential,0
112201,,-112.11313,33.44809,1122,residential,0
1201,,-112.11313,33.44814,12,residential,0
112202,,-112.11321,33.44795,1122,residential,0
1300,,-112.1132,33.4474,13,residential,0
1301,,-112.11312,33.44741,13,residential,0
112203,,-112.11313,33.44795,1122,residential,0
1302,,-112.1132,33.44726,13,residential,0
1400,,-112.11319,33.44701,14,residential,0
1401,,-112.11312,33.44701,14,residential,0
1303,,-112.11312,33.44726,13,residential,0
1402,,-112.11319,33.44687,14,residential,0
1500,,-112.11317,33.44594,15,residential,0
1501,,-112.1131,33.44594,15,residential,0
1403,,-112.11311,33.44687,14,residential,0
1502,,-112.11317,33.4458,15,residential,0
1600,,-112.11317,33.44552,16,residential,0
1601,,-112.11309,33.44552,16,residential,0
1503,,-112.1131,33.4458,15,residential,0
1700,,-112.0608,33.44569,17,residential,0
113300,,-112.0608,33.44701,1133,residential,0
113301,,-112.06088,33.44701,1133,residential,0
1701,,-112.06087,33.44569,17,residential,0
113302,,-112.0608,33.44709,1133,residential,0
93300,,-112.0608,33.44712,933,residential,0
93301,,-112.06088,33.44713,933,residential,0
113303,,-112.06088,33.44709,1133,residential,0
1800,,-112.11329,33.45293,18,residential,0
97800,,-112.11338,33.45299,978,residential,1
97801,,-112.11343,33.45293,978,residential,1
1801,,-112.11334,33.45288,18,residential,0
1900,,-112.11304,33.45261,19,residential,0
2000,,-112.11229,33.45261,20,residential,1
2001,,-112.11229,33.45268,20,residential,1
1901,,-112.11304,33.45267,19,residential,0
2100,,-112.10276,33.45309,21,residential,0
2200,,-112.10246,33.45309,22,residential,0
2201,,-112.10246,33.45316,22,residential,0
2101,,-112.10276,33.45316,21,residential,0
2202,,-112.10228,33.4531,22,residential,0
2300,,-112.1019,33.4531,23,residential,0
2301,,-112.1019,33.45316,23,residential,0
2203,,-112.10228,33.45316,22,residential,0
2400,,-112.08268,33.45337,24,secondary,0
2500,,-112.08473,33.45336,25,residential,0
2501,,-112.08473,33.4533,25,residential,0
2401,,-112.08268,33.4533,24,secondary,0
2502,,-112.0849,33.45336,25,residential,0
2600,,-112.08519,33.45336,26,residential,0
2601,,-112.08518,33.45329,26,residential,0
2503,,-112.0849,33.4533,25,residential,0
2602,,-112.08536,33.45335,26,residential,0
2700,,-112.08626,33.45335,27,residential,0
2701,,-112.08626,33.45329,27,residential,0
2603,,-112.08536,33.45329,26,residential,0
2702,,-112.08644,33.45335,27,residential,0
2800,,-112.08836,33.45334,28,residential,0
2801,,-112.08836,33.45328,28,residential,0
2703,,-112.08644,33.45329,27,residential,0
2802,,-112.08853,33.45334,28,residential,0
2900,,-112.08903,33.45334,29,residential,0
2901,,-112.08903,33.45328,29,residential,0
2803,,-112.08853,33.45328,28,residential,0
2902,,-112.0892,33.45334,29,residential,0
3000,,-112.09018,33.45332,30,residential,0
3001,,-112.09018,33.45326,30,residential,0
2903,,-112.0892,33.45327,29,residential,0
3002,,-112.09035,33.45332,30,residential,0
3100,,-112.09117,33.45332,31,tertiary,0
3101,,-112.09117,33.45326,31,tertiary,0
3003,,-112.09035,33.45326,30,residential,0
4100,,-112.08367,33.457,41,residential,0
4200,,-112.08367,33.45861,42,tertiary,0
4201,,-112.08374,33.45861,42,tertiary,0
4101,,-112.08374,33.457,41,residential,0
128700,,-112.08365,33.44828,1287,residential,0
112600,,-112.08366,33.4492,1126,residential,0
112601,,-112.08373,33.4492,1126,residential,0
128701,,-112.08373,33.44827,1287,residential,0
156400,,-112.08631,33.45144,1564,secondary,0
2704,,-112.08631,33.45325,27,residential,0
2705,,-112.08639,33.45325,27,residential,0
156401,,-112.08639,33.45144,1564,secondary,0
128800,,-112.08587,33.44827,1288,residential,0
125800,,-112.08587,33.44919,1258,residential,0
125801,,-112.08595,33.44919,1258,residential,0
128801,,-112.08594,33.44827,1288,residential,0
125802,,-112.08587,33.44933,1258,residential,0
156300,,-112.08588,33.45102,1563,residential,0
156301,,-112.08596,33.45102,1563,residential,0
125803,,-112.08594,33.44933,1258,residential,0
156302,,-112.08588,33.45117,1563,residential,0
139600,,-112.08588,33.4513,1396,secondary,0
139601,,-112.08596,33.4513,1396,secondary,0
156303,,-112.08596,33.45117,1563,residential,0
4600,,-112.04007,33.45302,46,residential,0
4700,,-112.04009,33.45627,47,residential,0
4701,,-112.04016,33.45627,47,residential,0
4601,,-112.04014,33.45302,46,residential,0
4800,,-112.04006,33.46676,48,residential,0
4900,,-112.04005,33.46751,49,residential,0
4901,,-112.04013,33.46751,49,residential,0
4801,,-112.04013,33.46676,48,residential,0
82900,,-112.07381,33.44505,829,secondary,0
200300,,-112.07382,33.4454,2003,secondary,0
5500,,-112.08807,33.44608,55,residential,0
5400,,-112.08809,33.44701,54,residential,0
5401,,-112.08816,33.44701,54,residential,0
5501,,-112.08814,33.44608,55,residential,0
5402,,-112.08808,33.44715,54,residential,0
128400,,-112.08809,33.44811,1284,residential,0
128401,,-112.08817,33.44811,1284,residential,0
5403,,-112.08816,33.44715,54,residential,0
5600,,-112.04217,33.46664,56,residential,0
5700,,-112.04126,33.46664,57,residential,0
5701,,-112.04126,33.4667,57,residential,0
5601,,-112.04217,33.4667,56,residential,0
5702,,-112.04109,33.46664,57,residential,0
4802,,-112.04018,33.46665,48,residential,0
4803,,-112.04019,33.46671,48,residential,0
5703,,-112.04109,33.4667,57,residential,0
