name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,0,38418146,,yes,,,"POLYGON ((-84.1116121 40.6981566, -84.1091145 40.6995492, -84.1097496 40.7002259, -84.1122644 40.6988269, -84.1116121 40.6981566))",POINT (-84.1106861 40.6991896),24240.4,260921.3
,1,38418172,,yes,,,"POLYGON ((-84.1023106 40.7004415, -84.1022952 40.6994491, -84.09872470000001 40.6994809, -84.0987401 40.7004733, -84.1023106 40.7004415))",POINT (-84.1005177 40.6999612),33246.1,357857.5
,2,38418291,,yes,,,"POLYGON ((-84.08864 40.7019955, -84.08861419999999 40.7009348, -84.08728379999999 40.7009543, -84.0872924 40.7019824, -84.08864 40.7019955))",POINT (-84.0879611 40.7014678),13114.5,141163.4
Plastipak Packaging,3,38418851,,warehouse,,,"POLYGON ((-84.0682979 40.7468382, -84.06821050000001 40.7459062, -84.0681728 40.7459082, -84.06812429999999 40.7459108, -84.0678621 40.7459249, -84.06773509999999 40.7459318, -84.0676047 40.7459388, -84.06759270000001 40.7458114, -84.0676158 40.7458102, -84.0676062 40.7457068, -84.0676053 40.7456975, -84.0674375 40.7457065, -84.067448 40.7458187, -84.066973 40.7458441, -84.0670075 40.7462157, -84.0671478 40.7462082, -84.0671657 40.7464012, -84.0669286 40.7464114, -84.0669566 40.7467474, -84.0672029 40.7467343, -84.067206 40.7467674, -84.06721570000001 40.7468726, -84.06721779999999 40.7468958, -84.0682979 40.7468382))",POINT (-84.0676211 40.7463606),11513.7,123932.9
Allen-Oakwood Correctional Institution,4,66380095,,prison,,,"POLYGON ((-84.102464 40.7748635, -84.1006897 40.7728079, -84.0988672 40.7725215, -84.0980625 40.7729369, -84.09740669999999 40.7753825, -84.0984594 40.7766073, -84.1005771 40.7769353, -84.1021046 40.7761747, -84.102464 40.7748635))",POINT (-84.0998422 40.7748076),150443.2,1619355.9
,5,103695012,,yes,,,"POLYGON ((-84.1551662 40.7684964, -84.1551427 40.7664152, -84.1560872 40.7664091, -84.1560953 40.7671281, -84.155829 40.7671298, -84.15583220000001 40.7674165, -84.15556100000001 40.7674183, -84.15557 40.768215, -84.155689 40.7682143, -84.1556922 40.768493, -84.1551662 40.7684964))",POINT (-84.1555177 40.7672696),12593.0,135550.0
,6,103695013,,yes,,,"POLYGON ((-84.1541951 40.7689251, -84.1539859 40.7689312, -84.1538518 40.7688926, -84.15336360000001 40.7688966, -84.15324560000001 40.7689332, -84.15304449999999 40.7689373, -84.1530552 40.7696909, -84.15355409999999 40.7696909, -84.1535568 40.7697376, -84.15371500000001 40.7697335, -84.1537096 40.7696076, -84.15421120000001 40.7696015, -84.1541951 40.7689251))",POINT (-84.1536109 40.7692877),8081.3,86985.9
,7,103695021,,yes,,,"POLYGON ((-84.1552088 40.7692881, -84.1547035 40.7689149, -84.15480290000001 40.7688377, -84.15477 40.7688134, -84.154938 40.768683, -84.1549675 40.7687047, -84.1550694 40.7686256, -84.15557939999999 40.7690023, -84.1553546 40.7691769, -84.1554041 40.7692135, -84.1553322 40.7692694, -84.1552813 40.7692318, -84.1552088 40.7692881))",POINT (-84.1551372 40.7689572),2788.7,30017.4
Central High School,8,103699258,,school,,,"POLYGON ((-84.14687290000001 40.7327794, -84.1514861 40.7327306, -84.1513734 40.7308444, -84.15185080000001 40.7305396, -84.1519887 40.7303257, -84.1523658 40.730316, -84.1523175 40.7290273, -84.1512608 40.7285842, -84.1498448 40.7287143, -84.14967849999999 40.7298891, -84.1493567 40.730129, -84.14905090000001 40.7302591, -84.14865930000001 40.730316, -84.14687290000001 40.7303363, -84.14687290000001 40.7327794))",POINT (-84.1496721 40.7309783),145927.9,1570753.2
,9,103699260,,yes,,,"POLYGON ((-84.1478169 40.7322366, -84.1476158 40.7320984, -84.1479537 40.7318443, -84.14795100000001 40.7316899, -84.14789469999999 40.7316939, -84.14754600000001 40.7319622, -84.1471356 40.7316533, -84.14754600000001 40.7313362, -84.14789469999999 40.7316025, -84.147943 40.7316045, -84.14794569999999 40.7314541, -84.1476158 40.7312021, -84.1478089 40.7310537, -84.1481898 40.7313545, -84.1483614 40.7313504, -84.14919829999999 40.7306756, -84.14981520000001 40.731135, -84.14935920000001 40.7314988, -84.1489381 40.7311878, -84.1485143 40.7315171, -84.14844720000001 40.7314602, -84.1483882 40.7314643, -84.14839360000001 40.731822, -84.1484365 40.7318301, -84.1485036 40.7317813, -84.1489059 40.7320699, -84.14872080000001 40.7322163, -84.1483614 40.731948, -84.1481924 40.7319541, -84.1478169 40.7322366))",POINT (-84.14844189999999 40.7314661),12841.8,138227.6
Lima Senior High School,10,103764270,,school,,,"POLYGON ((-84.09252960000001 40.7425384, -84.0998482 40.7425506, -84.0999126 40.7401445, -84.0954601 40.7402908, -84.09485909999999 40.7400968, -84.0946876 40.7402406, -84.09275239999999 40.7408767, -84.09233709999999 40.7411712, -84.09223110000001 40.7416265, -84.0924874 40.7424566, -84.09252960000001 40.7425384))",POINT (-84.09630559999999 40.7414278),155284.9,1671470.8
,11,103764283,,yes,,,"POLYGON ((-84.0958732 40.7422174, -84.0958839 40.7421483, -84.0964847 40.7421564, -84.09647940000001 40.7420101, -84.09671539999999 40.7420182, -84.0967101 40.7421564, -84.0974825 40.7421605, -84.09747179999999 40.7415508, -84.0971928 40.7415508, -84.0972036 40.7416971, -84.09696219999999 40.7416971, -84.0969515 40.7415183, -84.0968012 40.7413069, -84.0966671 40.7413069, -84.0966564 40.7408964, -84.0964597 40.7409173, -84.0963981 40.7409239, -84.0960824 40.7409574, -84.0960824 40.7409127, -84.0958517 40.7409208, -84.0958517 40.741124, -84.095782 40.741124, -84.09577659999999 40.7414655, -84.0956801 40.7414655, -84.0956264 40.7415427, -84.0956479 40.74188, -84.0955728 40.74188, -84.0955889 40.7422133, -84.0958732 40.7422174))",POINT (-84.0964276 40.7416477),15768.2,169727.7
Nickles Bakery,12,103765528,,industrial,,,"POLYGON ((-84.0864771 40.7678957, -84.0864723 40.7674065, -84.08631320000001 40.7674074, -84.0863123 40.767307, -84.086467 40.7673062, -84.08646520000001 40.7671284, -84.0887068 40.7671157, -84.08871000000001 40.7674964, -84.0887129 40.7677293, -84.0889801 40.7677276, -84.0889813 40.7678344, -84.08871929999999 40.7678361, -84.08871980000001 40.7678813, -84.0864771 40.7678957))",POINT (-84.0876006 40.7675084),16491.7,177514.6
,13,103765531,,parking,,,"POLYGON ((-84.0868565 40.775045, -84.0869046 40.7750866, -84.08720099999999 40.7750899, -84.08730989999999 40.7750911, -84.0873718 40.7750918, -84.087433 40.7750925, -84.0874764 40.7750928, -84.0875187 40.7750669, -84.0876143 40.7750083, -84.08770579999999 40.7750091, -84.08776570000001 40.7749791, -84.0878617 40.7749515, -84.08794109999999 40.774943, -84.08819320000001 40.7749442, -84.08828939999999 40.7749577, -84.0883884 40.7749939, -84.08945559999999 40.7750036, -84.08945559999999 40.775002, -84.0894559 40.7748126, -84.089456 40.7747633, -84.089456 40.7747269, -84.08945610000001 40.7740462, -84.08826929999999 40.7740864, -84.0882103 40.7740884, -84.08814839999999 40.7740905, -84.0869555 40.774131, -84.08692259999999 40.7741808, -84.0868201 40.774184, -84.0868201 40.7741844, -84.08680579999999 40.7750005, -84.0868565 40.775045))",POINT (-84.0881359 40.774554),22763.3,245022.0
Menlo Worldwide Logistics,14,103765532,,warehouse,,,"POLYGON ((-84.0892145 40.7687429, -84.0890656 40.7687441, -84.0887129 40.7687469, -84.0877292 40.7687546, -84.0866882 40.7687628, -84.08595200000001 40.7687686, -84.0856912 40.7687706, -84.08556900000001 40.7687716, -84.08557810000001 40.7694366, -84.08557860000001 40.7694701, -84.0892253 40.7694376, -84.0892253 40.7694373, -84.0892145 40.7687429))",POINT (-84.0873952 40.7691056),23800.3,256184.1
Dana Corporation Lima Plant,15,103765533,,industrial,,,"POLYGON ((-84.0912498 40.7768436, -84.09357799999999 40.7768398, -84.09357559999999 40.7760161, -84.093575 40.775791, -84.0935746 40.7756654, -84.09357350000001 40.7752745, -84.0935728 40.7750257, -84.0935714 40.7745309, -84.0912445 40.7745347, -84.0912489 40.7760739, -84.09109960000001 40.7760742, -84.0911012 40.7766249, -84.0912491 40.7766247, -84.0912498 40.7768436))",POINT (-84.0923925 40.7756973),51105.5,550094.2
