name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
Canwit Drive,0,17208603,11,10,,22.805861585585514,,,,trunk,2,"LINESTRING (-75.5933903 39.2817653, -75.5931396 39.2818317)",auto
,1,17208605,12,970,,1117.2131233684433,,,,motorway,1,"LINESTRING (-75.5861678 39.2780297, -75.5863832 39.2784416, -75.5864428 39.2785622, -75.5864915 39.2786827, -75.5865377 39.278815, -75.5865693 39.278951, -75.5865972 39.2791051, -75.5866135 39.2793035, -75.5866083 39.2795235, -75.5865756 39.2797033, -75.5865209 39.2799133, -75.5864492 39.2800993, -75.5863559 39.2802863, -75.5862405 39.2804777, -75.5859873 39.2808813, -75.5857619 39.2812525, -75.5856839 39.2813739, -75.5855902 39.2815388, -75.5855409 39.2816503, -75.5855018 39.2817763, -75.5854793 39.2818901, -75.5854724 39.2820003, -75.5854797 39.2821304, -75.5855015 39.2822464, -75.5855327 39.2823551, -75.5855751 39.2824569, -75.5856136 39.2825333, -75.5856784 39.2826378, -75.5857517 39.2827361, -75.5858396 39.2828281, -75.5859308 39.2829059, -75.5860242 39.2829784, -75.5861287 39.2830442, -75.586251 39.2831078, -75.5863575 39.2831529, -75.5865034 39.2832041, -75.5866276 39.2832391, -75.5867896 39.2832753, -75.586948 39.2832946, -75.5871042 39.2833038, -75.5872653 39.2832978, -75.5874534 39.2832784, -75.5876651 39.2832443, -75.5878749 39.2831987, -75.5907349 39.2825089, -75.5918513 39.2822271)",auto
,2,17208605,970,829,,79.32865430807463,,,,motorway,1,"LINESTRING (-75.5918513 39.2822271, -75.5927279 39.2820067)",auto
,3,17208605,829,13,,39.36532303172166,,,,motorway,1,"LINESTRING (-75.5927279 39.2820067, -75.5930757 39.2819216, -75.593164 39.2819)",auto
,4,17208645,15,970,,604.364148770943,,,,motorway,1,"LINESTRING (-75.592505 39.287209, -75.5921311 39.2860406, -75.5912149 39.2836737, -75.5911794 39.283589, -75.591066 39.2833188, -75.5910284 39.2832005, -75.591015 39.2830551, -75.5910338 39.2829326, -75.5910714 39.2828226, -75.5911277 39.2827043, -75.5911867 39.2826254, -75.5912618 39.2825382, -75.5913342 39.2824697, -75.5914576 39.2823825, -75.5915591 39.2823309, -75.5916664 39.2822914, -75.5918513 39.2822271)",auto
,5,17208647,9,16,,522.2350672240547,,,,motorway,1,"LINESTRING (-75.5915739 39.2822131, -75.5913821 39.2822119, -75.5912363 39.2821968, -75.5910833 39.2821662, -75.5909617 39.2821209, -75.590669 39.28196, -75.588977 39.280577, -75.588337 39.280054, -75.58728 39.279038)",auto
,6,17208667,1012,17,,179.1660098007629,,,,trunk,2,"LINESTRING (-75.5060383 39.1524476, -75.505633 39.1520902, -75.5054694 39.1519134, -75.5050774 39.1514291, -75.5050139 39.1513544, -75.504936 39.1513004, -75.5047237 39.1512398)",auto
,7,17209132,27,26,,353.61560258323203,,,,motorway,1,"LINESTRING (-75.4963001 39.1467081, -75.4965734 39.1463275, -75.496727 39.1461053, -75.4968918 39.1459048, -75.4970229 39.1457579, -75.4971449 39.1456297, -75.4972827 39.1454986, -75.4974289 39.1453759, -75.497568 39.145268, -75.4977462 39.1451365, -75.4979125 39.145023, -75.4981708 39.144867, -75.4990482 39.1444251)",auto
,8,17209306,904,901,,79.78657495843457,,,,trunk,2,"LINESTRING (-75.5140356 39.1617767, -75.5140221 39.1616829, -75.5140168 39.1616247, -75.5140221 39.1615706, -75.5140329 39.1615082, -75.5140543 39.1614542, -75.5140919 39.1613918, -75.5141777 39.1613211, -75.5142528 39.1612545, -75.51437 39.1611524)",auto
,9,17209308,902,903,,62.52598854659762,,,,trunk,2,"LINESTRING (-75.5141819 39.1612457, -75.5140506 39.1612724, -75.5139685 39.1612795, -75.5138988 39.1612836, -75.513829 39.1612836, -75.5137593 39.1612711, -75.5137003 39.1612503, -75.5136413 39.1612212, -75.5135114 39.1611476)",auto
,10,17209393,32,33,,900.6496314329836,,,,motorway,1,"LINESTRING (-75.497022 39.1409645, -75.4971605 39.1414457, -75.4972028 39.1416402, -75.4972259 39.141831, -75.497232 39.1419692, -75.497223 39.1421456, -75.4972017 39.1422837, -75.4971629 39.1424445, -75.4971085 39.142616, -75.4963822 39.1447471, -75.4962243 39.1452264, -75.496142 39.1454938, -75.4960111 39.145968, -75.4958254 39.1466583, -75.4957044 39.1470724, -75.4956185 39.1473595, -75.4955049 39.1476769, -75.4953143 39.1482334, -75.4952024 39.1485638, -75.4951587 39.1488554)",auto
,11,17209433,34,35,,23.24238170540903,,,,trunk,2,"LINESTRING (-75.5624332 39.0295656, -75.5621693 39.0295248)",auto
,12,17209509,36,37,,24.73928647377901,,,,trunk,2,"LINESTRING (-75.5673092 38.9789961, -75.567023 38.9789956)",auto
