name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
South Bragaw Street,0,4708615,109,218,,1212.540951182008,,,,secondary,4,"LINESTRING (-149.8083707 61.2206882, -149.8083695 61.2206058, -149.8083655 61.2203227, -149.8083571 61.2200921, -149.8083792 61.2198597, -149.8084503 61.2195219, -149.8085282 61.2191154, -149.8084682 61.2169095, -149.8084924 61.2159249, -149.8084871 61.2149459, -149.8084489 61.2139673, -149.8084555 61.2126675, -149.8084607 61.2116394, -149.8084304 61.2097878)",auto
South Bragaw Street,1,4708615,218,380,,11.776868733334894,,,,secondary,4,"LINESTRING (-149.8084304 61.2097878, -149.8084337 61.2096819)",auto
,2,8903519,129,246,,452.93990526611736,,,,motorway,1,"LINESTRING (-149.8328348 61.0849779, -149.8337109 61.0866083, -149.8337877 61.0867698, -149.833822 61.0869233, -149.8338134 61.0870395, -149.8337705 61.0871598, -149.8336589 61.0872553, -149.833513 61.0873217, -149.8333499 61.0873715, -149.8331439 61.0874005, -149.8329637 61.087413, -149.8327491 61.0873964, -149.8325517 61.087359, -149.8323886 61.0873051, -149.832245 61.0872275, -149.8321483 61.0871474, -149.8320882 61.087052, -149.8320711 61.0869482, -149.8320882 61.0868403, -149.8321397 61.0867449, -149.8322622 61.0866548, -149.8324058 61.0865913, -149.8327756 61.0864526)",auto
,3,8903519,246,244,,13.690498243275458,,,,motorway,1,"LINESTRING (-149.8327756 61.0864526, -149.8329728 61.0863747)",auto
,4,8903527,9,135,,349.0779756456618,,,,motorway,1,"LINESTRING (-149.8510175 61.1097822, -149.8516607 61.1101939, -149.8523227 61.1107287, -149.8530842 61.1114443, -149.8540763 61.1125398)",auto
,5,8903530,12,189,,420.5030809188244,,,,motorway,1,"LINESTRING (-149.7864286 61.2244771, -149.7830531 61.2244019, -149.7817415 61.2243511, -149.7792905 61.2242327, -149.7788036 61.2242172, -149.7785944 61.2242105)",auto
,6,8903534,132,220,,339.9423035771191,,,,motorway,1,"LINESTRING (-149.8389326 61.0971945, -149.8380915 61.096008, -149.8375593 61.0952156, -149.837422 61.0949874, -149.8372847 61.0947012, -149.8371989 61.0943983, -149.8371796 61.0943461, -149.8371505 61.0942677)",auto
,7,8903534,220,13,,10.054039517001723,,,,motorway,1,"LINESTRING (-149.8371505 61.0942677, -149.8371175 61.0941787)",auto
Elmore Road,8,8903930,92,186,,561.3001509172001,,,,secondary,4,"LINESTRING (-149.8043197 61.1627262, -149.8043401 61.1629054, -149.8044634 61.1632288, -149.8047317 61.1635833, -149.8050643 61.1639274, -149.8053861 61.1641525, -149.8057241 61.1643543, -149.8070652 61.1649907, -149.807548 61.1652391, -149.8080254 61.1655547, -149.808299 61.165816, -149.8085726 61.1661498, -149.8087201 61.1664247, -149.8088033 61.1667215, -149.8088569 61.1670967)",auto
,9,8904064,3,250,,373.8249822895696,,,,motorway,1,"LINESTRING (-149.8350837 61.0918902, -149.8352382 61.0909317, -149.835367 61.08994, -149.8354185 61.0897948, -149.8355129 61.0896164, -149.8356588 61.0894421, -149.8358562 61.0892803, -149.8360794 61.0891351, -149.8363798 61.0889981, -149.8365726 61.0889287, -149.8369064 61.088806)",auto
,10,8904064,250,248,,13.858080213728638,,,,motorway,1,"LINESTRING (-149.8369064 61.088806, -149.8371223 61.0887379)",auto
,11,8904081,137,21,,350.19675180362117,,,,motorway,1,"LINESTRING (-149.8461163 61.104543, -149.8472101 61.105865, -149.8474692 61.1061864, -149.848364 61.1074977)",auto
East International Airport Road,12,8904715,28,29,,797.7568404853325,,,,secondary,4,"LINESTRING (-149.8830183 61.1736125, -149.8824087 61.1736114, -149.8820975 61.1736108, -149.8789508 61.173605, -149.8755795 61.1736298, -149.8741633 61.1736257, -149.8729016 61.1736174, -149.8681391 61.1736093)",auto
East International Airport Road,13,8904715,29,28,,797.7568404853325,,,,secondary,4,"LINESTRING (-149.8681391 61.1736093, -149.8729016 61.1736174, -149.8741633 61.1736257, -149.8755795 61.1736298, -149.8789508 61.173605, -149.8820975 61.1736108, -149.8824087 61.1736114, -149.8830183 61.1736125)",auto
West 3rd Street,14,8905190,25,26,,200.05446366238473,,,,secondary,4,"LINESTRING (-149.8834734 61.2195208, -149.8848856 61.2195212, -149.8858145 61.2195216, -149.8869844 61.2195271, -149.8872102 61.2195281)",auto
East 3rd Avenue,15,8905878,37,25,,1296.4700135630424,,,,secondary,4,"LINESTRING (-149.8592577 61.2195, -149.8596568 61.2195119, -149.8608201 61.2195159, -149.8628434 61.2195195, -149.8669602 61.219523, -149.868966 61.2195096, -149.8710087 61.2195038, -149.8730583 61.2195096, -149.8751012 61.2195153, -149.8764032 61.2195246, -149.879206 61.2195193, -149.8812066 61.219524, -149.8830244 61.2195182, -149.8834734 61.2195208)",auto
Lake Otis Parkway,16,8906540,45,46,,437.3753017577721,,,,secondary,4,"LINESTRING (-149.8382588 61.192006, -149.8382489 61.1904103, -149.8382471 61.1901344, -149.8382449 61.1897826, -149.8382476 61.1880726)",auto
Lake Otis Parkway,17,8906540,46,45,,437.37530175777204,,,,secondary,4,"LINESTRING (-149.8382476 61.1880726, -149.8382449 61.1897826, -149.8382471 61.1901344, -149.8382489 61.1904103, -149.8382588 61.192006)",auto
Lake Otis Road,18,8906749,53,187,,16.463596088224218,,,,secondary,4,"LINESTRING (-149.8383935 61.207779, -149.8384023 61.207631)",auto
Lake Otis Road,19,8906749,187,384,,111.37014865157641,,,,secondary,4,"LINESTRING (-149.8384023 61.207631, -149.8383941 61.2072717, -149.8383785 61.2069603, -149.8383576 61.2068485, -149.8383233 61.2067278, -149.8382933 61.2066322)",auto
Debarr Road,20,8907111,332,385,,1022.3647562137019,,,,secondary,4,"LINESTRING (-149.8205872 61.2097552, -149.8208804 61.2097759, -149.8211737 61.2097967, -149.8213604 61.2098029, -149.8218987 61.209805, -149.8231974 61.209805, -149.8233487 61.209805, -149.8269918 61.2097976, -149.827159 61.2097959, -149.829027 61.2097967, -149.8294828 61.2097883, -149.8299994 61.2097569, -149.8304639 61.2097193, -149.8307027 61.2096838, -149.8311455 61.2096021, -149.8313292 61.209559, -149.8316057 61.2094872, -149.8317837 61.209435, -149.8320659 61.2093451, -149.8323524 61.2092426, -149.8325955 61.2091381, -149.8327474 61.2090586, -149.8331365 61.2088238, -149.8335202 61.2085924, -149.8337372 61.2084627, -149.8338545 61.2084042, -149.8341236 61.2082787, -149.8343797 61.2081784, -149.8346836 61.2080759, -149.8349571 61.2079944, -149.8351996 61.2079351, -149.835248 61.2079233, -149.8354406 61.2078909, -149.8355215 61.2078773, -149.8358688 61.207825, -149.8361944 61.2077937, -149.8364375 61.2077769, -149.8366589 61.2077707, -149.8374054 61.2077701, -149.8382288 61.2077775)",auto
Debarr Road,21,8907111,385,53,,8.822140640149964,,,,secondary,4,"LINESTRING (-149.8382288 61.2077775, -149.8383935 61.207779)",auto
Old Seward Highway,22,8907314,131,248,,276.1977865742404,,,,secondary,4,"LINESTRING (-149.8398473 61.0908404, -149.8395126 61.0905334, -149.8385185 61.0897769, -149.8379676 61.0893259, -149.837551 61.0890064, -149.8371223 61.0887379)",auto
Old Seward Highway,23,8907314,248,247,,10.726664426710839,,,,secondary,4,"LINESTRING (-149.8371223 61.0887379, -149.8370021 61.0886609)",auto
