name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
South New Road,0,11561597,1,3844,,31.35188262503079,,35,,trunk,2,"LINESTRING (-74.5055366 39.4279739, -74.505595 39.4278692, -74.5056781 39.427714)",auto
,1,11561720,8,6418,,33.88331046285744,,,,motorway,1,"LINESTRING (-74.5244069 39.4016638, -74.5242351 39.4015849, -74.5241631 39.4015535, -74.5240646 39.4015126)",auto
,2,11561720,6418,198,,332.09369980653213,,,,motorway,1,"LINESTRING (-74.5240646 39.4015126, -74.524035 39.401499, -74.523948 39.401458, -74.52336 39.401235, -74.521884 39.400648, -74.520638 39.400132)",auto
,3,11561722,3824,5619,,162.65509163875686,,,,trunk,2,"LINESTRING (-74.5606978 39.4003752, -74.5605847 39.4002545, -74.5605175 39.4001282, -74.5604865 39.399993, -74.5604947 39.3998769, -74.5605471 39.3997841, -74.5606427 39.399722, -74.560761 39.399672, -74.560943 39.399683, -74.5610299 39.3997219, -74.5611318 39.3998089, -74.5611747 39.3999001, -74.5612296 39.4000839)",auto
,4,11561723,10,9,,106.54571246095057,,,,trunk,2,"LINESTRING (-74.449121 39.3763598, -74.4485899 39.376082, -74.4480548 39.3758751)",auto
,5,11561740,13,12,,123.74817065358096,,,,trunk,2,"LINESTRING (-74.879924 39.603142, -74.8801717 39.6032919, -74.8802671 39.6033541, -74.880362 39.603416, -74.880528 39.603556, -74.8809337 39.6039314)",auto
,6,11561740,12,11,,25.35262906441145,,,,trunk,2,"LINESTRING (-74.8809337 39.6039314, -74.8809852 39.6039469, -74.8810298 39.6039542, -74.881065 39.6039571, -74.8811027 39.6039551, -74.8811511 39.6039454, -74.8812189 39.6039271)",auto
ramp to New Road/US 9,7,11561969,14,15,,315.55427408013327,,,,motorway,1,"LINESTRING (-74.5208326 39.4004188, -74.521287 39.400764, -74.522329 39.401627, -74.522621 39.401808, -74.5235644 39.4022936)",auto
,8,11562157,5960,38,,121.60416167764204,,,,trunk,2,"LINESTRING (-74.6415959 39.4505927, -74.6417515 39.4506554, -74.642142 39.450843, -74.642281 39.450982, -74.64233 39.451079, -74.6423652 39.4511873, -74.6423491 39.4513985)",auto
,9,11562506,137,20,,161.27200594362694,,,,trunk,2,"LINESTRING (-74.7870182 39.5181288, -74.787311 39.518565, -74.787355 39.518647, -74.7873871 39.5187354, -74.787423 39.518854, -74.787463 39.518936, -74.7874999 39.5189902, -74.7875467 39.519027, -74.7876077 39.5190607, -74.7876778 39.5190843, -74.7877926 39.5190874, -74.7878739 39.5190701, -74.787939 39.519045, -74.7880569 39.5189525)",auto
