name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,5563291,873,13,,396.36845623726265,,,,motorway,1,"LINESTRING (-112.1064069 33.4305731, -112.106522 33.4307704, -112.1066615 33.430945, -112.1067829 33.4311124, -112.1068908 33.4312738, -112.1069948 33.4314638, -112.1070906 33.4316367, -112.1071879 33.4318466, -112.1072703 33.4320441, -112.1073542 33.4322741, -112.1074293 33.4324979, -112.1074936 33.4327284, -112.1075553 33.4329567, -112.1075868 33.4331952, -112.1076184 33.4334179, -112.1076438 33.4336663, -112.1076217 33.4339299)",auto
,1,5565454,2734,880,,238.5131154817327,,,,motorway,1,"LINESTRING (-112.1148898 33.6420933, -112.1149666 33.6422813, -112.1150283 33.6424543, -112.1150871 33.6426574, -112.1151228 33.6428195, -112.1151355 33.6429249, -112.1151465 33.6430133, -112.1151575 33.6431437, -112.1151625 33.6434665, -112.1151462 33.6437758, -112.1151735 33.6442095)",auto
,2,5565693,18,19,,55.03411265197775,,,,primary,3,"LINESTRING (-111.9485869 33.4445835, -111.9487328 33.4445037, -111.9488765 33.4443886, -111.9489218 33.4443254, -111.9489708 33.4442238)",auto
,3,5567614,1127,22,,163.767697576285,,,,primary,3,"LINESTRING (-112.0656189 33.5962408, -112.0656342 33.5960319, -112.0657531 33.5956432, -112.0658253 33.595395, -112.0658889 33.5950869, -112.0658988 33.5950133, -112.0658967 33.5949704, -112.065894 33.5949182, -112.0658829 33.5948785, -112.0658566 33.5948413, -112.0658127 33.5948223)",auto
,4,5567621,24,23,,167.3191742848105,,,,primary,3,"LINESTRING (-112.0655882 33.5935544, -112.0655706 33.5936873, -112.065587 33.5938339, -112.0656131 33.5939638, -112.0656661 33.5943782, -112.0656749 33.5944915, -112.065673 33.5945305, -112.0656539 33.594585, -112.0655934 33.5946614, -112.0655284 33.5947055, -112.0654548 33.594727, -112.0652917 33.5947699, -112.0651907 33.5948186)",auto
,5,5567623,2160,2159,,26.685671272696585,,,,primary,3,"LINESTRING (-112.06546 33.5966304, -112.0654522 33.5965411, -112.0654259 33.5964759, -112.0653888 33.5964003)",auto
,6,5571252,395,36,,367.9459408989891,,,,motorway,1,"LINESTRING (-112.1087236 33.4406038, -112.1086589 33.440195, -112.1086066 33.4398453, -112.1084665 33.4388476, -112.108431 33.438613, -112.1083632 33.4380148, -112.1083231 33.4376368, -112.1082615 33.437318)",auto
,7,5572700,876,874,,277.602278513383,,,,motorway,1,"LINESTRING (-112.1080786 33.438038, -112.1079871 33.4382582, -112.1078609 33.4392669, -112.1077747 33.4400742, -112.1077048 33.4405091)",auto
,8,5572767,966,39,,121.90440134679508,,45,,motorway,1,"LINESTRING (-112.0377189 33.4441084, -112.0376941 33.4438998, -112.0376621 33.4436462, -112.0376052 33.4430163)",auto
,9,5578060,55,1037,,100.17155734911582,,,,motorway,1,"LINESTRING (-111.9809693 33.4468602, -111.9809599 33.4470228, -111.9809875 33.4472015, -111.980986 33.4473346, -111.9809474 33.4474019, -111.9808897 33.4474535, -111.9807809 33.4475052, -111.9805737 33.4475332)",auto
