,name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
58099,,58648,41833539,traffic_signals,,1,,,,-111.908518,33.6038811,,,
58352,,58905,41836197,traffic_signals,,1,,,,-112.048496,33.6549399,,,
58377,,58930,41836317,traffic_signals,,1,,,,-112.0476619,33.4729217,,,
58389,,58942,41836365,traffic_signals,,1,,,,-112.0476786,33.4874338,,,
58394,,58947,41836391,traffic_signals,,1,,,,-112.0475947,33.5019684,,,
58395,,58948,41836394,traffic_signals,,1,,,,-112.0475752,33.5056097,,,
58401,,58954,41836432,traffic_signals,,1,,,,-112.0475301,33.5273621,,,
58407,,58960,41836473,traffic_signals,,1,,,,-112.0476725,33.5474567,,,
58409,,58962,41836488,traffic_signals,,1,,,,-112.0486501,33.554172,,,
58933,,59487,41840647,traffic_signals,,1,,,,-111.9304595,33.4803227,,,
58937,,59491,41840655,traffic_signals,,1,,,,-111.9304424,33.4876012,,,
59061,,59615,41841893,traffic_signals,,1,,,,-111.8402406,33.2040266,,,
59154,,59708,41842912,traffic_signals,,1,,,,-111.9601768,33.6635042,,,
59156,,59711,41842933,traffic_signals,,1,,,,-111.9341653,33.6551392,,,
59480,,60037,41846408,traffic_signals,,1,,,,-112.0997262,33.6474306,,,
59487,,60044,41846458,traffic_signals,,1,,,,-112.1431545,33.6473328,,,
59488,,60045,41846467,traffic_signals,,1,,,,-112.1518911,33.6473087,,,
59490,,60047,41846478,traffic_signals,,1,,,,-112.1572134,33.6470557,,,
59760,,60317,41849004,traffic_signals,,1,,,,-111.8591195,33.32785,,,
60414,,60974,41854751,traffic_signals,,1,,,,-111.9603214,33.6332553,,,
60809,,61370,41857799,traffic_signals,,1,,,,-111.9511125,33.6042043,,,
60830,,61391,41857906,traffic_signals,,1,,,,-111.995892,33.604418,,,
60944,,61506,41858905,traffic_signals,,1,,,,-112.0564628,33.4313668,,,
61171,,61733,41860574,traffic_signals,,1,,,,-111.6608043,33.379247,,,
61346,,61908,41862602,traffic_signals,,1,,,,-112.1557532,33.5384463,,,
61348,,61910,41862611,traffic_signals,,1,,,,-112.1557612,33.531202,,,
61712,,62275,41865655,traffic_signals,,1,,,,-112.1510732,33.6323327,,,
62613,,63178,41872965,traffic_signals,,1,,,,-112.073844,33.5677304,,,
62926,,63493,41875709,traffic_signals,,1,,,,-111.9478495,33.4073778,,,
62927,,63494,41875713,traffic_signals,,1,,,,-111.9521677,33.4073946,,,
62928,,63495,41875715,traffic_signals,,1,,,,-111.9552674,33.4074044,,,
62930,,63497,41875723,traffic_signals,,1,,,,-111.9607933,33.407431,,,
62932,,63500,41875949,traffic_signals,,1,,,,-111.8315379,33.4078518,,,
62934,,63502,41875956,traffic_signals,,1,,,,-111.8341434,33.4078605,,,
62945,,63513,41876006,traffic_signals,,1,,,,-111.8656337,33.4076101,,,
62952,,63520,41876052,traffic_signals,,1,,,,-112.0994353,33.4066817,,,
63056,,63624,41877074,traffic_signals,,1,,,,-112.0963622,33.5385736,,,
63057,,63625,41877085,traffic_signals,,1,,,,-112.1039118,33.5386115,,,
63058,,63626,41877087,traffic_signals,,1,,,,-112.108246,33.5385966,,,
63063,,63633,41877164,traffic_signals,,1,,,,-112.1600271,33.5384465,,,
63074,,63644,41877279,traffic_signals,,1,,,,-112.3069598,33.5364549,,,
63166,,63741,41878343,traffic_signals,,1,,,,-111.8851915,33.2986565,,,
63177,,63752,41878906,traffic_signals,,1,,,,-112.1001145,33.4492085,,,
63179,,63754,41878912,traffic_signals,,1,,,,-112.1000903,33.4512628,,,
63185,,63760,41878942,traffic_signals,,1,,,,-112.0999836,33.4658673,,,
63187,,63762,41878951,traffic_signals,,1,,,,-112.099964,33.4709723,,,
63188,,63763,41878954,traffic_signals,,1,,,,-112.0999831,33.4732288,,,
63192,,63767,41878971,traffic_signals,,1,,,,-112.0999643,33.4806048,,,
63195,,63770,41878981,traffic_signals,,1,,,,-112.0999422,33.4878179,,,
63207,,63785,41879107,traffic_signals,,1,,,,-112.099499,33.5496037,,,
63208,,63787,41879136,traffic_signals,,1,,,,-112.0995195,33.5638957,,,
63209,,63788,41879146,traffic_signals,,1,,,,-112.0996061,33.5676164,,,
63211,,63790,41879155,traffic_signals,,1,,,,-112.0996618,33.5722415,,,
63214,,63793,41879171,traffic_signals,,1,,,,-112.0996456,33.5821036,,,
63218,,63797,41879190,traffic_signals,,1,,,,-112.0996304,33.5965563,,,
63230,,63809,41879269,traffic_signals,,1,,,,-112.0997107,33.6255975,,,
63232,,63811,41879271,traffic_signals,,1,,,,-112.0997112,33.6364834,,,
63244,,63823,41879316,traffic_signals,,1,,,,-112.0998312,33.6619619,,,
63247,,63826,41879340,traffic_signals,,1,,,,-112.0998354,33.6764928,,,
63663,,64242,41882944,traffic_signals,,1,,,,-112.0776931,33.4471253,,,
63682,,64261,41883112,traffic_signals,,1,,,,-111.9349044,33.4074493,,,
63687,,64267,41883135,traffic_signals,,1,,,,-111.8977411,33.4074302,,,
63693,,64273,41883190,traffic_signals,,1,,,,-111.814145,33.4078406,,,
63697,,64277,41883243,traffic_signals,,1,,,,-111.7798313,33.4081411,,,
63699,,64279,41883332,traffic_signals,,1,,,,-111.7191769,33.4083604,,,
63702,,64282,41883430,traffic_signals,,1,,,,-111.6327338,33.4078529,,,
63703,,64283,41883442,traffic_signals,,1,,,,-111.6240604,33.4078398,,,
63710,,64290,41883468,traffic_signals,,1,,,,-111.6153932,33.4078267,,,
63711,,64291,41883482,traffic_signals,,1,,,,-111.6039824,33.4078283,,,
63718,,64298,41883543,traffic_signals,,1,,,,-112.0471377,33.4068013,,,
63724,,64304,41883573,traffic_signals,,1,,,,-112.0298209,33.4069291,,,
63725,,64305,41883578,traffic_signals,,1,,,,-112.0211437,33.4069736,,,
63726,,64306,41883583,traffic_signals,,1,,,,-112.012606,33.407062,,,
63727,,64307,41883587,traffic_signals,,1,,,,-112.0039826,33.4071551,,,
63731,,64311,41883599,traffic_signals,,1,,,,-111.9878532,33.4072889,,,
63736,,64316,41883815,traffic_signals,,1,,,,-111.6858036,33.2418978,,,
63760,,64340,41884185,traffic_signals,,1,,,,-111.9607866,33.396494,,,
63770,,64350,41884227,traffic_signals,,1,,,,-111.9609172,33.4219437,,,
63771,,64351,41884235,traffic_signals,,1,,,,-111.9609772,33.4256186,,,
63772,,64352,41884259,traffic_signals,,1,,,,-111.9631053,33.32592,,,
63776,,64356,41884283,traffic_signals,,1,,,,-111.9631281,33.3345323,,,
63777,,64357,41884294,traffic_signals,,1,,,,-111.9631557,33.3454797,,,
63894,,64477,41885235,traffic_signals,,1,,,,-111.9606136,33.5971714,,,
63914,,64497,41885303,traffic_signals,,1,,,,-111.8998823,33.5965562,,,
64541,,65128,41891160,traffic_signals,,1,,,,-111.8227675,33.4300057,,,
64643,,65230,41892199,traffic_signals,,1,,,,-111.8563333,33.4439809,,,
64929,,65516,41895377,traffic_signals,,1,,,,-111.7897718,33.3596294,,,
66044,,66633,41914897,traffic_signals,,1,,,,-112.0215944,33.4950354,,,
66047,,66636,41914919,traffic_signals,,1,,,,-111.9998251,33.4951382,,,
66049,,66638,41914925,traffic_signals,,1,,,,-111.9954547,33.4951171,,,
66247,,66844,41919164,traffic_signals,,1,,,,-111.6808398,33.3793453,,,
66250,,66847,41919205,traffic_signals,,1,,,,-111.6802219,33.383382,,,
66341,,66938,41921823,traffic_signals,,1,,,,-112.4788099,33.4647016,,,
66550,,67147,41926540,traffic_signals,,1,,,,-111.9519956,33.7991434,,,
66551,,67148,41926564,traffic_signals,,1,,,,-111.9607469,33.7992052,,,
66645,,67243,41928101,traffic_signals,,1,,,,-111.9608001,33.4945164,,,
66719,,67317,41929171,traffic_signals,,1,,,,-112.0477582,33.4413706,,,
66919,,67517,41931690,traffic_signals,,1,,,,-111.9784549,33.4511025,,,
66926,,67524,41931777,traffic_signals,,1,,,,-111.9780791,33.4801019,,,
66943,,67541,41932175,traffic_signals,,1,,,,-112.3066253,33.471328,,,
66945,,67543,41932203,traffic_signals,,1,,,,-112.3066556,33.4785619,,,
67102,,67700,41934698,traffic_signals,,1,,,,-112.0958458,33.4492348,,,
67103,,67701,41934702,traffic_signals,,1,,,,-112.0958523,33.4502693,,,
67111,,67709,41934786,traffic_signals,,1,,,,-112.095762,33.4513033,,,
67199,,67799,41936240,traffic_signals,,1,,,,-111.9842565,33.3198833,,,
67781,,68386,41950986,traffic_signals,,1,,,,-112.0143843,33.2943212,,,
68209,,68815,41959042,traffic_signals,,1,,,,-112.2750845,33.6962404,,,
68210,,68816,41959065,traffic_signals,,1,,,,-112.272369,33.7034673,,,
68212,,68819,41959124,traffic_signals,,1,,,,-112.2710344,33.7145072,,,
69263,,69877,41982341,traffic_signals,,1,,,,-112.05291,33.5601596,,,
69269,,69883,41982501,traffic_signals,,1,,,,-111.9411975,33.3199789,,,
69398,,70013,41985429,traffic_signals,,1,,,,-111.7156693,33.6124719,,,
69406,,70021,41985736,traffic_signals,,1,,,,-111.736393,33.4300227,,,
69451,,70067,41987285,traffic_signals,,1,,,,-112.4268734,33.5952451,,,
69452,,70068,41987307,traffic_signals,,1,,,,-112.4267859,33.6241936,,,
69472,,70091,41987789,traffic_signals,,1,,,,-111.8419159,33.3642305,,,
69515,,70135,41988798,traffic_signals,,1,,,,-111.8720809,33.2181463,,,
69523,,70144,41989177,traffic_signals,,1,,,,-111.6858678,33.2195793,,,
69524,,70145,41989198,traffic_signals,,1,,,,-111.6690052,33.2194403,,,
69653,,70274,41990975,traffic_signals,,1,,,,-111.6327069,33.4153864,,,
69899,,70520,41996183,traffic_signals,,1,,,,-112.021552,33.480402,,,
69904,,70525,41996205,traffic_signals,,1,,,,-112.0215845,33.4877287,,,
69908,,70529,41996250,traffic_signals,,1,,,,-112.0216092,33.5023315,,,
69928,,70549,41996572,traffic_signals,,1,,,,-112.0215455,33.4513165,,,
69935,,70556,41996653,traffic_signals,,1,,,,-112.0222025,33.655084,,,
70002,,70623,41997977,traffic_signals,,1,,,,-112.0765329,33.4875365,,,
70182,,70804,42001598,traffic_signals,,1,,,,-112.3648648,33.6658913,,,
70187,,70810,42001768,traffic_signals,,1,,,,-111.9522189,33.4219154,,,
70249,,70872,42002630,traffic_signals,,1,,,,-112.1001092,33.4469897,,,
70251,,70874,42002770,traffic_signals,,1,,,,-112.1000421,33.441345,,,
70351,,70975,42004232,traffic_signals,,1,,,,-112.1084471,33.5095423,,,
70353,,70977,42004260,traffic_signals,,1,,,,-112.1083721,33.5168226,,,
70396,,71020,42004831,traffic_signals,,1,,,,-112.1086262,33.6765042,,,
70401,,71026,42004907,traffic_signals,,1,,,,-112.1081457,33.5819995,,,
70408,,71033,42004956,traffic_signals,,1,,,,-112.1080267,33.5964261,,,
70423,,71048,42005119,traffic_signals,,1,,,,-112.108263,33.5603493,,,
70425,,71050,42005148,traffic_signals,,1,,,,-112.1082517,33.5675493,,,
70431,,71056,42005315,traffic_signals,,1,,,,-112.1086101,33.4733347,,,
70434,,71059,42005328,traffic_signals,,1,,,,-112.1084466,33.4806918,,,
70535,,71160,42006939,traffic_signals,,1,,,,-112.083293,33.3631592,,,
70760,,71385,42012009,traffic_signals,,1,,,,-111.8537846,33.3351759,,,
71385,,72010,42023979,traffic_signals,,1,,,,-111.9006326,33.3784706,,,
71558,,72183,42026853,traffic_signals,,1,,,,-112.0825421,33.4409247,,,
71652,,72277,42029160,traffic_signals,,1,,,,-112.0738613,33.5713757,,,
71848,,72473,42032907,traffic_signals,,1,,,,-111.807201,33.3744665,,,
72124,,72751,42038268,traffic_signals,,1,,,,-112.0966749,33.4658405,,,
72274,,72902,42192103,traffic_signals,,1,,,,-112.1771064,33.6175456,,,
73194,,73830,42214052,traffic_signals,,1,,,,-111.9869396,33.4920836,,,
73278,,73914,42215672,traffic_signals,,1,,,,-112.0092908,33.6551458,,,
73279,,73915,42215694,traffic_signals,,1,,,,-111.9962574,33.6552336,,,
73330,,73966,42217181,traffic_signals,,1,,,,-112.0801764,33.4514138,,,
73335,,73971,42217245,traffic_signals,,1,,,,-112.1044648,33.4512296,,,
73343,,73981,42217328,traffic_signals,,1,,,,-112.1431654,33.4513976,,,
73344,,73982,42217367,traffic_signals,,1,,,,-112.1518071,33.4513666,,,
73346,,73984,42217396,traffic_signals,,1,,,,-112.165833,33.4512651,,,
73867,,74505,42228614,traffic_signals,,1,,,,-111.6153604,33.4153672,,,
74775,,75414,42246623,traffic_signals,,1,,,,-111.8340919,33.4129185,,,
74889,,75529,42248693,traffic_signals,,1,,,,-112.1518635,33.4586542,,,
74894,,75534,42248813,traffic_signals,,1,,,,-112.1516737,33.4877112,,,
74895,,75535,42248834,traffic_signals,,1,,,,-112.1516684,33.4913103,,,
74901,,75541,42248953,traffic_signals,,1,,,,-112.151495,33.5311894,,,
74912,,75552,42249125,traffic_signals,,1,,,,-112.1515552,33.5819109,,,
74915,,75555,42249147,traffic_signals,,1,,,,-112.1514758,33.5891373,,,
74917,,75557,42249165,traffic_signals,,1,,,,-112.1513639,33.5963276,,,
74923,,75563,42249199,traffic_signals,,1,,,,-112.1513068,33.6035442,,,
75204,,75848,42254224,traffic_signals,,1,,,,-112.1062125,33.4222727,,,
75281,,75925,42255556,traffic_signals,,1,,,,-111.9347466,33.4875563,,,
75311,,75956,42255961,traffic_signals,,1,,,,-111.9954992,33.4877655,,,
75313,,75958,42255982,traffic_signals,,1,,,,-111.986984,33.4875953,,,
75586,,76232,42262784,traffic_signals,,1,,,,-112.2115565,33.5815461,,,
75598,,76244,42262862,traffic_signals,,1,,,,-112.2114927,33.5960491,,,
75768,,76414,42265400,traffic_signals,,1,,,,-112.012923,33.4439822,,,
75769,,76415,42265408,traffic_signals,,1,,,,-112.0039857,33.4433195,,,
75856,,76502,42267350,traffic_signals,,1,,,,-112.323953,33.5220247,,,
76328,,76976,42279216,traffic_signals,,1,,,,-111.8922989,33.3638648,,,
76403,,77051,42280891,traffic_signals,,1,,,,-112.2552364,33.4722191,,,
76527,,77175,42283619,traffic_signals,,1,,,,-112.1038302,33.5965039,,,
76533,,77182,42283765,traffic_signals,,1,,,,-112.1773403,33.5963404,,,
76535,,77184,42283784,traffic_signals,,1,,,,-112.1946588,33.5962924,,,
76540,,77191,42283870,traffic_signals,,1,,,,-112.2464859,33.5954218,,,
76708,,77359,42287674,traffic_signals,,1,,,,-112.0802971,33.4657962,,,
76718,,77369,42287892,traffic_signals,,1,,,,-112.2552603,33.4650642,,,
76737,,77393,42288379,traffic_signals,,1,,,,-111.9868564,33.5022115,,,
76739,,77395,42288418,traffic_signals,,1,,,,-111.9865851,33.5168558,,,
76751,,77407,42288667,traffic_signals,,1,,,,-111.9865852,33.611705,,,
77048,,77704,42294719,traffic_signals,,1,,,,-111.8342822,33.3642119,,,
77231,,77888,42298456,traffic_signals,,1,,,,-112.3852757,33.6239427,,,
77483,,78140,42304149,traffic_signals,,1,,,,-111.9326552,33.3200495,,,
77495,,78152,42304379,traffic_signals,,1,,,,-111.9352604,33.3782292,,,
77562,,78219,42305878,traffic_signals,,1,,,,-111.9695614,33.4219376,,,
77634,,78291,42307303,traffic_signals,,1,,,,-111.9161139,33.6139711,,,
77933,,78590,42315992,traffic_signals,,1,,,,-111.9231867,33.6111974,,,
78143,,78800,42320336,traffic_signals,,1,,,,-112.0345447,33.5057315,,,
78438,,79103,42326821,traffic_signals,,1,,,,-112.3815452,33.6868388,,,
78466,,79132,42327561,traffic_signals,,1,,,,-111.6858601,33.2344586,,,
78797,,79465,42335113,traffic_signals,,1,,,,-111.8482388,33.4222534,,,
78826,,79494,42335766,traffic_signals,,1,,,,-111.8678367,33.3641577,,,
78967,,79635,42339194,traffic_signals,,1,,,,-112.1077726,33.4491593,,,
79089,,79757,42342828,traffic_signals,,1,,,,-112.2547356,33.6242262,,,
79091,,79759,42342995,traffic_signals,,1,,,,-112.1423985,33.6251805,,,
79092,,79760,42343068,traffic_signals,,1,,,,-112.1770395,33.6251676,,,
79098,,79767,42343438,traffic_signals,,1,,,,-112.2200105,33.6248331,,,
79184,,79855,42345856,traffic_signals,,1,,,,-112.0824468,33.4257916,,,
79438,,80110,42352377,traffic_signals,,1,,,,-112.252779,33.6268166,,,
79671,,80347,42357304,traffic_signals,,1,,,,-112.2812699,33.5985622,,,
79707,,80385,42358298,traffic_signals,,1,,,,-111.9959329,33.6118673,,,
79710,,80388,42358365,traffic_signals,,1,,,,-111.9605242,33.6115674,,,
79711,,80389,42358383,traffic_signals,,1,,,,-111.9518737,33.6114037,,,
79963,,80642,42363888,traffic_signals,,1,,,,-111.7190608,33.430107,,,
80118,,80798,42367708,traffic_signals,,1,,,,-111.9998724,33.4804327,,,
80120,,80800,42367715,traffic_signals,,1,,,,-111.9955278,33.4804414,,,
80124,,80804,42367765,traffic_signals,,1,,,,-111.9609685,33.4800376,,,
80126,,80806,42367790,traffic_signals,,1,,,,-111.9521656,33.4801227,,,
80127,,80807,42367804,traffic_signals,,1,,,,-111.9347762,33.4802756,,,
80190,,80872,42369697,traffic_signals,,1,,,,-112.1945568,33.6034809,,,
80208,,80890,42370215,traffic_signals,,1,,,,-112.19505,33.5167164,,,
80220,,80902,42370563,traffic_signals,,1,,,,-112.1950914,33.4804283,,,
80238,,80920,42371263,traffic_signals,,1,,,,-112.1208488,33.7255505,,,
80239,,80922,42371440,traffic_signals,,1,,,,-112.1134711,33.6764404,,,
80248,,80933,42371995,traffic_signals,,1,,,,-112.1121395,33.6765759,,,
80252,,80937,42372067,traffic_signals,,1,,,,-112.1107336,33.6838648,,,
80711,,81407,42387731,traffic_signals,,1,,,,-112.0477691,33.4313769,,,
80755,,81452,42389099,traffic_signals,,1,,,,-112.2551222,33.6962631,,,
80765,,81462,42389649,traffic_signals,,1,,,,-112.2551868,33.4796899,,,
81205,,81904,42395483,traffic_signals,,1,,,,-112.1518659,33.4225026,,,
81208,,81907,42395551,traffic_signals,,1,,,,-112.150985,33.3848197,,,
81214,,81914,42395663,traffic_signals,,1,,,,-112.1901467,33.5421551,,,
81253,,81955,42396184,traffic_signals,,1,,,,-112.2105325,33.7109138,,,
81738,,82443,42400923,traffic_signals,,1,,,,-111.7267093,33.3792501,,,
81739,,82445,42400956,traffic_signals,,1,,,,-111.6675278,33.3792806,,,
81867,,82575,42402264,traffic_signals,,1,,,,-111.8314823,33.4161996,,,
81945,,82654,42403315,traffic_signals,,1,,,,-111.9953927,33.5025082,,,
82320,,83029,42408529,traffic_signals,,1,,,,-111.9804135,33.3125513,,,
82349,,83058,42409007,traffic_signals,,1,,,,-111.9472927,33.4219,,,
82499,,83208,42412368,traffic_signals,,1,,,,-112.3523058,33.6713078,,,
82720,,83429,42418519,traffic_signals,,1,,,,-111.8480177,33.4519906,,,
82919,,83628,42423814,traffic_signals,,1,,,,-111.9890118,33.3270216,,,
82921,,83630,42423896,traffic_signals,,1,,,,-111.9801206,33.3255744,,,
82974,,83683,42424882,traffic_signals,,1,,,,-112.0870289,33.480388,,,
83633,,84343,42439146,traffic_signals,,1,,,,-111.9564857,33.4219248,,,
83656,,84366,42439901,traffic_signals,,1,,,,-112.1197615,33.6000627,,,
83827,,84538,42444264,traffic_signals,,1,,,,-111.6782086,33.3898559,,,
83957,,84669,42447676,traffic_signals,,1,,,,-111.9953126,33.4512525,,,
83981,,84693,42448120,traffic_signals,,1,,,,-111.996182,33.6443322,,,
83982,,84694,42448125,traffic_signals,,1,,,,-111.9962224,33.6479611,,,
83994,,84706,42448265,traffic_signals,,1,,,,-111.995565,33.4730665,,,
84156,,84870,42452986,traffic_signals,,1,,,,-112.0801751,33.4586673,,,
84162,,84876,42453055,traffic_signals,,1,,,,-112.1431568,33.4586626,,,
84298,,85012,42456762,traffic_signals,,1,,,,-112.1038862,33.5820525,,,
84361,,85075,42459014,traffic_signals,,1,,,,-112.2202696,33.5886817,,,
84363,,85077,42459048,traffic_signals,,1,,,,-112.2201597,33.6031059,,,
84371,,85086,42459343,traffic_signals,,1,,,,-112.2205612,33.4912782,,,
84374,,85089,42459385,traffic_signals,,1,,,,-112.2204937,33.5090025,,,
84464,,85180,42461909,traffic_signals,,1,,,,-111.9610042,33.4510196,,,
84518,,85234,42463445,traffic_signals,,1,,,,-111.8653584,33.4221493,,,
84680,,85397,42467516,traffic_signals,,1,,,,-111.8924693,33.335043,,,
84681,,85398,42467549,traffic_signals,,1,,,,-111.9456628,33.3346084,,,
85236,,85953,42480216,traffic_signals,,1,,,,-111.85236,33.4221973,,,
85237,,85954,42480219,traffic_signals,,1,,,,-111.8564299,33.4221427,,,
85327,,86046,42483038,traffic_signals,,1,,,,-112.1429597,33.4876889,,,
85329,,86048,42483061,traffic_signals,,1,,,,-112.1602594,33.4877338,,,
85336,,86055,42483400,traffic_signals,,1,,,,-112.2464806,33.4870184,,,
86096,,86817,42504625,traffic_signals,,1,,,,-111.8590988,33.3096864,,,
86297,,87018,42510313,traffic_signals,,1,,,,-111.6695112,33.2852452,,,
86351,,87072,42512604,traffic_signals,,1,,,,-112.0542241,33.4513772,,,
86658,,87379,42522752,traffic_signals,,1,,,,-111.88578,33.6755418,,,
86818,,87541,42528475,traffic_signals,,1,,,,-112.1428241,33.5819318,,,
86819,,87542,42528493,traffic_signals,,1,,,,-112.1601793,33.5819099,,,
87185,,87909,42538134,traffic_signals,,1,,,,-112.0981999,33.4470001,,,
87231,,87956,42539613,traffic_signals,,1,,,,-111.7896229,33.3515626,,,
87280,,88005,42541158,traffic_signals,,1,,,,-111.6173423,33.2451777,,,
87342,,88067,42543609,traffic_signals,,1,,,,-111.6780598,33.5801223,,,
87671,,88396,42560317,traffic_signals,,1,,,,-112.2464871,33.4797573,,,
87674,,88399,42560499,traffic_signals,,1,,,,-112.350521,33.4788451,,,
87676,,88401,42560645,traffic_signals,,1,,,,-112.1429642,33.4804572,,,
87979,,88705,42576989,traffic_signals,,1,,,,-111.9458472,33.3548254,,,
88075,,88802,42580703,traffic_signals,,1,,,,-111.836704,33.4129375,,,
88672,,89400,42599824,traffic_signals,,1,,,,-111.7017661,33.4301349,,,
88726,,89454,42601611,traffic_signals,,1,,,,-112.1077579,33.4469578,,,
88892,,89620,42607904,traffic_signals,,1,,,,-112.2897944,33.681761,,,
88893,,89621,42607924,traffic_signals,,1,,,,-112.2897645,33.6890596,,,
89522,,90251,42631455,traffic_signals,,1,,,,-111.9348019,33.4729901,,,
89649,,90379,42636672,traffic_signals,,1,,,,-112.2027827,33.5889666,,,
89650,,90380,42636716,traffic_signals,,1,,,,-112.2026739,33.6034055,,,
89653,,90383,42636808,traffic_signals,,1,,,,-112.2031027,33.6673798,,,
89731,,90461,42641477,traffic_signals,,1,,,,-111.6858425,33.2233028,,,
90377,,91107,42667512,traffic_signals,,1,,,,-111.787363,33.473651,,,
90487,,91217,42673118,traffic_signals,,1,,,,-112.2987075,33.5800252,,,
90707,,91437,42682328,traffic_signals,,1,,,,-111.6779808,33.5799262,,,
91373,,92106,156181842,traffic_signals,,1,,,,-111.9631575,33.3401737,,,
91444,,92180,175311119,traffic_signals,,1,,,,-111.5461625,33.3875372,,,
91446,,92182,175311145,traffic_signals,,1,,,,-111.5461566,33.3859339,,,
91464,,92200,175343653,traffic_signals,,1,,,,-111.4949947,33.3830559,,,
91504,,92244,175388721,traffic_signals,,1,,,,-111.5114282,33.3864477,,,
91539,,92279,175419750,traffic_signals,,1,,,,-111.6193047,33.1996855,,,
91850,,92592,175460097,traffic_signals,,1,,,,-111.5632851,33.2258224,,,
91878,,92620,175460659,traffic_signals,,1,,,,-111.5461655,33.4078341,,,
92047,,92790,175468626,traffic_signals,,1,,,,-111.5287626,33.4029504,,,
92049,,92792,175468645,traffic_signals,,1,,,,-111.5417712,33.4105633,,,
92082,,92825,175469485,traffic_signals,,1,,,,-111.5460903,33.393346,,,
92086,,92829,175469498,traffic_signals,,1,,,,-111.5633876,33.3933279,,,
92230,,92973,175484403,traffic_signals,,1,,,,-111.5633249,33.2780364,,,
92239,,92982,175488925,traffic_signals,,1,,,,-111.58168,33.1907999,,,
92345,,93088,175494343,traffic_signals,,1,,,,-111.5461101,33.4223277,,,
92403,,93146,175499892,traffic_signals,,1,,,,-111.5518964,33.4078373,,,
92460,,93203,175503007,traffic_signals,,1,,,,-111.4675352,33.3575012,,,
92483,,93226,175504554,traffic_signals,,1,,,,-111.5720635,33.4153479,,,
92485,,93228,175504561,traffic_signals,,1,,,,-111.5720205,33.4078257,,,
92491,,93234,175504618,traffic_signals,,1,,,,-111.651486,33.2049067,,,
92563,,93307,175507528,traffic_signals,,1,,,,-111.5634005,33.4153383,,,
92607,,93351,175509991,traffic_signals,,1,,,,-111.5547508,33.4078416,,,
92690,,93434,175517267,traffic_signals,,1,,,,-111.4585735,33.351185,,,
92818,,93562,175526861,traffic_signals,,1,,,,-111.5630013,33.1611562,,,
92898,,93642,175530685,traffic_signals,,1,,,,-111.572076,33.422333,,,
92943,,93687,175532915,traffic_signals,,1,,,,-111.5634107,33.4223515,,,
93328,,94072,175557545,traffic_signals,,1,,,,-111.5633988,33.4078414,,,
93634,,94378,175586363,traffic_signals,,1,,,,-111.5633926,33.4005833,,,
93637,,94381,175586384,traffic_signals,,1,,,,-111.5634206,33.3824452,,,
93638,,94382,175586389,traffic_signals,,1,,,,-111.5635118,33.3788226,,,
93757,,94501,175596780,traffic_signals,,1,,,,-111.5827038,33.2054131,,,
93870,,94614,179205732,traffic_signals,,1,,,,-111.5460945,33.4005819,,,
94183,,94929,255629894,traffic_signals,,1,,,,-111.6874386,33.3505648,,,
94191,,94938,255630292,traffic_signals,,1,,,,-111.6859088,33.2527971,,,
94277,,95028,255722007,traffic_signals,,1,,,,-111.9666812,33.3345248,,,
94279,,95030,255722118,traffic_signals,,1,,,,-111.9631536,33.3368467,,,
94308,,95059,255739237,traffic_signals,,1,,,,-111.8934814,33.3204379,,,
94322,,95073,255744353,traffic_signals,,1,,,,-111.8936291,33.306007,,,
94325,,95076,255746378,traffic_signals,,1,,,,-111.8949397,33.3059827,,,
94335,,95086,255748040,traffic_signals,,1,,,,-111.8947599,33.3166006,,,
94369,,95120,255760646,traffic_signals,,1,,,,-111.8668861,33.4391649,,,
94373,,95124,255761056,traffic_signals,,1,,,,-111.859588,33.4450913,,,
94543,,95300,255820887,traffic_signals,,1,,,,-111.9262552,33.4340423,,,
94558,,95315,255822405,traffic_signals,,1,,,,-111.9129775,33.4363767,,,
94564,,95321,255822610,traffic_signals,,1,,,,-111.9295843,33.4363523,,,
94573,,95330,255929786,traffic_signals,,1,,,,-111.9496101,33.4355298,,,
94583,,95340,255936359,traffic_signals,,1,,,,-111.9495264,33.4366314,,,
94672,,95430,256198235,traffic_signals,,1,,,,-111.9872349,33.4584827,,,
94764,,95522,256323845,traffic_signals,,1,,,,-111.6880216,33.3870029,,,
94766,,95524,256323900,traffic_signals,,1,,,,-111.6812911,33.3862352,,,
94784,,95542,256330859,traffic_signals,,1,,,,-111.63547,33.4222648,,,
94834,,95595,256359926,traffic_signals,,1,,,,-111.8414055,33.2878373,,,
94842,,95603,256433463,traffic_signals,,1,,,,-111.8587388,33.2867165,,,
94845,,95606,256433639,traffic_signals,,1,,,,-111.8587603,33.2877809,,,
94848,,95609,256435167,traffic_signals,,1,,,,-111.8241331,33.2820329,,,
94850,,95611,256435255,traffic_signals,,1,,,,-111.8241214,33.2831091,,,
94853,,95614,256435705,traffic_signals,,1,,,,-111.8068201,33.2822195,,,
94856,,95617,256435811,traffic_signals,,1,,,,-111.806829,33.2832833,,,
94860,,95621,256435833,traffic_signals,,1,,,,-111.7898045,33.2824114,,,
94862,,95623,256435848,traffic_signals,,1,,,,-111.7898008,33.2834695,,,
