segment_id,link_id,ref_node_id,start_lr,end_lr,capacity,free_speed,bike_facility,ped_facility,parking,allowed_uses,l_lanes_added,r_lanes_added
0,1708,,48.088223833567554,123.56314603855253,,,,,,,-2,
1,1709,,75.47492220498498,123.56314603855253,,,,,,,-1,
2,1713,,80.14968534828812,125.92142826549947,,,,,,,-1,
3,1740,,145.8232586267153,212.50472210193504,,,,,,,1,
4,1750,,326.8873480591729,381.14886275280344,,,,,,,1,
5,1782,,25.55495285933096,116.60137274433765,,,,,,,1,
6,1788,,27.874531211985037,65.75551034017249,,,,,,,-1,
7,1789,,37.88097912818746,65.75551034017249,,,,,,,-1,
8,1794,,36.56881338625278,85.05379981148208,,,,,,,1,
9,1795,,48.4849864252293,85.05379981148208,,,,,,,1,
10,1864,,34.3122042205287,166.99048212439953,,,,,,,-1,
11,1864,,166.99048212439953,220.86414086101237,,,,,,,0,
12,1900,,113.34642872541987,153.37212186961233,,,,,,,1,
13,1913,,118.81227796294347,235.00244151567404,,,,,,,-1,
14,1914,,116.19016355273058,235.00244151567404,,,,,,,1,
15,1920,,96.27376682706202,170.51454884877614,,,,,,,1,
16,1920,,170.51454884877614,236.0785413483414,,,,,,,0,
17,1921,,65.56399249956524,236.0785413483414,,,,,,,-1,
18,1925,,546.9261313497553,569.5237662968075,,,,,,,1,
19,2009,,49.9986310055028,575.2089300151077,,,,,,,1,
20,2067,,50.613934419448356,250.37256721177621,,,,,,,-1,
21,2073,,77.7040386463458,850.0487557892494,,,,,,,-1,
22,2074,,772.3447171429037,850.0487557892495,,,,,,,1,
23,2075,,96.72102702420648,144.85518006593222,,,,,,,-1,
24,2107,,861.7270909610747,944.2714119300341,,,,,,,1,
25,2122,,100.67442951322371,182.57218300497203,,,,,,,1,
26,2122,,182.57218300497203,256.74130540775417,,,,,,,0,
27,2123,,156.06687589453048,256.74130540775417,,,,,,,1,
28,2124,,524.3848964030808,605.4731001683258,,,,,,,1,
29,2124,,605.4731001683258,877.356630362879,,,,,,,0,
30,2125,,776.2916818675103,833.1212236053319,,,,,,,1,
31,2125,,833.1212236053319,877.356630362879,,,,,,,2,
32,2129,,416.9832616420246,480.60242969071516,,,,,,,1,
33,2131,,840.484028357162,882.8585504151383,,,,,,,1,
34,2133,,329.36696563843583,364.9266551389942,,,,,,,1,
35,2136,,69.55239452420408,109.75847640545692,,,,,,,1,
36,2136,,109.75847640545692,318.6295531118535,,,,,,,0,
37,2136,,318.6295531118535,339.876612643636,,,,,,,1,
38,2137,,94.04777749422722,115.23929141546795,,,,,,,1,
39,2137,,115.23929141546795,207.54396824060507,,,,,,,0,
40,2137,,207.54396824060507,230.1181362381791,,,,,,,1,
41,2137,,230.1181362381791,270.3242181194319,,,,,,,0,
42,2137,,270.3242181194319,298.6673010726778,,,,,,,1,
43,2137,,298.6673010726778,339.876612643636,,,,,,,2,
44,2140,,37.226544269294095,243.69504893267998,,,,,,,1,
45,2141,,206.4685046633859,243.69504893267998,,,,,,,1,
46,2147,,476.454053032994,588.0604789474378,,,,,,,1,
47,2156,,371.0547671103839,410.9447131729265,,,,,,,1,
48,2158,,113.60724790068794,149.67406358599516,,,,,,,1,
49,2178,,262.1605539654076,317.01508732213904,,,,,,,1,
50,2181,,42.70633584398051,99.59857529049805,,,,,,,-1,
51,2181,,99.59857529049805,189.32127583025635,,,,,,,0,
52,2181,,189.32127583025635,201.10905151118516,,,,,,,-1,
53,2181,,201.10905151118516,244.28698940103135,,,,,,,1,
54,2182,,43.17793788984619,54.96571357077499,,,,,,,-1,
55,2182,,54.96571357077499,144.6884141105333,,,,,,,0,
56,2182,,144.6884141105333,201.58065355705085,,,,,,,-1,
57,2182,,201.58065355705085,222.63576609218325,,,,,,,0,
58,2182,,222.63576609218325,244.28698940103135,,,,,,,-1,
59,2191,,301.1874307461484,348.8547024601303,,,,,,,1,
60,2193,,38.78719393764081,398.41687640140856,,,,,,,1,
61,2193,,398.41687640140856,431.36233076447627,,,,,,,2,
62,2194,,392.57513682683543,431.36233076447627,,,,,,,1,
63,2195,,391.2711223344527,452.4498295454016,,,,,,,1,
64,2203,,293.8797069157592,376.53747711007816,,,,,,,1,
65,2206,,134.9590228624391,195.57219251780327,,,,,,,1,
66,2208,,845.2449876564767,889.9102600199084,,,,,,,1,
67,2210,,171.4519699382284,207.32235405219194,,,,,,,1,
68,2211,,173.15941573188638,207.32235405219194,,,,,,,1,
69,2217,,46.81750943243859,92.43249872559761,,,,,,,1,
70,2217,,92.43249872559761,319.1321639662356,,,,,,,0,
71,2218,,272.314654533797,319.1321639662356,,,,,,,1,
72,2225,,366.0450260496171,477.76380696638495,,,,,,,1,
73,2226,,111.71878091676786,477.763806966385,,,,,,,-1,
74,2242,,1314.623417665906,1372.803969163695,,,,,,,-1,
75,2242,,1372.803969163695,1435.13100385996,,,,,,,0,
76,2244,,180.60234980255177,2183.632426551011,,,,,,,1,
77,2273,,466.93919407719085,492.1540879475647,,,,,,,1,
78,2273,,492.1540879475647,660.5006490576422,,,,,,,0,
79,2274,,168.3465611100776,193.56145498045143,,,,,,,-1,
80,2274,,193.56145498045143,218.77456578593362,,,,,,,0,
