name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
Bibb County 12,0,6230456,0,1,,9.512479726211303,,,,secondary,4,"LINESTRING (-87.12528 33.22421, -87.125238 33.224288)",auto
Bibb County 12,1,6230456,1,0,,9.512479726211303,,,,secondary,4,"LINESTRING (-87.125238 33.224288, -87.12528 33.22421)",auto
Eastern Valley Road,2,6237107,2,0,,4134.627107396979,,,,secondary,4,"LINESTRING (-87.154457 33.200972, -87.154204 33.201045, -87.154072 33.201096, -87.153923 33.201186, -87.153864 33.20123, -87.153813 33.201281, -87.153786 33.201317, -87.153744 33.201396, -87.153714 33.201493, -87.153705 33.201572, -87.153707 33.201698, -87.153758 33.202233, -87.153787 33.202357, -87.153823 33.202484, -87.153908 33.202823, -87.15396 33.203423, -87.153965 33.203663, -87.153937 33.204161, -87.153912 33.204454, -87.153897 33.204569, -87.153868 33.204684, -87.153791 33.204921, -87.153562 33.205395, -87.153523 33.205467, -87.153453 33.205571, -87.153406 33.205637, -87.15328 33.205742, -87.15247 33.206194, -87.151708 33.206604, -87.151585 33.206681, -87.151517 33.206711, -87.151338 33.2068, -87.151049 33.206952, -87.150777 33.20707, -87.150373 33.207239, -87.150169 33.207331, -87.149889 33.207475, -87.149657 33.207616, -87.149452 33.207746, -87.148972 33.20805, -87.1485147 33.2083129, -87.148187 33.208483, -87.148066 33.20854, -87.147729 33.208675, -87.146477 33.209136, -87.145757 33.209401, -87.145559 33.209474, -87.145182 33.209618, -87.144334 33.209932, -87.143688 33.210166, -87.143325 33.210288, -87.142975 33.210388, -87.142623 33.210465, -87.142261 33.210521, -87.142012 33.210552, -87.141916 33.210555, -87.141838 33.210562, -87.14163 33.210569, -87.141053 33.210582, -87.140565 33.21058, -87.140325 33.21058, -87.139896 33.210574, -87.139316 33.210578, -87.138881 33.210592, -87.1384301 33.2106243, -87.138379 33.210628, -87.138234 33.210645, -87.138041 33.210693, -87.1375385 33.2107945, -87.137516 33.210799, -87.137303 33.210853, -87.137093 33.210912, -87.136886 33.21098, -87.136681 33.211058, -87.136481 33.211129, -87.136028 33.211294, -87.135239 33.211579, -87.135108 33.21163, -87.134685 33.211793, -87.134551 33.211852, -87.134359 33.211954, -87.134177 33.212063, -87.133988 33.21217, -87.133774 33.212365, -87.133738 33.212398, -87.133404 33.21278, -87.13315 33.213222, -87.132975 33.213695, -87.132815 33.214174, -87.13264 33.214644, -87.13242 33.215102, -87.132156 33.215539, -87.131845 33.215944, -87.131501 33.216319, -87.13136 33.216451, -87.131234 33.216564, -87.130734 33.216987, -87.130572 33.217118, -87.130337 33.217311, -87.12956 33.217975, -87.129195 33.218331, -87.128788 33.218791, -87.128416 33.21929, -87.128137 33.219717, -87.127912 33.22007, -87.1279076 33.2200769, -87.127735 33.220346, -87.127619 33.220529, -87.126691 33.221981, -87.125773 33.22343, -87.125716 33.223512, -87.125482 33.22388, -87.12528 33.22421)",auto
Eastern Valley Road,3,6237107,0,2,,4134.62710739698,,,,secondary,4,"LINESTRING (-87.12528 33.22421, -87.125482 33.22388, -87.125716 33.223512, -87.125773 33.22343, -87.126691 33.221981, -87.127619 33.220529, -87.127735 33.220346, -87.1279076 33.2200769, -87.127912 33.22007, -87.128137 33.219717, -87.128416 33.21929, -87.128788 33.218791, -87.129195 33.218331, -87.12956 33.217975, -87.130337 33.217311, -87.130572 33.217118, -87.130734 33.216987, -87.131234 33.216564, -87.13136 33.216451, -87.131501 33.216319, -87.131845 33.215944, -87.132156 33.215539, -87.13242 33.215102, -87.13264 33.214644, -87.132815 33.214174, -87.132975 33.213695, -87.13315 33.213222, -87.133404 33.21278, -87.133738 33.212398, -87.133774 33.212365, -87.133988 33.21217, -87.134177 33.212063, -87.134359 33.211954, -87.134551 33.211852, -87.134685 33.211793, -87.135108 33.21163, -87.135239 33.211579, -87.136028 33.211294, -87.136481 33.211129, -87.136681 33.211058, -87.136886 33.21098, -87.137093 33.210912, -87.137303 33.210853, -87.137516 33.210799, -87.1375385 33.2107945, -87.138041 33.210693, -87.138234 33.210645, -87.138379 33.210628, -87.1384301 33.2106243, -87.138881 33.210592, -87.139316 33.210578, -87.139896 33.210574, -87.140325 33.21058, -87.140565 33.21058, -87.141053 33.210582, -87.14163 33.210569, -87.141838 33.210562, -87.141916 33.210555, -87.142012 33.210552, -87.142261 33.210521, -87.142623 33.210465, -87.142975 33.210388, -87.143325 33.210288, -87.143688 33.210166, -87.144334 33.209932, -87.145182 33.209618, -87.145559 33.209474, -87.145757 33.209401, -87.146477 33.209136, -87.147729 33.208675, -87.148066 33.20854, -87.148187 33.208483, -87.1485147 33.2083129, -87.148972 33.20805, -87.149452 33.207746, -87.149657 33.207616, -87.149889 33.207475, -87.150169 33.207331, -87.150373 33.207239, -87.150777 33.20707, -87.151049 33.206952, -87.151338 33.2068, -87.151517 33.206711, -87.151585 33.206681, -87.151708 33.206604, -87.15247 33.206194, -87.15328 33.205742, -87.153406 33.205637, -87.153453 33.205571, -87.153523 33.205467, -87.153562 33.205395, -87.153791 33.204921, -87.153868 33.204684, -87.153897 33.204569, -87.153912 33.204454, -87.153937 33.204161, -87.153965 33.203663, -87.15396 33.203423, -87.153908 33.202823, -87.153823 33.202484, -87.153787 33.202357, -87.153758 33.202233, -87.153707 33.201698, -87.153705 33.201572, -87.153714 33.201493, -87.153744 33.201396, -87.153786 33.201317, -87.153813 33.201281, -87.153864 33.20123, -87.153923 33.201186, -87.154072 33.201096, -87.154204 33.201045, -87.154457 33.200972)",auto
,4,7663578,5,6,,125.12792555321299,,,,primary,3,"LINESTRING (-87.659748 33.631237, -87.659616 33.631367, -87.659564 33.631431, -87.65952 33.631475, -87.659464 33.631522, -87.659342 33.631606, -87.659205 33.631676, -87.659064 33.631732, -87.658913 33.631776, -87.65885 33.631801, -87.658751 33.631831, -87.658667 33.631869)",auto
,5,7664415,8,9,,18.763244184791017,,,,secondary,4,"LINESTRING (-87.663864 33.801168, -87.663697 33.801072)",auto
,6,7664415,9,8,,18.763244184791017,,,,secondary,4,"LINESTRING (-87.663697 33.801072, -87.663864 33.801168)",auto
,7,7664417,10,11,,13.807340008587914,,,,secondary,4,"LINESTRING (-87.663696 33.801359, -87.663631 33.801327, -87.663563 33.801303)",auto
,8,7664417,11,10,,13.807340008587914,,,,secondary,4,"LINESTRING (-87.663563 33.801303, -87.663631 33.801327, -87.663696 33.801359)",auto
,9,7664656,14,4,,24.596211333798134,,,,secondary,4,"LINESTRING (-87.649523 33.631979, -87.649303 33.631855)",auto
