name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,TMC
,1397,471,709,,,116.75892636085709,1,nan,46.67086,residential,6,,"LINESTRING (-112.10223 33.44594,-112.10223 33.44644,-112.10223 33.44689,-112.10223 33.447)",
,1398,471,1108,,,54.1155693122758,1,nan,46.67086,residential,6,,"LINESTRING (-112.1023 33.44594,-112.1023 33.44546)",
,1399,1108,471,,,54.1155693122758,1,nan,46.67086,residential,6,,"LINESTRING (-112.10222 33.44546,-112.10223 33.44594)",
,1400,603,629,,,121.1525991817155,1,nan,40.2335,residential,6,,"LINESTRING (-112.10656 33.44808,-112.10657 33.44861,-112.10657 33.44909,-112.10657 33.44917)",
,1401,629,603,,,121.16483093856374,1,nan,40.2335,residential,6,,"LINESTRING (-112.10665 33.44917,-112.10665 33.44909,-112.10664 33.44861,-112.10664 33.44807)",
,1402,629,700,,,115.83960139514909,1,nan,40.2335,residential,6,,"LINESTRING (-112.10657 33.44917,-112.10657 33.44928,-112.10657 33.44971,-112.10658 33.45021)",
,1403,700,629,,,115.7336656376354,1,nan,40.2335,residential,6,,"LINESTRING (-112.10666 33.45021,-112.10665 33.44971,-112.10665 33.44928,-112.10665 33.44917)",
,1404,700,1499,,,106.18624123316688,1,nan,40.2335,residential,6,,"LINESTRING (-112.10658 33.45021,-112.10659 33.45067,-112.10659 33.45072,-112.10659 33.45109,-112.10659 33.45117)",
,1405,1499,700,,,106.24409588006262,1,nan,40.2335,residential,6,,"LINESTRING (-112.10666 33.45117,-112.10666 33.45109,-112.10666 33.45072,-112.10666 33.45066,-112.10666 33.45021)",
,1406,1499,1500,,,9.945725261802377,1,nan,40.2335,residential,6,,"LINESTRING (-112.10659 33.45117,-112.10659 33.45126)",
,1407,1500,1499,,,9.945725261802377,1,nan,40.2335,residential,6,,"LINESTRING (-112.10666 33.45126,-112.10666 33.45117)",
,1408,670,232,,,197.1268297234992,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10597 33.45818,-112.10597 33.45828,-112.10596 33.45935,-112.10596 33.45996)",
,1409,232,670,,,197.1266482365516,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10603 33.45996,-112.10604 33.45935,-112.10604 33.45828,-112.10604 33.45818)",
,1410,232,708,,,457.6307166529653,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10596 33.45996,-112.10595 33.4604,-112.10593 33.46207,-112.10592 33.46314,-112.10591 33.46397,-112.10591 33.46409)",
,1411,708,232,,,457.33879556318425,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10599 33.46409,-112.10598 33.46397,-112.106 33.46314,-112.10601 33.46207,-112.10603 33.4604,-112.10603 33.45996)",
,1412,708,612,,,198.31727703267373,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10591 33.46409,-112.10592 33.4642,-112.10591 33.4648,-112.1059 33.46529,-112.1059 33.46533,-112.10589 33.46575,-112.10589 33.46588)",
,1413,612,708,,,198.5724283779902,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10597 33.46588,-112.10597 33.46575,-112.10597 33.46533,-112.10597 33.46529,-112.10598 33.4648,-112.10599 33.4642,-112.10599 33.46409)",
,1414,613,431,,,111.18431313147076,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10636 33.46588,-112.10635 33.46604,-112.10635 33.46688)",
,1415,431,613,,,111.18230978181313,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10642 33.46688,-112.10643 33.46604,-112.10643 33.46588)",
,1416,431,2035,,,23.73781420725393,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10635 33.46688,-112.10634 33.46709)",
,1417,2035,431,,,23.73781420725393,1,nan,40.2335,unclassified,11,,"LINESTRING (-112.10642 33.46709,-112.10642 33.46688)",
,1418,743,1606,,,82.79705592923634,1,nan,94.95106,motorway,1,,"LINESTRING (-112.02937 33.46245,-112.02953 33.46243,-112.02967 33.46239,-112.02982 33.46235,-112.02997 33.46228,-112.03009 33.46222,-112.03018 33.46216)",
,1419,1965,851,,,239.16055818163,2,nan,94.95106,motorway,1,,"LINESTRING (-112.03703 33.44902,-112.03702 33.44926,-112.03697 33.44977,-112.03688 33.45041,-112.03678 33.45116)",
,1420,1956,2016,,,79.57550460243007,1,nan,46.67086,tertiary,5,,"LINESTRING (-112.04695 33.45868,-112.04682 33.45868,-112.04674 33.45868,-112.0461 33.45867)",
,1421,2016,1956,,,79.60678833990261,1,nan,46.67086,tertiary,5,,"LINESTRING (-112.04609 33.45874,-112.04674 33.45874,-112.04682 33.45874,-112.04695 33.45874)",
,1422,1243,1244,,,24.3551322844188,1,nan,46.67086,residential,6,,"LINESTRING (-112.07256 33.46253,-112.07245 33.46257,-112.07236 33.46266)",
,1423,1244,1245,,,127.2608507928948,1,nan,46.67086,residential,6,,"LINESTRING (-112.07236 33.46266,-112.07239 33.46266,-112.07238 33.46279,-112.07238 33.46298,-112.07236 33.46338,-112.07236 33.46367,-112.07236 33.46368,-112.07239 33.46374,-112.07241 33.46377)",
,1424,1245,164,,,22.622988078831014,1,nan,46.67086,residential,6,,"LINESTRING (-112.07241 33.46377,-112.07244 33.46397)",
,1425,164,1302,,,51.98921390408116,1,nan,46.67086,residential,6,,"LINESTRING (-112.07244 33.46397,-112.07244 33.46403,-112.07247 33.46432,-112.07247 33.46444)",
,1426,1302,1248,,,106.94005641879333,1,nan,46.67086,residential,6,,"LINESTRING (-112.07247 33.46444,-112.07243 33.46454,-112.07243 33.46465,-112.07244 33.46471,-112.07244 33.46481,-112.07244 33.46484,-112.07245 33.46495,-112.07245 33.46499,-112.07246 33.46506,-112.07248 33.4654)",
,1427,1248,165,,,37.631983017764725,1,nan,46.67086,residential,6,,"LINESTRING (-112.07248 33.4654,-112.07244 33.46554,-112.07243 33.46561,-112.07244 33.46574)",
,1428,739,1523,,,148.24182403621435,2,nan,94.95106,motorway,1,,"LINESTRING (-112.06368 33.46269,-112.06386 33.46273,-112.06408 33.46278,-112.06429 33.46281,-112.06453 33.46286,-112.06465 33.46288,-112.06476 33.46292,-112.06483 33.46297,-112.06488 33.46302,-112.0649 33.46305,-112.06495 33.46311,-112.06497 33.46319,-112.06498 33.46326)",
,1429,725,724,,,308.9674861637692,3,nan,104.6071,motorway,1,,"LINESTRING (-112.04563 33.46181,-112.04418 33.46177,-112.0439 33.46175,-112.04374 33.46173,-112.04355 33.46171,-112.04234 33.46148)",
,1430,713,821,,,289.7277419925758,1,nan,104.6071,motorway,1,,"LINESTRING (-112.03381 33.46252,-112.0345 33.4626,-112.03533 33.46272,-112.03585 33.46276,-112.03615 33.46274,-112.0364 33.46269,-112.03662 33.46263,-112.03687 33.46254)",
,1431,744,1480,,,24.45750821522922,1,nan,72.4203,motorway,1,,"LINESTRING (-112.03836 33.46481,-112.03841 33.46459)",
,1432,704,1877,,,38.59683559130853,2,nan,72.4203,motorway,1,,"LINESTRING (-112.03822 33.46554,-112.03832 33.46522,-112.03832 33.4652)",
,1433,1506,1507,,,14.40652843241486,1,nan,94.95106,motorway,1,,"LINESTRING (-112.04765 33.46262,-112.0478 33.46263)",
,1434,1507,2018,,,55.54241187321007,1,nan,94.95106,motorway,1,,"LINESTRING (-112.0478 33.46263,-112.04792 33.46263,-112.0484 33.46262)",
,1435,734,1529,,,42.82298927985916,2,nan,94.95106,motorway,1,,"LINESTRING (-112.06561 33.46187,-112.06553 33.46193,-112.06546 33.46198,-112.06537 33.46206,-112.06533 33.46209,-112.06528 33.46214)",
,1436,739,889,,,104.87981220318127,2,nan,94.95106,motorway,1,,"LINESTRING (-112.06368 33.46269,-112.06388 33.4627,-112.06397 33.4627,-112.06406 33.46271,-112.06416 33.46271,-112.06425 33.4627,-112.06434 33.46269,-112.06442 33.46267,-112.06453 33.46263,-112.06462 33.46259,-112.06469 33.46256,-112.06476 33.46253)",
,1437,750,751,,,91.74002369420228,1,nan,94.95106,motorway,1,,"LINESTRING (-112.03034 33.46294,-112.03039 33.46277,-112.03039 33.46269,-112.0304 33.46265,-112.03043 33.4626,-112.03046 33.46256,-112.03052 33.4625,-112.03056 33.46248,-112.03063 33.46245,-112.0307 33.46244,-112.03081 33.46244,-112.03092 33.46246)",
,1438,868,752,,,428.26746613741096,1,nan,94.95106,motorway,1,,"LINESTRING (-112.03644 33.4617,-112.03579 33.46174,-112.03552 33.46176,-112.03525 33.46178,-112.03486 33.46179,-112.03431 33.46179,-112.03406 33.46178,-112.03383 33.46176,-112.03362 33.46173,-112.03337 33.46168,-112.03291 33.46159,-112.03231 33.46147,-112.03209 33.46144,-112.03188 33.46143)",
,1439,753,1436,,,107.39964562981912,2,nan,94.95106,motorway,1,,"LINESTRING (-112.03133 33.4615,-112.03091 33.46156,-112.03081 33.46158,-112.03075 33.46159,-112.03066 33.46159,-112.03059 33.46157,-112.0305 33.46154,-112.03047 33.46151,-112.03041 33.46146,-112.03037 33.46142,-112.03033 33.46134)",
,1440,819,756,,,324.73543960384706,1,nan,94.95106,motorway,1,,"LINESTRING (-112.03743 33.46226,-112.03753 33.46268,-112.03758 33.46304,-112.03759 33.4633,-112.03756 33.46358,-112.03753 33.46379,-112.0375 33.46419,-112.03752 33.46454,-112.03761 33.46517)",
,1441,884,1354,,,26.212912563005833,1,nan,40.2335,residential,6,,"LINESTRING (-112.03907 33.46605,-112.03909 33.46598,-112.03912 33.46595,-112.03926 33.4659)",
,1442,460,5906,,,21.884900869664435,1,nan,40.2335,residential,6,,"LINESTRING (-112.04747 33.46283,-112.04752 33.46284,-112.04755 33.46285,-112.0476 33.46289,-112.04765 33.46295)",
,1443,460,175,,,184.50669940856426,1,nan,40.2335,residential,6,,"LINESTRING (-112.04747 33.4628,-112.04704 33.46277,-112.04651 33.46278,-112.04549 33.46278)",
,1444,175,460,,,183.98206491863078,1,nan,40.2335,residential,6,,"LINESTRING (-112.04549 33.46284,-112.04651 33.46284,-112.04703 33.46284,-112.04747 33.46286)",
,1445,175,461,,,199.62433442158584,1,nan,40.2335,residential,6,,"LINESTRING (-112.04549 33.46278,-112.04334 33.46277)",
,1446,461,175,,,199.62433442158584,1,nan,40.2335,residential,6,,"LINESTRING (-112.04334 33.46283,-112.04549 33.46284)",
,1447,461,551,,,200.8948557544754,1,nan,40.2335,residential,6,,"LINESTRING (-112.04334 33.46277,-112.04118 33.46277)",
,1448,551,461,,,200.8948557544754,1,nan,40.2335,residential,6,,"LINESTRING (-112.04118 33.46283,-112.04334 33.46283)",
,1449,756,5900,,,73.10845006305291,2,nan,94.95106,motorway,1,,"LINESTRING (-112.03761 33.46517,-112.0377 33.46531,-112.03776 33.46545,-112.03783 33.46555,-112.03789 33.46564,-112.038 33.46573)",
,1450,1366,5900,,,21.722120624013243,2,nan,94.95106,motorway,1,,"LINESTRING (-112.0384 33.46574,-112.03819 33.46583)",
,1451,762,1355,,,121.30409468551355,2,nan,72.4203,motorway,1,,"LINESTRING (-112.03867 33.46689,-112.03868 33.46669,-112.03861 33.46639,-112.03859 33.46627,-112.03858 33.46618,-112.03859 33.46611,-112.0386 33.46606,-112.03863 33.46603,-112.03866 33.46598,-112.03872 33.46595,-112.03883 33.4659)",
,1452,1371,5900,,,17.38747135702295,2,nan,94.95106,motorway,1,,"LINESTRING (-112.03782 33.4659,-112.03799 33.46582)",
,1453,764,763,,,108.68043191120243,1,nan,94.95106,motorway,1,,"LINESTRING (-112.03911 33.46574,-112.03897 33.46571,-112.03888 33.46567,-112.0388 33.46563,-112.03874 33.46558,-112.0387 33.46552,-112.03866 33.46545,-112.03865 33.46538,-112.03864 33.46529,-112.03864 33.46513,-112.03862 33.46497)",
,1454,661,765,,,395.73872138934655,1,nan,104.6071,motorway,1,,"LINESTRING (-112.04725 33.46185,-112.04672 33.4619,-112.04575 33.46193,-112.04479 33.46196,-112.04403 33.46198,-112.04339 33.46196,-112.043 33.46196)",
,1455,177,521,,,98.74379368485985,1,nan,40.2335,residential,6,,"LINESTRING (-112.04547 33.46137,-112.04441 33.46137)",
,1456,521,177,,,98.74379368485985,1,nan,40.2335,residential,6,,"LINESTRING (-112.04441 33.46143,-112.04547 33.46143)",
,1457,521,688,,,95.83422192724169,1,nan,40.2335,residential,6,,"LINESTRING (-112.04441 33.46137,-112.04387 33.46136,-112.04344 33.46136,-112.04338 33.46135)",
,1458,688,521,,,97.00148502526108,1,nan,40.2335,residential,6,,"LINESTRING (-112.04337 33.46141,-112.04343 33.46142,-112.04387 33.46143,-112.04441 33.46143)",
,1459,121,122,,,201.9197427440471,1,nan,40.2335,residential,6,,"LINESTRING (-112.04333 33.45958,-112.04305 33.45958,-112.04165 33.45957,-112.04116 33.45957)",
,1460,122,121,,,201.87304611432583,1,nan,40.2335,residential,6,,"LINESTRING (-112.04116 33.45963,-112.04165 33.45963,-112.04305 33.45964,-112.04333 33.45965)",
,1461,659,772,,,201.37504698192743,1,nan,40.2335,residential,6,,"LINESTRING (-112.05428 33.46008,-112.05644 33.46008)",
,1462,772,659,,,201.37504698192743,1,nan,40.2335,residential,6,,"LINESTRING (-112.05644 33.46002,-112.05428 33.46002)",
,1463,330,775,,,101.67166089070113,1,nan,40.2335,residential,6,,"LINESTRING (-112.09237 33.46044,-112.0914 33.46044,-112.09134 33.46044,-112.09127 33.46044)",
,1464,775,330,,,101.6724846453346,1,nan,40.2335,residential,6,,"LINESTRING (-112.09127 33.4605,-112.09134 33.4605,-112.0914 33.4605,-112.09237 33.4605)",
,1465,331,332,,,192.61139442247446,1,nan,40.2335,residential,6,,"LINESTRING (-112.09357 33.46056,-112.09371 33.46049,-112.09425 33.46048,-112.09562 33.46047)",
,1466,332,331,,,196.44514577251493,1,nan,40.2335,residential,6,,"LINESTRING (-112.09562 33.4604,-112.09425 33.46042,-112.09369 33.46043,-112.09353 33.46051)",
,1467,332,315,,,208.2556733284201,1,nan,40.2335,residential,6,,"LINESTRING (-112.09562 33.46047,-112.09786 33.46043)",
,1468,315,332,,,208.2556733284201,1,nan,40.2335,residential,6,,"LINESTRING (-112.09786 33.46037,-112.09562 33.4604)",
,1469,315,333,,,202.4229977614437,1,nan,40.2335,residential,6,,"LINESTRING (-112.09786 33.46043,-112.0998 33.46042,-112.10004 33.46042)",
,1470,333,315,,,202.42164820888163,1,nan,40.2335,residential,6,,"LINESTRING (-112.10003 33.46035,-112.0998 33.46036,-112.09786 33.46037)",
,1471,547,778,,,54.802760319221235,1,nan,40.2335,residential,6,,"LINESTRING (-112.09241 33.46272,-112.09241 33.46223)",
,1472,778,547,,,54.802760319221235,1,nan,40.2335,residential,6,,"LINESTRING (-112.09234 33.46223,-112.09234 33.46272)",
,1473,780,548,,,55.3012300764638,1,nan,40.2335,residential,6,,"LINESTRING (-112.09341 33.46223,-112.09341 33.46273)",
,1474,548,780,,,55.3012300764638,1,nan,40.2335,residential,6,,"LINESTRING (-112.09349 33.46273,-112.09349 33.46223)",
,1475,548,678,,,112.17681940251236,1,nan,40.2335,residential,6,,"LINESTRING (-112.09341 33.46273,-112.09342 33.46323,-112.09342 33.46374)",
,1476,678,548,,,112.17678426739079,1,nan,40.2335,residential,6,,"LINESTRING (-112.09349 33.46374,-112.09349 33.46323,-112.09349 33.46273)",
,1477,678,136,,,112.72040646373159,1,nan,40.2335,residential,6,,"LINESTRING (-112.09342 33.46374,-112.09342 33.46424,-112.09342 33.46475)",
,1478,136,678,,,112.71977705733903,1,nan,40.2335,residential,6,,"LINESTRING (-112.09349 33.46475,-112.09349 33.46424,-112.09349 33.46374)",
,1479,136,609,,,120.4816163656742,1,nan,40.2335,residential,6,,"LINESTRING (-112.09342 33.46475,-112.09342 33.46527,-112.09342 33.46571,-112.09342 33.46584)",
,1480,609,136,,,120.48019034583713,1,nan,40.2335,residential,6,,"LINESTRING (-112.0935 33.46584,-112.0935 33.46571,-112.0935 33.46527,-112.09349 33.46475)",
,1481,1081,228,,,172.27247954405593,1,nan,40.2335,residential,6,,"LINESTRING (-112.08301 33.45976,-112.08313 33.45972,-112.08485 33.45971)",
,1482,228,1081,,,174.90299748975582,1,nan,40.2335,residential,6,,"LINESTRING (-112.08485 33.45965,-112.08311 33.45966,-112.08298 33.4597)",
,1483,228,229,,,200.17860879476277,1,nan,40.2335,residential,6,,"LINESTRING (-112.08485 33.45971,-112.08701 33.45971)",
,1484,229,228,,,200.17860879476277,1,nan,40.2335,residential,6,,"LINESTRING (-112.087 33.45964,-112.08485 33.45965)",
,1485,229,230,,,200.71638930457286,1,nan,40.2335,residential,6,,"LINESTRING (-112.087 33.45971,-112.08916 33.45971)",
,1486,230,229,,,200.71638930457286,1,nan,40.2335,residential,6,,"LINESTRING (-112.08916 33.45965,-112.087 33.45964)",
,1487,230,73,,,194.85253742551905,1,nan,40.2335,residential,6,,"LINESTRING (-112.08917 33.45971,-112.09014 33.4597,-112.09114 33.45971,-112.0912 33.45971,-112.09126 33.45971)",
,1488,73,230,,,194.9555860685291,1,nan,40.2335,residential,6,,"LINESTRING (-112.09126 33.45965,-112.0912 33.45965,-112.09114 33.45965,-112.09014 33.45964,-112.08916 33.45965)",
,1489,9,782,,,113.2621773279828,1,nan,46.67086,residential,6,,"LINESTRING (-112.06871 33.45772,-112.06877 33.45796,-112.06881 33.45813,-112.06887 33.45826,-112.06903 33.45854,-112.06911 33.45867)",
,1490,781,373,,,32.83473419221195,1,nan,46.67086,residential,6,,"LINESTRING (-112.06937 33.45969,-112.06936 33.45999)",
,1491,373,781,,,32.83473419221195,1,nan,46.67086,residential,6,,"LINESTRING (-112.06944 33.45999,-112.06945 33.4597)",
,1492,373,374,,,146.68359073700665,1,nan,46.67086,residential,6,,"LINESTRING (-112.06936 33.45999,-112.06935 33.4606,-112.06935 33.46065,-112.06935 33.46102,-112.06935 33.46108,-112.06934 33.46119,-112.06934 33.46131)",
,1493,374,373,,,146.77913630179975,1,nan,46.67086,residential,6,,"LINESTRING (-112.06942 33.46132,-112.06942 33.46119,-112.06942 33.46108,-112.06942 33.46102,-112.06943 33.46065,-112.06943 33.46061,-112.06944 33.45999)",
,1494,374,1232,,,67.7326183172951,1,nan,46.67086,residential,6,,"LINESTRING (-112.06934 33.46131,-112.06933 33.46139,-112.06933 33.46142,-112.06932 33.46192)",
,1495,1232,374,,,67.28578144499117,1,nan,46.67086,residential,6,,"LINESTRING (-112.06939 33.46192,-112.06941 33.46142,-112.06941 33.46139,-112.06941 33.46132)",
,1496,705,783,,,1103.4978170877166,1,nan,72.4203,motorway,1,,"LINESTRING (-112.03824 33.46475,-112.0382 33.46427,-112.03817 33.46378,-112.03806 33.46335,-112.0379 33.46288,-112.03726 33.46169,-112.03704 33.46126,-112.03689 33.46079,-112.03683 33.46056,-112.03679 33.46037,-112.03674 33.45998,-112.03674 33.45967,-112.03684 33.45794,-112.03678 33.45568,-112.03676 33.45529,-112.03677 33.45501)",
,1497,786,824,,,205.23728636474647,1,nan,72.4203,motorway,1,,"LINESTRING (-112.03813 33.44648,-112.03817 33.4463,-112.0382 33.44594,-112.03822 33.44552,-112.0382 33.44463)",
,1498,791,846,,,257.8551954701886,1,nan,104.6071,motorway,1,,"LINESTRING (-112.03713 33.44476,-112.03725 33.44524,-112.03727 33.44538,-112.03731 33.44587,-112.03733 33.44621,-112.03734 33.44652,-112.03733 33.44707)",
,1499,771,1843,,,706.9056951368427,1,nan,94.95106,motorway,1,,"LINESTRING (-112.06097 33.46211,-112.06171 33.46205,-112.06234 33.46206,-112.06323 33.46213,-112.06403 33.46218,-112.06486 33.46223,-112.06624 33.46232,-112.06697 33.46239,-112.06768 33.46242,-112.06792 33.46244,-112.06843 33.46246,-112.06855 33.46246)",
,1500,5894,662,,,784.2468917733863,1,nan,94.95106,motorway,1,,"LINESTRING (-112.06935 33.46236,-112.06925 33.46236,-112.06908 33.46238,-112.06841 33.46241,-112.06792 33.46239,-112.06768 33.46237,-112.06698 33.46233,-112.06625 33.46227,-112.06486 33.46215,-112.06403 33.46207,-112.06324 33.462,-112.06236 33.4619,-112.06173 33.46185,-112.06096 33.46174)",
,1501,795,796,,,186.1361267516792,1,nan,94.95106,motorway,1,,"LINESTRING (-112.07792 33.4617,-112.07802 33.46168,-112.07863 33.46162,-112.07911 33.46155,-112.07951 33.46148,-112.07977 33.46144,-112.0799 33.46141)",
,1502,796,795,,,186.03828553291874,1,nan,94.95106,motorway,1,,"LINESTRING (-112.07988 33.46135,-112.07975 33.46138,-112.0795 33.46142,-112.0791 33.46149,-112.07862 33.46156,-112.07801 33.46162,-112.07791 33.46163)",
,1503,1360,798,,,864.2483405098244,1,nan,94.95106,motorway,1,,"LINESTRING (-112.09085 33.46147,-112.09022 33.46149,-112.08939 33.46141,-112.08786 33.46127,-112.08468 33.461,-112.0836 33.46094,-112.0829 33.46095,-112.08174 33.46104,-112.0816 33.46109)",
,1504,799,800,,,111.809017084262,4,nan,94.95106,motorway,1,,"LINESTRING (-112.07695 33.46193,-112.07815 33.46195)",
,1505,802,805,,,57.5788060428567,2,nan,94.95106,motorway,1,,"LINESTRING (-112.08159 33.46156,-112.08174 33.46152,-112.08185 33.4615,-112.08194 33.46148,-112.08201 33.46145,-112.08209 33.46142,-112.08217 33.46138)",
,1506,807,808,,,100.71538632097622,2,nan,94.95106,motorway,1,,"LINESTRING (-112.08421 33.46049,-112.08399 33.46047,-112.08387 33.46046,-112.08377 33.46046,-112.08369 33.46046,-112.08361 33.46047,-112.08351 33.46049,-112.08342 33.46051,-112.08333 33.46054,-112.08325 33.46057,-112.08316 33.46061)",
,1507,308,486,,,174.54722650170734,1,nan,40.2335,residential,6,,"LINESTRING (-112.09822 33.4503,-112.0986 33.45029,-112.09914 33.45029,-112.09962 33.45028,-112.09975 33.45028,-112.09994 33.45028,-112.1001 33.45028)",
,1508,486,308,,,174.55909689815968,1,nan,40.2335,residential,6,,"LINESTRING (-112.1001 33.45021,-112.09994 33.45021,-112.09975 33.45022,-112.09962 33.45022,-112.09913 33.45022,-112.0986 33.45023,-112.09822 33.45023)",
,1509,486,390,,,204.2667659239042,1,nan,40.2335,residential,6,,"LINESTRING (-112.1001 33.45028,-112.10026 33.45028,-112.10031 33.45028,-112.10065 33.45028,-112.10095 33.45028,-112.1023 33.45027)",
,1510,390,486,,,204.16932861938525,1,nan,40.2335,residential,6,,"LINESTRING (-112.1023 33.45021,-112.10094 33.45021,-112.10065 33.45021,-112.10031 33.45021,-112.10026 33.45021,-112.1001 33.45021)",
,1511,390,671,,,199.83952638454016,1,nan,40.2335,residential,6,,"LINESTRING (-112.1023 33.45027,-112.10336 33.45026,-112.10437 33.45025,-112.10445 33.45025)",
,1512,671,390,,,199.90512218418735,1,nan,40.2335,residential,6,,"LINESTRING (-112.10445 33.45019,-112.10437 33.45019,-112.10336 33.45019,-112.1023 33.45021)",
,1513,671,700,,,201.80992428880236,1,nan,40.2335,residential,6,,"LINESTRING (-112.10445 33.45025,-112.10455 33.45025,-112.10527 33.45025,-112.10662 33.45024)",
,1514,700,671,,,201.75723249517407,1,nan,40.2335,residential,6,,"LINESTRING (-112.10662 33.45018,-112.10527 33.45019,-112.10455 33.45019,-112.10445 33.45019)",
,1515,700,649,,,107.45187393492401,1,nan,40.2335,residential,6,,"LINESTRING (-112.10662 33.45024,-112.10696 33.45024,-112.1077 33.45024,-112.10778 33.45024)",
,1516,649,700,,,107.56122584756412,1,nan,40.2335,residential,6,,"LINESTRING (-112.10778 33.45017,-112.1077 33.45017,-112.10696 33.45018,-112.10662 33.45018)",
,1517,816,1886,,,198.6157106614814,1,nan,94.95106,motorway,1,,"LINESTRING (-112.10832 33.45012,-112.10839 33.44977,-112.10843 33.44945,-112.10849 33.44904,-112.10854 33.44862,-112.10857 33.44834)",
,1518,725,718,,,1179.2180366584394,4,nan,104.6071,motorway,1,,"LINESTRING (-112.04563 33.46181,-112.04093 33.46179,-112.04041 33.46174,-112.04 33.46166,-112.03964 33.46156,-112.03932 33.46142,-112.0389 33.46118,-112.03862 33.46099,-112.03831 33.46071,-112.03806 33.46044,-112.03785 33.46014,-112.03769 33.45986,-112.03758 33.45953,-112.03751 33.45924,-112.03746 33.45889,-112.03746 33.45794,-112.03751 33.4567)",
,1521,1315,822,,,28.74233601546787,1,nan,72.4203,motorway,1,,"LINESTRING (-112.03694 33.44442,-112.03688 33.44467)",
,1522,822,1318,,,129.00634229106078,1,nan,72.4203,motorway,1,,"LINESTRING (-112.03688 33.44467,-112.03678 33.44516,-112.03672 33.44554,-112.03668 33.44582)",
,1523,791,845,,,256.60599940244924,5,nan,104.6071,motorway,1,,"LINESTRING (-112.03713 33.44476,-112.03712 33.44707)",
,1524,189,826,,,51.78440524062569,1,nan,46.67086,residential,6,,"LINESTRING (-112.03844 33.44635,-112.0387 33.44636,-112.03899 33.44636)",
,1525,826,189,,,51.78428602862462,1,nan,46.67086,residential,6,,"LINESTRING (-112.03899 33.4463,-112.0387 33.44629,-112.03844 33.44629)",
,1526,827,828,,,27.250357949715156,1,nan,46.67086,residential,6,,"LINESTRING (-112.0387 33.44538,-112.03879 33.44538,-112.03899 33.44538)",
,1527,828,827,,,27.253138012380937,1,nan,46.67086,residential,6,,"LINESTRING (-112.039 33.44532,-112.03879 33.44532,-112.0387 33.44532)",
,1528,1914,829,,,5.107338007090195,2,nan,62.76426,secondary,4,,"LINESTRING (-112.07384 33.44501,-112.07381 33.44505)",
,1529,831,1478,,,7.612116541123084,1,nan,40.2335,residential,6,,"LINESTRING (-112.0751 33.44507,-112.07518 33.44507)",
,1530,1478,831,,,7.612116541123084,1,nan,40.2335,residential,6,,"LINESTRING (-112.07518 33.445,-112.0751 33.445)",
,1531,1478,495,,,234.539881885597,1,nan,40.2335,residential,6,,"LINESTRING (-112.07518 33.44507,-112.07526 33.44507,-112.07592 33.44507,-112.07626 33.44507,-112.0764 33.44507,-112.07659 33.44507,-112.07739 33.44506,-112.07757 33.44506,-112.0777 33.44506)",
,1532,495,1478,,,234.53658720939993,1,nan,40.2335,residential,6,,"LINESTRING (-112.0777 33.445,-112.07757 33.445,-112.07739 33.445,-112.07659 33.44501,-112.0764 33.44501,-112.07626 33.44501,-112.07592 33.44501,-112.07526 33.445,-112.07518 33.445)",
,1533,495,1273,,,115.32239354931582,1,nan,40.2335,residential,6,,"LINESTRING (-112.0777 33.44506,-112.07784 33.44507,-112.07807 33.44507,-112.07884 33.44507,-112.07894 33.44507)",
,1534,1273,495,,,115.29380237331965,1,nan,40.2335,residential,6,,"LINESTRING (-112.07894 33.44501,-112.07884 33.44501,-112.07807 33.445,-112.07784 33.445,-112.0777 33.445)",
,1535,1273,351,,,115.20020334642007,1,nan,40.2335,residential,6,,"LINESTRING (-112.07894 33.44507,-112.07909 33.44507,-112.08005 33.44507,-112.08018 33.44506)",
,1536,351,1273,,,115.28608986072935,1,nan,40.2335,residential,6,,"LINESTRING (-112.08018 33.445,-112.08005 33.445,-112.07909 33.445,-112.07894 33.44501)",
,1537,351,53,,,426.9272963932624,1,nan,40.2335,residential,6,,"LINESTRING (-112.08018 33.44506,-112.08033 33.44506,-112.08123 33.44505,-112.08149 33.44505,-112.08172 33.44505,-112.08192 33.44507,-112.08205 33.4451,-112.08231 33.44514,-112.08246 33.44515,-112.08463 33.44513,-112.08476 33.44512)",
,1538,53,351,,,426.8646023363506,1,nan,40.2335,residential,6,,"LINESTRING (-112.08476 33.44506,-112.08462 33.44506,-112.08246 33.44509,-112.08232 33.44508,-112.08207 33.44504,-112.08193 33.44501,-112.08172 33.44499,-112.08149 33.44499,-112.08122 33.44499,-112.08033 33.445,-112.08018 33.445)",
,1539,53,465,,,204.29559283327146,1,nan,40.2335,residential,6,,"LINESTRING (-112.08476 33.44512,-112.08487 33.44512,-112.08618 33.44511,-112.08636 33.44511,-112.08689 33.4451,-112.08696 33.44513)",
