node_id,name,x_coord,y_coord,z_coord,node_type,ctrl_type,zone_id,activity_type,is_boundary,main_node_id
57,,-112.04118,33.46667,,,0,,residential,0,
58,,-112.05426,33.4667,,,0,,residential,0,
59,,-112.05205,33.46668,,,0,,residential,0,
60,,-112.04983,33.4667,,,0,,residential,0,
61,,-112.04769,33.46669,,,0,,residential,0,
62,,-112.04726,33.46667,,,0,,residential,0,
63,,-112.04552,33.46668,,,0,,residential,0,
64,,-112.04335,33.46667,,,0,,residential,0,
65,,-112.03024,33.46702,,,0,,secondary,0,
66,,-112.03141,33.467,,,0,,residential,0,
67,,-112.09143,33.44923,,,0,,tertiary,0,
68,,-112.09125,33.4542,,,0,,tertiary,0,
69,,-112.09125,33.4551,,,0,,tertiary,0,
70,,-112.09125,33.45599,,,0,,tertiary,0,
71,,-112.09124,33.45682,,,0,,tertiary,0,
72,,-112.09124,33.45766,,,0,,tertiary,0,
73,,-112.09126,33.45968,,,0,,tertiary,0,
74,,-112.09127,33.46068,,,0,,tertiary,0,
75,,-112.09127,33.46272,,,0,,residential,0,
76,,-112.09128,33.46374,,,0,,residential,0,
77,,-112.09129,33.46476,,,0,,residential,0,
78,,-112.09133,33.46583,,,1,,secondary,0,
79,,-112.09141,33.46767,,,0,,residential,0,
80,,-112.05646,33.45386,,,0,,residential,0,
81,,-112.05647,33.45484,,,0,,residential,0,
82,,-112.05646,33.45581,,,0,,residential,0,
83,,-112.05645,33.45677,,,0,,residential,0,
84,,-112.05645,33.45773,,,0,,residential,0,
85,,-112.05645,33.45868,,,0,,residential,0,
86,,-112.05645,33.45927,,,0,,residential,0,
87,,-112.05645,33.45956,,,0,,residential,0,
88,,-112.05644,33.45993,,,0,,residential,0,
89,,-112.05642,33.46098,,,0,,residential,0,
90,,-112.05644,33.46127,,,0,,tertiary,0,
91,,-112.05642,33.46258,,,0,,residential,0,
92,,-112.05641,33.46365,,,0,,residential,0,
93,,-112.05594,33.45136,,,0,,secondary,0,
94,,-112.05596,33.45291,,,0,,residential,0,
95,,-112.05596,33.45386,,,0,,residential,0,
96,,-112.05643,33.44941,,,0,,residential,0,
97,,-112.05644,33.44983,,,0,,residential,0,
98,,-112.05644,33.45041,,,0,,residential,0,
99,,-112.05644,33.45135,,,0,,secondary,0,
100,,-112.06976,33.45868,,,1,,tertiary,0,
101,,-112.06868,33.45867,,,0,,tertiary,0,
102,,-112.06749,33.45866,,,0,,residential,0,
103,,-112.06363,33.45869,,,0,,tertiary,0,
104,,-112.06206,33.45868,,,0,,residential,0,
105,,-112.06081,33.45867,,,0,,tertiary,0,
106,,-112.05894,33.45867,,,0,,tertiary,0,
107,,-112.0543,33.45871,,,0,,residential,0,
108,,-112.05206,33.45872,,,0,,residential,0,
109,,-112.04984,33.45871,,,0,,tertiary,0,
110,,-112.04763,33.45872,,,1,,secondary,0,
111,,-112.0444,33.45869,,,0,,tertiary,0,
112,,-112.04332,33.45868,,,0,,residential,0,
113,,-112.03572,33.45863,,,0,,residential,0,
114,,-112.03465,33.45863,,,0,,tertiary,0,
115,,-112.0334,33.45862,,,0,,tertiary,0,
116,,-112.03283,33.45862,,,0,,tertiary,0,
117,,-112.03023,33.45859,,,1,,secondary,0,
118,,-112.07126,33.45868,,,0,,residential,0,
119,,-112.07257,33.45868,,,1,,residential,0,
120,,-112.05894,33.45927,,,0,,tertiary,0,
121,,-112.04333,33.45961,,,0,,residential,0,
122,,-112.04116,33.4596,,,0,,residential,0,
124,,-112.05316,33.4596,,,0,,residential,0,
125,,-112.05204,33.45961,,,0,,residential,0,
126,,-112.04985,33.45962,,,0,,residential,0,
127,,-112.04765,33.45963,,,0,,secondary,0,
129,,-112.04002,33.45957,,,0,,residential,1,
130,,-112.03901,33.45958,,,0,,tertiary,0,
131,,-112.07825,33.46474,,,0,,residential,0,
132,,-112.08028,33.46477,,,0,,residential,0,
133,,-112.08493,33.46477,,,0,,residential,0,
134,,-112.08705,33.46476,,,0,,residential,0,
135,,-112.0892,33.46477,,,0,,residential,0,
136,,-112.09346,33.46475,,,0,,residential,0,
137,,-112.09453,33.46475,,,0,,residential,0,
138,,-112.07511,33.44715,,,1,,primary,0,
139,,-112.07505,33.44608,,,1,,residential,0,
140,,-112.07493,33.44524,,,0,,secondary,0,
141,,-112.07823,33.46263,,,0,,residential,0,
142,,-112.07826,33.46375,,,0,,residential,0,
143,,-112.07827,33.46578,,,1,,secondary,0,
144,,-112.07826,33.46675,,,0,,residential,0,
145,,-112.07826,33.46764,,,0,,residential,0,
146,,-112.07771,33.45036,,,0,,residential,0,
147,,-112.07773,33.45473,,,0,,residential,0,
148,,-112.07772,33.45671,,,0,,residential,0,
149,,-112.07776,33.45865,,,1,,tertiary,0,
150,,-112.07778,33.45968,,,0,,residential,0,
151,,-112.07778,33.45993,,,0,,residential,0,
152,,-112.07775,33.46071,,,0,,residential,0,
153,,-112.07256,33.44932,,,1,,residential,0,
154,,-112.07255,33.4504,,,1,,residential,0,
155,,-112.07255,33.45138,,,1,,residential,0,
156,,-112.07255,33.45239,,,0,,residential,0,
157,,-112.07254,33.45349,,,0,,residential,0,
158,,-112.07255,33.45445,,,0,,residential,0,
159,,-112.07254,33.45555,,,0,,residential,0,
160,,-112.07254,33.4566,,,0,,residential,0,
161,,-112.07255,33.45764,,,0,,residential,0,
162,,-112.07255,33.46001,,,0,,residential,0,
163,,-112.07248,33.46131,,,0,,residential,0,
164,,-112.07244,33.46397,,,0,,residential,0,
165,,-112.07244,33.46574,,,0,,secondary,0,
166,,-112.0716,33.46573,,,0,,secondary,0,
167,,-112.0716,33.46755,,,0,,residential,0,
168,,-112.0455,33.45688,,,0,,residential,0,
169,,-112.0455,33.45777,,,0,,residential,0,
170,,-112.04556,33.44946,,,0,,residential,0,
171,,-112.04555,33.45045,,,0,,residential,0,
172,,-112.04555,33.45142,,,0,,residential,0,
173,,-112.04555,33.45419,,,0,,residential,0,
174,,-112.04558,33.45508,,,0,,residential,0,
175,,-112.04549,33.46281,,,0,,residential,0,
176,,-112.04547,33.46051,,,0,,residential,0,
177,,-112.04547,33.4614,,,0,,residential,0,
178,,-112.04551,33.46577,,,0,,secondary,0,
179,,-112.04551,33.46758,,,0,,residential,0,
180,,-112.03664,33.46221,,,0,,motorway,0,
181,,-112.0621,33.44562,,,0,,residential,0,
182,,-112.059,33.44562,,,0,,residential,0,
183,,-112.04784,33.44671,,,0,,secondary,0,
184,,-112.04723,33.44618,,,0,,residential,0,
185,,-112.04557,33.44617,,,0,,residential,0,
186,,-112.0434,33.44618,,,0,,residential,0,
187,,-112.04124,33.44617,,,0,,residential,0,
188,,-112.039,33.44618,,,0,,residential,0,
189,,-112.03844,33.44632,,,0,,residential,1,
190,,-112.05644,33.44613,,,0,,residential,0,
191,,-112.05424,33.44615,,,0,,residential,0,
192,,-112.05208,33.44616,,,0,,residential,0,
193,,-112.03027,33.44632,,,0,,residential,0,
194,,-112.07253,33.44608,,,0,,residential,0,
195,,-112.036,33.45519,,,0,,residential,0,
196,,-112.0327,33.45517,,,0,,residential,0,
197,,-112.03021,33.45516,,,0,,secondary,0,
198,,-112.02951,33.4564,,,0,,unclassified,1,
199,,-112.06207,33.45483,,,0,,residential,0,
200,,-112.06053,33.45483,,,0,,residential,0,
201,,-112.05896,33.45484,,,0,,residential,0,
202,,-112.05442,33.45484,,,0,,residential,0,
203,,-112.05218,33.45485,,,0,,residential,0,
204,,-112.04894,33.45485,,,0,,residential,0,
205,,-112.04768,33.45483,,,1,,residential,0,
206,,-112.07127,33.45444,,,0,,residential,0,
209,,-112.06746,33.45441,,,0,,residential,0,
210,,-112.06626,33.45442,,,0,,residential,0,
211,,-112.06524,33.4545,,,1,,residential,0,
212,,-112.06207,33.45458,,,0,,residential,0,
213,,-112.03902,33.45522,,,0,,tertiary,0,
214,,-112.03836,33.45521,,,0,,residential,1,
215,,-112.0383,33.46244,,,0,,motorway,0,
216,,-112.09584,33.44862,,,0,,secondary,0,
217,,-112.09582,33.447,,,1,,secondary,0,
218,,-112.09581,33.44598,,,1,,residential,0,
219,,-112.03339,33.45716,,,0,,residential,1,
220,,-112.03339,33.45771,,,0,,residential,0,
221,,-112.03282,33.45935,,,0,,residential,1,
222,,-112.0675,33.45354,,,0,,residential,0,
223,,-112.06864,33.45554,,,0,,residential,0,
224,,-112.06873,33.45658,,,0,,residential,0,
225,,-112.06871,33.45762,,,0,,residential,0,
226,,-112.05424,33.44517,,,0,,residential,0,
227,,-112.0802,33.45968,,,0,,residential,0,
228,,-112.08485,33.45968,,,0,,residential,0,
229,,-112.087,33.45967,,,0,,residential,0,
230,,-112.08916,33.45968,,,0,,residential,0,
231,,-112.10438,33.45995,,,0,,unclassified,0,
232,,-112.10599,33.45996,,,0,,unclassified,0,
233,,-112.06065,33.4493,,,0,,residential,0,
234,,-112.06015,33.44922,,,0,,residential,0,
235,,-112.06625,33.44938,,,0,,residential,0,
236,,-112.06512,33.44937,,,0,,primary,0,
237,,-112.07128,33.44932,,,1,,residential,0,
238,,-112.05423,33.44942,,,0,,residential,0,
239,,-112.05207,33.44944,,,0,,residential,0,
240,,-112.0499,33.44944,,,0,,residential,0,
241,,-112.04769,33.44946,,,0,,residential,0,
242,,-112.04338,33.44946,,,0,,residential,0,
243,,-112.04123,33.44945,,,0,,residential,0,
244,,-112.039,33.44946,,,0,,tertiary,0,
245,,-112.03831,33.44945,,,0,,residential,1,
246,,-112.03616,33.44949,,,0,,residential,0,
247,,-112.0346,33.44942,,,0,,residential,0,
248,,-112.03365,33.44942,,,0,,residential,0,
249,,-112.0302,33.44931,,,0,,secondary,0,
250,,-112.06204,33.46364,,,0,,residential,0,
251,,-112.06203,33.46467,,,0,,residential,0,
252,,-112.06203,33.46573,,,0,,secondary,0,
253,,-112.06208,33.44983,,,0,,residential,0,
254,,-112.06207,33.45135,,,1,,residential,0,
255,,-112.06207,33.45235,,,0,,residential,0,
256,,-112.06207,33.4529,,,0,,residential,0,
257,,-112.06207,33.45387,,,0,,residential,0,
258,,-112.06207,33.45581,,,0,,residential,0,
259,,-112.06207,33.45753,,,0,,residential,0,
260,,-112.06206,33.45773,,,0,,residential,0,
261,,-112.06205,33.45994,,,0,,residential,0,
262,,-112.06206,33.46126,,,0,,residential,0,
263,,-112.09141,33.44599,,,0,,residential,0,
264,,-112.07589,33.46766,,,0,,residential,0,
265,,-112.08028,33.46767,,,0,,residential,0,
266,,-112.08384,33.46768,,,0,,residential,0,
267,,-112.08475,33.46749,,,0,,residential,0,
268,,-112.08592,33.46767,,,0,,residential,0,
269,,-112.08704,33.46765,,,0,,residential,0,
270,,-112.08815,33.46768,,,0,,residential,0,
271,,-112.08914,33.46747,,,0,,residential,0,
272,,-112.0903,33.46769,,,0,,residential,0,
273,,-112.11346,33.46753,,,0,,unclassified,0,
274,,-112.04339,33.4452,,,0,,residential,0,
275,,-112.04339,33.44448,,,0,,residential,0,
276,,-112.10877,33.44805,,,0,,residential,0,
277,,-112.10875,33.44695,,,1,,secondary,0,
278,,-112.10876,33.44591,,,0,,secondary,0,
279,,-112.07121,33.46573,,,0,,secondary,0,
280,,-112.0694,33.46572,,,1,,secondary,0,
281,,-112.06078,33.46573,,,1,,residential,0,
282,,-112.05968,33.46574,,,0,,secondary,0,
283,,-112.05205,33.46577,,,0,,residential,0,
284,,-112.0477,33.46578,,,1,,secondary,0,
285,,-112.04335,33.46578,,,0,,residential,0,
286,,-112.04117,33.46578,,,0,,residential,0,
287,,-112.04657,33.46758,,,0,,residential,0,
288,,-112.04334,33.46758,,,0,,residential,0,
289,,-112.04225,33.46757,,,0,,residential,0,
290,,-112.03899,33.46758,,,0,,residential,0,
291,,-112.06076,33.46755,,,0,,residential,0,
292,,-112.05965,33.46755,,,0,,residential,0,
293,,-112.05855,33.46756,,,0,,residential,0,
294,,-112.05426,33.46758,,,0,,residential,0,
295,,-112.05205,33.46758,,,0,,residential,0,
296,,-112.04983,33.46758,,,0,,residential,0,
297,,-112.04769,33.46759,,,0,,secondary,0,
298,,-112.06942,33.46755,,,0,,residential,0,
299,,-112.06512,33.46754,,,0,,primary,0,
300,,-112.06511,33.46715,,,0,,primary,0,
301,,-112.06076,33.46716,,,0,,residential,0,
302,,-112.03025,33.46734,,,0,,secondary,0,
303,,-112.02915,33.46734,,,0,,residential,0,
304,,-112.03683,33.46759,,,0,,residential,0,
305,,-112.03574,33.46758,,,0,,residential,0,
306,,-112.03464,33.46758,,,0,,residential,0,
307,,-112.09822,33.44921,,,0,,residential,0,
308,,-112.09822,33.45026,,,0,,residential,0,
309,,-112.09815,33.45129,,,0,,secondary,0,
310,,-112.09814,33.45494,,,0,,residential,0,
311,,-112.09788,33.46411,,,0,,secondary,0,
312,,-112.09774,33.46585,,,0,,secondary,0,
313,,-112.09788,33.4586,,,0,,tertiary,0,
314,,-112.09787,33.45949,,,0,,residential,0,
315,,-112.09786,33.4604,,,0,,residential,0,
316,,-112.09786,33.46085,,,0,,residential,0,
317,,-112.08486,33.46679,,,0,,residential,0,
318,,-112.06077,33.46467,,,0,,residential,0,
319,,-112.03365,33.46489,,,0,,residential,0,
320,,-112.03025,33.46488,,,0,,secondary,0,
321,,-112.02957,33.46488,,,0,,residential,0,
322,,-112.05205,33.46472,,,0,,residential,0,
323,,-112.04986,33.46473,,,0,,residential,0,
324,,-112.04771,33.46474,,,0,,residential,0,
325,,-112.04334,33.46473,,,0,,residential,0,
326,,-112.04118,33.46474,,,0,,residential,0,
327,,-112.03901,33.46474,,,0,,residential,0,
328,,-112.08702,33.46069,,,0,,residential,0,
329,,-112.08917,33.46069,,,0,,residential,0,
330,,-112.09237,33.46047,,,0,,residential,0,
331,,-112.09355,33.46053,,,0,,secondary,0,
332,,-112.09562,33.46043,,,0,,residential,0,
333,,-112.10003,33.46039,,,0,,primary,0,
334,,-112.0302,33.45032,,,0,,secondary,0,
335,,-112.03019,33.45135,,,1,,secondary,0,
336,,-112.0302,33.45297,,,0,,secondary,0,
337,,-112.03022,33.45641,,,1,,secondary,0,
338,,-112.03023,33.45769,,,0,,secondary,0,
339,,-112.03024,33.45996,,,0,,secondary,0,
340,,-112.03024,33.46042,,,0,,secondary,0,
341,,-112.03034,33.4631,,,0,,residential,0,
342,,-112.03025,33.464,,,0,,residential,0,
343,,-112.07894,33.44931,,,0,,residential,0,
344,,-112.07894,33.45036,,,0,,residential,0,
345,,-112.07899,33.45141,,,0,,secondary,0,
346,,-112.07896,33.45474,,,0,,residential,0,
347,,-112.07894,33.45671,,,0,,residential,0,
348,,-112.07894,33.45866,,,0,,tertiary,0,
349,,-112.04723,33.44517,,,0,,residential,0,
351,,-112.08018,33.44503,,,0,,residential,0,
352,,-112.07127,33.45038,,,1,,residential,0,
353,,-112.06627,33.4504,,,0,,residential,0,
354,,-112.05813,33.44984,,,0,,residential,0,
355,,-112.04206,33.45046,,,0,,residential,1,
356,,-112.04122,33.45045,,,0,,residential,0,
357,,-112.03899,33.45045,,,0,,residential,0,
358,,-112.03817,33.45046,,,0,,residential,1,
359,,-112.05423,33.45041,,,0,,residential,0,
360,,-112.05206,33.45043,,,0,,residential,0,
361,,-112.0499,33.45044,,,0,,residential,0,
362,,-112.04774,33.45045,,,0,,residential,0,
363,,-112.03626,33.45044,,,0,,residential,0,
364,,-112.0346,33.45042,,,0,,residential,0,
365,,-112.03384,33.45042,,,0,,residential,0,
366,,-112.09349,33.45765,,,0,,residential,0,
367,,-112.09565,33.45768,,,0,,residential,0,
369,,-112.06997,33.45347,,,0,,residential,0,
370,,-112.07,33.45553,,,0,,residential,0,
371,,-112.06998,33.4566,,,0,,residential,0,
372,,-112.06998,33.45763,,,0,,residential,0,
373,,-112.0694,33.45999,,,0,,residential,0,
374,,-112.06938,33.46131,,,0,,residential,0,
375,,-112.06937,33.46396,,,0,,residential,0,
376,,-112.09938,33.45127,,,0,,secondary,0,
377,,-112.09934,33.45493,,,0,,residential,0,
378,,-112.08482,33.45423,,,0,,residential,0,
379,,-112.08483,33.45513,,,0,,residential,0,
380,,-112.08483,33.45602,,,0,,residential,0,
381,,-112.08484,33.45692,,,0,,residential,0,
382,,-112.08485,33.45868,,,0,,residential,0,
383,,-112.08479,33.44928,,,0,,residential,0,
384,,-112.08489,33.46172,,,0,,residential,0,
385,,-112.08491,33.46274,,,0,,residential,0,
386,,-112.08491,33.46376,,,0,,residential,0,
387,,-112.08486,33.46584,,,0,,secondary,0,
388,,-112.10228,33.44809,,,0,,residential,0,
389,,-112.10229,33.44919,,,0,,residential,0,
390,,-112.1023,33.45024,,,0,,residential,0,
391,,-112.1023,33.45125,,,0,,secondary,0,
392,,-112.10236,33.45492,,,0,,residential,0,
393,,-112.05374,33.45269,,,0,,residential,0,
394,,-112.05374,33.45292,,,0,,residential,0,
395,,-112.05376,33.45387,,,0,,residential,0,
396,,-112.05315,33.4605,,,0,,residential,1,
397,,-112.11099,33.44804,,,0,,residential,0,
398,,-112.11099,33.44694,,,0,,residential,0,
399,,-112.11097,33.44589,,,0,,residential,0,
400,,-112.11097,33.44549,,,0,,residential,0,
401,,-112.06518,33.45235,,,0,,primary,0,
402,,-112.06521,33.45552,,,0,,primary,0,
403,,-112.06522,33.45581,,,0,,primary,0,
404,,-112.06521,33.45656,,,0,,primary,0,
405,,-112.06522,33.45672,,,0,,primary,0,
406,,-112.06524,33.45757,,,0,,residential,0,
407,,-112.05209,33.44518,,,0,,residential,0,
408,,-112.07127,33.4524,,,0,,residential,0,
409,,-112.06052,33.4529,,,0,,residential,0,
410,,-112.05897,33.4529,,,0,,residential,0,
411,,-112.05782,33.4529,,,0,,residential,0,
412,,-112.05705,33.4529,,,0,,residential,0,
413,,-112.05478,33.45291,,,0,,residential,0,
414,,-112.03602,33.45292,,,0,,residential,0,
415,,-112.03266,33.45294,,,0,,residential,0,
416,,-112.04447,33.45294,,,0,,residential,0,
417,,-112.03901,33.45294,,,0,,tertiary,0,
418,,-112.03856,33.45294,,,0,,residential,0,
419,,-112.05222,33.4527,,,0,,residential,0,
420,,-112.08259,33.45035,,,0,,secondary,0,
421,,-112.08259,33.45141,,,1,,secondary,0,
422,,-112.0826,33.45424,,,0,,secondary,0,
423,,-112.0826,33.45474,,,0,,secondary,0,
424,,-112.08261,33.45514,,,0,,secondary,0,
425,,-112.08262,33.45604,,,0,,secondary,0,
426,,-112.08263,33.45694,,,0,,secondary,0,
427,,-112.0826,33.45868,,,1,,secondary,0,
428,,-112.08263,33.46274,,,0,,residential,0,
429,,-112.0826,33.46376,,,0,,residential,0,
430,,-112.08028,33.46678,,,0,,residential,0,
431,,-112.10638,33.46688,,,0,,unclassified,0,
432,,-112.10853,33.46687,,,0,,unclassified,0,
433,,-112.06564,33.45997,,,0,,residential,0,
434,,-112.06551,33.46128,,,0,,residential,0,
435,,-112.03262,33.45136,,,0,,secondary,0,
436,,-112.03271,33.45404,,,0,,residential,0,
437,,-112.11318,33.44912,,,0,,residential,0,
438,,-112.11316,33.45017,,,0,,residential,0,
439,,-112.11317,33.45115,,,1,,residential,0,
440,,-112.039,33.46376,,,0,,residential,0,
441,,-112.039,33.45142,,,1,,tertiary,0,
442,,-112.03901,33.45406,,,0,,tertiary,0,
443,,-112.03901,33.45605,,,0,,tertiary,0,
444,,-112.03901,33.45637,,,0,,tertiary,0,
445,,-112.03901,33.46047,,,0,,tertiary,0,
446,,-112.08366,33.4471,,,0,,residential,0,
447,,-112.08365,33.44603,,,0,,residential,0,
448,,-112.05898,33.45135,,,1,,tertiary,0,
449,,-112.05896,33.45387,,,0,,residential,0,
450,,-112.05896,33.45581,,,0,,residential,0,
451,,-112.05896,33.45677,,,0,,tertiary,0,
452,,-112.05895,33.45774,,,0,,residential,0,
453,,-112.05894,33.45994,,,0,,tertiary,0,
454,,-112.05893,33.46125,,,0,,tertiary,0,
455,,-112.05891,33.46365,,,0,,residential,0,
456,,-112.06072,33.46256,,,0,,residential,0,
457,,-112.05425,33.46261,,,0,,residential,0,
458,,-112.05205,33.46261,,,0,,residential,0,
459,,-112.04985,33.46281,,,0,,residential,0,
460,,-112.04747,33.46283,,,0,,residential,0,
461,,-112.04334,33.4628,,,0,,residential,0,
462,,-112.03361,33.46314,,,0,,residential,0,
463,,-112.087,33.44708,,,0,,residential,0,
464,,-112.08699,33.446,,,0,,residential,0,
465,,-112.08697,33.4451,,,0,,residential,0,
466,,-112.0777,33.44607,,,0,,residential,0,
467,,-112.08589,33.44601,,,0,,residential,0,
468,,-112.08924,33.446,,,0,,residential,0,
469,,-112.09816,33.44597,,,0,,residential,0,
470,,-112.10011,33.44597,,,0,,residential,0,
471,,-112.10227,33.44594,,,0,,residential,0,
472,,-112.10442,33.44593,,,0,,residential,0,
473,,-112.10659,33.44593,,,0,,residential,0,
474,,-112.10775,33.44591,,,0,,secondary,0,
475,,-112.04768,33.45581,,,0,,secondary,0,
476,,-112.04766,33.45678,,,0,,secondary,0,
477,,-112.04765,33.45774,,,0,,residential,0,
478,,-112.04766,33.46052,,,0,,residential,0,
479,,-112.04772,33.46376,,,0,,residential,0,
480,,-112.05644,33.44511,,,0,,residential,0,
481,,-112.08814,33.44925,,,0,,residential,0,
482,,-112.08815,33.45608,,,0,,residential,0,
483,,-112.08807,33.45866,,,0,,tertiary,0,
484,,-112.10013,33.4481,,,0,,residential,0,
485,,-112.10011,33.44921,,,1,,primary,0,
486,,-112.1001,33.45024,,,0,,residential,0,
487,,-112.10009,33.45126,,,1,,secondary,0,
488,,-112.10012,33.45493,,,0,,primary,0,
489,,-112.10008,33.45858,,,0,,primary,0,
490,,-112.10007,33.45947,,,0,,primary,0,
491,,-112.10002,33.46316,,,0,,primary,0,
492,,-112.10002,33.46401,,,0,,primary,0,
493,,-112.09998,33.46587,,,1,,secondary,0,
494,,-112.07769,33.44713,,,1,,residential,0,
495,,-112.0777,33.44503,,,0,,residential,0,
496,,-112.06071,33.45022,,,0,,residential,0,
497,,-112.06364,33.45753,,,0,,residential,0,
498,,-112.04556,33.44518,,,0,,residential,0,
499,,-112.07126,33.45554,,,0,,residential,0,
500,,-112.03601,33.45603,,,0,,residential,0,
501,,-112.03373,33.45603,,,0,,residential,1,
502,,-112.03151,33.45637,,,0,,residential,0,
503,,-112.06053,33.45581,,,0,,residential,0,
504,,-112.05439,33.45581,,,0,,residential,0,
505,,-112.05216,33.45581,,,0,,residential,0,
506,,-112.03859,33.45606,,,0,,residential,1,
507,,-112.06748,33.45553,,,0,,residential,0,
508,,-112.06625,33.45553,,,0,,residential,0,
509,,-112.09035,33.44706,,,0,,residential,0,
510,,-112.09585,33.44923,,,1,,secondary,0,
511,,-112.09585,33.45027,,,1,,residential,0,
512,,-112.09576,33.4513,,,1,,secondary,0,
513,,-112.09567,33.45406,,,0,,residential,0,
514,,-112.09566,33.45496,,,0,,residential,0,
515,,-112.09566,33.45861,,,0,,residential,0,
516,,-112.09563,33.45953,,,0,,residential,0,
517,,-112.0956,33.46131,,,0,,residential,0,
518,,-112.09561,33.46272,,,0,,residential,0,
519,,-112.09561,33.46374,,,0,,residential,0,
520,,-112.04439,33.4605,,,0,,residential,0,
521,,-112.04441,33.4614,,,0,,residential,0,
522,,-112.04446,33.45142,,,0,,secondary,0,
523,,-112.04448,33.45419,,,0,,residential,0,
524,,-112.04451,33.45542,,,0,,residential,0,
525,,-112.07253,33.44504,,,0,,residential,0,
526,,-112.05224,33.45139,,,0,,secondary,0,
527,,-112.0522,33.454,,,0,,residential,0,
528,,-112.05213,33.45677,,,0,,residential,0,
529,,-112.05209,33.45774,,,0,,residential,0,
530,,-112.05205,33.46049,,,0,,residential,0,
531,,-112.05206,33.46098,,,0,,residential,0,
532,,-112.05206,33.4614,,,0,,residential,1,
533,,-112.05205,33.46365,,,0,,residential,0,
534,,-112.05206,33.45139,,,0,,secondary,0,
535,,-112.07643,33.44931,,,0,,residential,0,
536,,-112.07644,33.45037,,,0,,residential,0,
537,,-112.07643,33.45472,,,0,,residential,0,
538,,-112.07642,33.4567,,,0,,residential,0,
539,,-112.07641,33.45866,,,0,,residential,0,
540,,-112.10011,33.44699,,,1,,primary,0,
541,,-112.10854,33.46595,,,0,,unclassified,0,
542,,-112.10881,33.4502,,,0,,residential,0,
543,,-112.0968,33.46323,,,0,,unclassified,0,
544,,-112.0802,33.46275,,,0,,residential,0,
545,,-112.08703,33.46272,,,0,,residential,0,
546,,-112.08919,33.46273,,,0,,residential,0,
547,,-112.09237,33.46272,,,0,,residential,0,
548,,-112.09345,33.46273,,,0,,residential,0,
549,,-112.09453,33.46272,,,0,,residential,0,
550,,-112.06871,33.44506,,,0,,residential,0,
551,,-112.04118,33.4628,,,0,,residential,0,
552,,-112.04118,33.46376,,,0,,residential,0,
553,,-112.04121,33.45631,,,0,,residential,0,
554,,-112.04121,33.45689,,,0,,residential,0,
