,name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
3142,East Van Buren Street,3212,436946875.0,1713,155,1,47.35767215257832,3,39,,secondary,4,"LINESTRING (-112.0720515 33.4514258, -112.0724347 33.4514229, -112.0725514 33.4513806)",auto,0
3143,East Van Buren Street,3213,436946876.0,5866,1715,1,71.56786999566117,2,39,,secondary,4,"LINESTRING (-112.0699869 33.4514446, -112.0701285 33.4514444, -112.0707583 33.4514421)",auto,0
3144,East Van Buren Street,3214,436946877.0,5867,1713,1,72.8072692878469,2,39,,secondary,4,"LINESTRING (-112.0712669 33.4514357, -112.0714005 33.4514306, -112.0720515 33.4514258)",auto,0
3145,East Van Buren Street,3215,436946878.0,1700,1077,1,69.90760419105243,4,25,,secondary,4,"LINESTRING (-112.0659042 33.4513108, -112.0653517 33.4513174, -112.0651605 33.451369)",auto,0
3146,East Van Buren Street,3216,436946879.0,1707,925,1,61.798815726618976,2,39,,secondary,4,"LINESTRING (-112.0731656 33.4513849, -112.0737134 33.4513858, -112.0738317 33.4513869)",auto,1
3147,East Van Buren Street,3217,436946879.0,925,1707,1,61.798815726618976,2,39,,secondary,4,"LINESTRING (-112.0738317 33.4513869, -112.0737134 33.4513858, -112.0731656 33.4513849)",auto,1
3148,East Van Buren Street,3218,436946880.0,5867,1702,1,79.81640991700303,2,39,,secondary,4,"LINESTRING (-112.0712653 33.4513389, -112.0711481 33.4513387, -112.070405 33.4513424)",auto,0
3149,East Van Buren Street,3219,436946882.0,5866,1701,1,174.9751239757626,2,39,,secondary,4,"LINESTRING (-112.0699821 33.4513409, -112.0698483 33.4513389, -112.0680962 33.4513254)",auto,0
3150,East Van Buren Street,3220,436946883.0,5871,1698,1,47.47713154697765,2,25,,secondary,4,"LINESTRING (-112.0674986 33.4513229, -112.0673552 33.451316, -112.0669872 33.4513088)",auto,0
3151,East Van Buren Street,3221,436946884.0,1703,5867,1,41.64758057726337,3,39,,secondary,4,"LINESTRING (-112.0717142 33.4513406, -112.0713903 33.4513392, -112.0712653 33.4513389)",auto,0
3152,East Van Buren Street,3222,436946885.0,1702,5866,1,39.23692786238098,3,39,,secondary,4,"LINESTRING (-112.070405 33.4513424, -112.0701212 33.4513429, -112.0699821 33.4513409)",auto,0
3153,East Van Buren Street,3223,436946886.0,254,1705,1,44.40274199028467,2,30,,secondary,4,"LINESTRING (-112.0620722 33.4513509, -112.0621901 33.4513511, -112.0623822 33.4513516, -112.0625508 33.451352)",auto,1
3154,East Van Buren Street,3224,436946886.0,1705,254,1,44.40274199028467,3,30,,secondary,4,"LINESTRING (-112.0625508 33.451352, -112.0623822 33.4513516, -112.0621901 33.4513511, -112.0620722 33.4513509)",auto,1
3157,West Van Buren Street,3227,436946888.0,925,920,1,9.315365139393778,2,39,,secondary,4,"LINESTRING (-112.0738317 33.4513869, -112.0739321 33.4513879)",auto,1
3158,West Van Buren Street,3228,436946888.0,920,925,1,9.315365139393778,2,39,,secondary,4,"LINESTRING (-112.0739321 33.4513879, -112.0738317 33.4513869)",auto,1
3159,West Van Buren Street,3229,436946889.0,1712,588,1,48.84171737259854,3,39,,secondary,4,"LINESTRING (-112.07965 33.45141, -112.0799352 33.4514109, -112.0800779 33.4514113, -112.0801764 33.4514138)",auto,1
3160,West Van Buren Street,3230,436946889.0,588,1712,1,48.84171737259854,2,39,,secondary,4,"LINESTRING (-112.0801764 33.4514138, -112.0800779 33.4514113, -112.0799352 33.4514109, -112.07965 33.45141)",auto,1
3163,West Van Buren Street,3233,436946891.0,1339,1711,1,44.450356115875216,2,39,,secondary,4,"LINESTRING (-112.0777346 33.4514022, -112.0778334 33.4514029, -112.0782137 33.4514054)",auto,1
3164,West Van Buren Street,3234,436946891.0,1711,1339,1,44.450356115875216,3,39,,secondary,4,"LINESTRING (-112.0782137 33.4514054, -112.0778334 33.4514029, -112.0777346 33.4514022)",auto,1
3165,West Van Buren Street,3235,436946892.0,1710,1338,1,54.20897622523816,3,39,,secondary,4,"LINESTRING (-112.0758507 33.4514013, -112.0758559 33.4514013, -112.0763505 33.451401, -112.076435 33.4514011)",auto,1
3166,West Van Buren Street,3236,436946892.0,1338,1710,1,54.20897622523816,2,39,,secondary,4,"LINESTRING (-112.076435 33.4514011, -112.0763505 33.451401, -112.0758559 33.4514013, -112.0758507 33.4514013)",auto,1
3167,West Van Buren Street,3237,436946893.0,1338,1709,1,57.49417778521581,2,39,,secondary,4,"LINESTRING (-112.076435 33.4514011, -112.0765301 33.4514012, -112.0767089 33.4514014, -112.0770547 33.4513992)",auto,1
3168,West Van Buren Street,3238,436946893.0,1709,1338,1,57.49417778521581,3,39,,secondary,4,"LINESTRING (-112.0770547 33.4513992, -112.0767089 33.4514014, -112.0765301 33.4514012, -112.076435 33.4514011)",auto,1
3169,West Van Buren Street,3239,436946894.0,1709,1339,1,63.07978211072975,2,39,,secondary,4,"LINESTRING (-112.0770547 33.4513992, -112.077117 33.4513988, -112.0772362 33.4513994, -112.0774734 33.4514005, -112.0776266 33.4514015, -112.0777346 33.4514022)",auto,1
3170,West Van Buren Street,3240,436946894.0,1339,1709,1,63.07978211072975,2,39,,secondary,4,"LINESTRING (-112.0777346 33.4514022, -112.0776266 33.4514015, -112.0774734 33.4514005, -112.0772362 33.4513994, -112.077117 33.4513988, -112.0770547 33.4513992)",auto,1
3171,East McDowell Road,3241,436947762.0,1688,281,1,56.85301533447283,4,35,,secondary,4,"LINESTRING (-112.0613887 33.4657297, -112.0608888 33.4657304, -112.0607758 33.4657304)",auto,1
3172,East McDowell Road,3242,436947762.0,281,1688,1,56.85301533447283,2,35,,secondary,4,"LINESTRING (-112.0607758 33.4657304, -112.0608888 33.4657304, -112.0613887 33.4657297)",auto,1
3173,East McDowell Road,3243,436947763.0,5902,1685,1,85.58170852635635,3,35,,secondary,4,"LINESTRING (-112.0650271 33.4657219, -112.0648896 33.465723, -112.0644191 33.465724, -112.0642979 33.4657242, -112.0641045 33.4657246)",auto,1
3174,East McDowell Road,3244,436947763.0,1685,5902,1,85.58170852635634,4,35,,secondary,4,"LINESTRING (-112.0641045 33.4657246, -112.0642979 33.4657242, -112.0644191 33.465724, -112.0648896 33.465723, -112.0650271 33.4657219)",auto,1
3175,East McDowell Road,3245,436947764.0,1689,5902,1,70.39593616414804,5,35,,secondary,4,"LINESTRING (-112.0659471 33.4657299, -112.0658365 33.4657288, -112.0658166 33.4657286, -112.0657729 33.4657281, -112.0653261 33.4657236, -112.0651883 33.4657204)",auto,1
3176,East McDowell Road,3246,436947764.0,5902,1689,1,70.39593616414805,3,35,,secondary,4,"LINESTRING (-112.0651883 33.4657204, -112.0653261 33.4657236, -112.0657729 33.4657281, -112.0658166 33.4657286, -112.0658365 33.4657288, -112.0659471 33.4657299)",auto,1
3179,East McDowell Road,3249,436947766.0,1325,969,1,11.346018540550787,3,35,,secondary,4,"LINESTRING (-112.073828 33.4657223, -112.0737861 33.4657228, -112.0737057 33.4657239)",auto,1
3180,East McDowell Road,3250,436947766.0,969,1325,1,11.346018540550787,4,35,,secondary,4,"LINESTRING (-112.0737057 33.4657239, -112.0737861 33.4657228, -112.073828 33.4657223)",auto,1
3181,East McDowell Road,3251,436947767.0,1686,280,1,95.57233098473448,3,35,,secondary,4,"LINESTRING (-112.0704318 33.4657267, -112.0702625 33.4657264, -112.0701949 33.4657263, -112.0700855 33.4657259, -112.0699194 33.4657254, -112.0695977 33.4657244, -112.0694015 33.465723)",auto,1
3182,East McDowell Road,3252,436947767.0,280,1686,1,95.57233098473448,3,35,,secondary,4,"LINESTRING (-112.0694015 33.465723, -112.0695977 33.4657244, -112.0699194 33.4657254, -112.0700855 33.4657259, -112.0701949 33.4657263, -112.0702625 33.4657264, -112.0704318 33.4657267)",auto,1
3187,East McDowell Road,3257,436947769.0,280,1687,1,93.02413131872136,2,35,,secondary,4,"LINESTRING (-112.0694015 33.465723, -112.0692539 33.4657237, -112.0690146 33.4657235, -112.0689181 33.465725, -112.0688136 33.4657266, -112.0686963 33.465727, -112.0684964 33.4657278, -112.0683987 33.4657282)",auto,1
3188,East McDowell Road,3258,436947769.0,1687,280,1,93.02413131872136,4,35,,secondary,4,"LINESTRING (-112.0683987 33.4657282, -112.0684964 33.4657278, -112.0686963 33.465727, -112.0688136 33.4657266, -112.0689181 33.465725, -112.0690146 33.4657235, -112.0692539 33.4657237, -112.0694015 33.465723)",auto,1
3189,East McDowell Road,3259,436947770.0,969,1692,1,95.8303511066627,2,35,,secondary,4,"LINESTRING (-112.0737057 33.4657239, -112.0735804 33.4657256, -112.0733313 33.4657298, -112.0732302 33.4657305, -112.0729513 33.4657326, -112.0728598 33.4657333, -112.0727804 33.4657339, -112.0726727 33.4657347)",auto,1
3190,East McDowell Road,3260,436947770.0,1692,969,1,95.8303511066627,4,35,,secondary,4,"LINESTRING (-112.0726727 33.4657347, -112.0727804 33.4657339, -112.0728598 33.4657333, -112.0729513 33.4657326, -112.0732302 33.4657305, -112.0733313 33.4657298, -112.0735804 33.4657256, -112.0737057 33.4657239)",auto,1
3205,West McDowell Road,3275,436947774.0,1695,606,1,53.211443820206895,4,35,,secondary,4,"LINESTRING (-112.0797235 33.4657904, -112.0799373 33.4657924, -112.080196 33.4657948, -112.0802971 33.4657962)",auto,1
3206,West McDowell Road,3276,436947774.0,606,1695,1,53.211443820206895,2,35,,secondary,4,"LINESTRING (-112.0802971 33.4657962, -112.080196 33.4657948, -112.0799373 33.4657924, -112.0797235 33.4657904)",auto,1
3207,West McDowell Road,3277,436947775.0,143,1694,1,53.48908290276023,3,35,,secondary,4,"LINESTRING (-112.0782659 33.4657767, -112.0783787 33.4657778, -112.0787463 33.4657812, -112.0788425 33.4657821)",auto,1
3208,West McDowell Road,3278,436947775.0,1694,143,1,53.489082902760224,3,35,,secondary,4,"LINESTRING (-112.0788425 33.4657821, -112.0787463 33.4657812, -112.0783787 33.4657778, -112.0782659 33.4657767)",auto,1
3209,West McDowell Road,3279,436947776.0,1696,1416,1,89.96612094269965,4,35,,secondary,4,"LINESTRING (-112.0816843 33.4658179, -112.0818061 33.4658198, -112.0821922 33.465826, -112.0824747 33.4658305, -112.082654 33.4658333)",auto,1
3210,West McDowell Road,3280,436947776.0,1416,1696,1,89.96612094269965,2,35,,secondary,4,"LINESTRING (-112.082654 33.4658333, -112.0824747 33.4658305, -112.0821922 33.465826, -112.0818061 33.4658198, -112.0816843 33.4658179)",auto,1
3211,West McDowell Road,3281,436947777.0,1270,1691,1,89.9072668834474,3,35,,secondary,4,"LINESTRING (-112.0739386 33.4657208, -112.0740769 33.4657189, -112.0749076 33.4657349)",auto,1
3212,West McDowell Road,3282,436947777.0,1691,1270,1,89.9072668834474,4,35,,secondary,4,"LINESTRING (-112.0749076 33.4657349, -112.0740769 33.4657189, -112.0739386 33.4657208)",auto,1
3213,West McDowell Road,3283,436947778.0,606,1696,1,128.70002020315337,3,35,,secondary,4,"LINESTRING (-112.0802971 33.4657962, -112.0804258 33.4657979, -112.081355 33.4658127, -112.0814192 33.4658137, -112.0815307 33.4658155, -112.0816843 33.4658179)",auto,1
3214,West McDowell Road,3284,436947778.0,1696,606,1,128.70002020315337,2,35,,secondary,4,"LINESTRING (-112.0816843 33.4658179, -112.0815307 33.4658155, -112.0814192 33.4658137, -112.081355 33.4658127, -112.0804258 33.4657979, -112.0802971 33.4657962)",auto,1
3215,West McDowell Road,3285,436947779.0,1325,1270,1,10.26067905902625,4,35,,secondary,4,"LINESTRING (-112.073828 33.4657223, -112.0738694 33.4657217, -112.0739158 33.4657211, -112.0739386 33.4657208)",auto,1
3216,West McDowell Road,3286,436947779.0,1270,1325,1,10.26067905902625,3,35,,secondary,4,"LINESTRING (-112.0739386 33.4657208, -112.0739158 33.4657211, -112.0738694 33.4657217, -112.073828 33.4657223)",auto,1
3230,South 17th Avenue,3300,436948410.0,1719,218,1,37.96553707019598,2,39,,secondary,4,"LINESTRING (-112.0958177 33.446317, -112.0958154 33.446079, -112.0958127 33.4459756)",auto,1
3231,South 17th Avenue,3301,436948410.0,218,1719,1,37.96553707019598,1,39,,secondary,4,"LINESTRING (-112.0958127 33.4459756, -112.0958154 33.446079, -112.0958177 33.446317)",auto,1
3232,South 17th Avenue,3302,436948411.0,218,1718,1,33.12765878223523,1,39,,secondary,4,"LINESTRING (-112.0958127 33.4459756, -112.0958125 33.4458548, -112.095809 33.4456777)",auto,1
3233,South 17th Avenue,3303,436948411.0,1718,218,1,33.12765878223523,2,39,,secondary,4,"LINESTRING (-112.095809 33.4456777, -112.0958125 33.4458548, -112.0958127 33.4459756)",auto,1
3234,North 7th Avenue,3304,436949087.0,1289,1725,1,67.14339604591304,3,39,,secondary,4,"LINESTRING (-112.0825725 33.4482238, -112.0825583 33.4483447, -112.0825671 33.448827)",auto,1
3235,North 7th Avenue,3305,436949087.0,1725,1289,1,67.14339604591304,2,39,,secondary,4,"LINESTRING (-112.0825671 33.448827, -112.0825583 33.4483447, -112.0825725 33.4482238)",auto,1
3238,South 7th Avenue,3308,436949090.0,1289,1724,1,12.305562054427693,3,39,,secondary,4,"LINESTRING (-112.0825725 33.4482238, -112.0825771 33.4481132)",auto,1
3239,South 7th Avenue,3309,436949090.0,1724,1289,1,12.305562054427693,4,39,,secondary,4,"LINESTRING (-112.0825771 33.4481132, -112.0825725 33.4482238)",auto,1
3240,South 7th Avenue,3310,436949093.0,1722,1278,1,57.1799477624337,4,39,,secondary,4,"LINESTRING (-112.0825742 33.447614, -112.0825678 33.4472229, -112.082562 33.4470999)",auto,1
3241,South 7th Avenue,3311,436949093.0,1278,1722,1,57.1799477624337,3,39,,secondary,4,"LINESTRING (-112.082562 33.4470999, -112.0825678 33.4472229, -112.0825742 33.447614)",auto,1
3251,West Van Buren Street,3321,436949765.0,512,1963,1,9.158132263044372,2,35,,secondary,4,"LINESTRING (-112.095762 33.4513033, -112.0958607 33.451302)",auto,1
3252,West Van Buren Street,3322,436949765.0,1963,512,1,9.158132263044372,3,35,,secondary,4,"LINESTRING (-112.0958607 33.451302, -112.095762 33.4513033)",auto,1
3253,West Van Buren Street,3323,436949766.0,1401,1736,1,72.08050758097,2,35,,secondary,4,"LINESTRING (-112.0913414 33.4513532, -112.0913949 33.4513532, -112.0914485 33.4513533, -112.0916029 33.4513534, -112.0918208 33.4513514, -112.0921183 33.4513487)",auto,1
3254,West Van Buren Street,3324,436949766.0,1736,1401,1,72.08050758097,3,35,,secondary,4,"LINESTRING (-112.0921183 33.4513487, -112.0918208 33.4513514, -112.0916029 33.4513534, -112.0914485 33.4513533, -112.0913949 33.4513532, -112.0913414 33.4513532)",auto,1
3255,West Van Buren Street,3325,436949767.0,1737,1401,1,59.8197571733204,3,35,,secondary,4,"LINESTRING (-112.0906967 33.45136, -112.0909058 33.451356, -112.0911856 33.4513531, -112.0913414 33.4513532)",auto,1
3256,West Van Buren Street,3326,436949767.0,1401,1737,1,59.81975717332041,2,35,,secondary,4,"LINESTRING (-112.0913414 33.4513532, -112.0911856 33.4513531, -112.0909058 33.451356, -112.0906967 33.45136)",auto,1
3257,West Van Buren Street,3327,436949768.0,593,1809,1,56.1596928481617,2,35,,secondary,4,"LINESTRING (-112.1044648 33.4512296, -112.1045746 33.4512288, -112.1050701 33.451225)",auto,1
3258,West Van Buren Street,3328,436949768.0,1809,593,1,56.1596928481617,3,35,,secondary,4,"LINESTRING (-112.1050701 33.451225, -112.1045746 33.4512288, -112.1044648 33.4512296)",auto,1
3259,West Van Buren Street,3329,436949769.0,1732,593,1,56.3916206296985,3,35,,secondary,4,"LINESTRING (-112.103857 33.4512342, -112.1041793 33.4512318, -112.1043634 33.4512304, -112.1044648 33.4512296)",auto,1
3260,West Van Buren Street,3330,436949769.0,593,1732,1,56.39162062969851,2,35,,secondary,4,"LINESTRING (-112.1044648 33.4512296, -112.1043634 33.4512304, -112.1041793 33.4512318, -112.103857 33.4512342)",auto,1
3261,West Van Buren Street,3331,436949770.0,487,1733,1,65.72529820583105,2,35,,secondary,4,"LINESTRING (-112.1000903 33.4512628, -112.1002356 33.4512617, -112.1003052 33.4512612, -112.1004645 33.45126, -112.1007425 33.4512578, -112.1007987 33.4512574)",auto,1
3262,West Van Buren Street,3332,436949770.0,1733,487,1,65.72529820583105,3,35,,secondary,4,"LINESTRING (-112.1007987 33.4512574, -112.1007425 33.4512578, -112.1004645 33.45126, -112.1003052 33.4512612, -112.1002356 33.4512617, -112.1000903 33.4512628)",auto,1
3263,West Van Buren Street,3333,436949771.0,1734,487,1,53.1072616668104,4,35,,secondary,4,"LINESTRING (-112.0995179 33.4512672, -112.0995941 33.4512666, -112.0996054 33.4512665, -112.0999569 33.4512638, -112.1000903 33.4512628)",auto,1
3264,West Van Buren Street,3334,436949771.0,487,1734,1,53.1072616668104,2,35,,secondary,4,"LINESTRING (-112.1000903 33.4512628, -112.0999569 33.4512638, -112.0996054 33.4512665, -112.0995941 33.4512666, -112.0995179 33.4512672)",auto,1
3283,North 19th Avenue,3353,436949991.0,1740,493,1,143.29497874158776,5,35,,primary,3,"LINESTRING (-112.1000063 33.4645788, -112.1000042 33.4648342, -112.099993 33.4652074, -112.0999853 33.4655736, -112.0999836 33.4658673)",auto,1
3284,North 19th Avenue,3354,436949991.0,493,1740,1,143.29497874158776,2,35,,primary,3,"LINESTRING (-112.0999836 33.4658673, -112.0999853 33.4655736, -112.099993 33.4652074, -112.1000042 33.4648342, -112.1000063 33.4645788)",auto,1
3285,North 19th Avenue,3355,436949992.0,487,1739,1,63.11960408024216,2,35,,primary,3,"LINESTRING (-112.1000903 33.4512628, -112.1000873 33.4513665, -112.1000827 33.4518053, -112.1000824 33.4518304)",auto,1
3286,North 19th Avenue,3356,436949992.0,1739,487,1,63.11960408024214,3,35,,primary,3,"LINESTRING (-112.1000824 33.4518304, -112.1000827 33.4518053, -112.1000873 33.4513665, -112.1000903 33.4512628)",auto,1
3287,North 19th Avenue,3357,436949993.0,485,1123,1,58.81363498196595,2,35,,primary,3,"LINESTRING (-112.1001145 33.4492085, -112.1001132 33.4493308, -112.1001095 33.4496479, -112.1001085 33.4497374)",auto,1
3288,North 19th Avenue,3358,436949993.0,1123,485,1,58.81363498196595,2,35,,primary,3,"LINESTRING (-112.1001085 33.4497374, -112.1001095 33.4496479, -112.1001132 33.4493308, -112.1001145 33.4492085)",auto,1
3289,North 19th Avenue,3359,436949994.0,1738,487,1,63.67483543523917,3,35,,primary,3,"LINESTRING (-112.100097 33.4506902, -112.1000966 33.450746, -112.1000962 33.4508069, -112.1000961 33.4508259, -112.1000939 33.4511298, -112.1000903 33.4512628)",auto,1
3290,North 19th Avenue,3360,436949994.0,487,1738,1,63.67483543523917,2,35,,primary,3,"LINESTRING (-112.1000903 33.4512628, -112.1000939 33.4511298, -112.1000961 33.4508259, -112.1000962 33.4508069, -112.1000966 33.450746, -112.100097 33.4506902)",auto,1
3295,Grand Avenue,3365,436950420.0,1742,1532,1,61.839112053996345,2,45,,secondary,4,"LINESTRING (-112.0907887 33.4582629, -112.0910455 33.4584756, -112.0912619 33.4586546)",auto,1
3296,Grand Avenue,3366,436950420.0,1532,1742,1,61.839112053996345,1,45,,secondary,4,"LINESTRING (-112.0912619 33.4586546, -112.0910455 33.4584756, -112.0907887 33.4582629)",auto,1
3297,Grand Avenue,3367,436950421.0,1532,1743,1,59.12558151134688,2,35,,secondary,4,"LINESTRING (-112.0912619 33.4586546, -112.0913309 33.4587117, -112.0914813 33.4588361, -112.0917153 33.4590283)",auto,1
3298,Grand Avenue,3368,436950421.0,1743,1532,1,59.12558151134688,3,35,,secondary,4,"LINESTRING (-112.0917153 33.4590283, -112.0914813 33.4588361, -112.0913309 33.4587117, -112.0912619 33.4586546)",auto,1
3305,West McDowell Road,3377,436951122.0,78,1746,1,62.580321291426095,3,35,,secondary,4,"LINESTRING (-112.091327 33.4658294, -112.0914751 33.4658295, -112.0915631 33.4658318, -112.0915917 33.4658319, -112.0919786 33.4658326, -112.0920016 33.4658326)",auto,1
3306,West McDowell Road,3378,436951122.0,1746,78,1,62.580321291426095,3,35,,secondary,4,"LINESTRING (-112.0920016 33.4658326, -112.0919786 33.4658326, -112.0915917 33.4658319, -112.0915631 33.4658318, -112.0914751 33.4658295, -112.091327 33.4658294)",auto,1
3307,West McDowell Road,3379,436951123.0,5895,1751,1,43.79244823206877,3,35,,secondary,4,"LINESTRING (-112.0956722 33.4658433, -112.0957983 33.4658429, -112.0960465 33.4658423, -112.0961443 33.465842)",auto,1
3308,West McDowell Road,3380,436951123.0,1751,5895,1,43.79244823206878,3,35,,secondary,4,"LINESTRING (-112.0961443 33.465842, -112.0960465 33.4658423, -112.0957983 33.4658429, -112.0956722 33.4658433)",auto,1
3309,West McDowell Road,3381,436951124.0,1747,78,1,61.95568916748039,4,35,,secondary,4,"LINESTRING (-112.0906592 33.4658329, -112.0908808 33.4658273, -112.0912059 33.4658293, -112.091327 33.4658294)",auto,1
3310,West McDowell Road,3382,436951124.0,78,1747,1,61.95568916748039,2,35,,secondary,4,"LINESTRING (-112.091327 33.4658294, -112.0912059 33.4658293, -112.0908808 33.4658273, -112.0906592 33.4658329)",auto,1
3311,West McDowell Road,3383,436951125.0,1750,5895,1,23.90489928333188,4,35,,secondary,4,"LINESTRING (-112.0953383 33.4658419, -112.0955128 33.4658427, -112.095596 33.4658433)",auto,1
3312,West McDowell Road,3384,436951125.0,5895,1750,1,23.90489928333188,2,35,,secondary,4,"LINESTRING (-112.095596 33.4658433, -112.0955128 33.4658427, -112.0953383 33.4658419)",auto,1
3315,West McDowell Road,3387,436951126.0,1071,493,1,52.183255573760334,4,35,,secondary,4,"LINESTRING (-112.0994211 33.4658739, -112.0996742 33.4658718, -112.0999836 33.4658673)",auto,1
3316,West McDowell Road,3388,436951126.0,493,1071,1,52.183255573760334,3,35,,secondary,4,"LINESTRING (-112.0999836 33.4658673, -112.0996742 33.4658718, -112.0994211 33.4658739)",auto,1
3317,West McDowell Road,3389,436951127.0,1416,1748,1,92.31527936676704,3,35,,secondary,4,"LINESTRING (-112.082654 33.4658333, -112.0828341 33.4658332, -112.0829283 33.4658332, -112.0830904 33.4658331, -112.0831684 33.465833, -112.0832415 33.465833, -112.083455 33.4658333, -112.0836492 33.4658336)",auto,1
3318,West McDowell Road,3390,436951127.0,1748,1416,1,92.31527936676702,3,35,,secondary,4,"LINESTRING (-112.0836492 33.4658336, -112.083455 33.4658333, -112.0832415 33.465833, -112.0831684 33.465833, -112.0830904 33.4658331, -112.0829283 33.4658332, -112.0828341 33.4658332, -112.082654 33.4658333)",auto,1
3319,West McDowell Road,3391,436951128.0,1751,561,1,49.218977212948246,3,35,,secondary,4,"LINESTRING (-112.0961443 33.465842, -112.096256 33.4658417, -112.0964532 33.4658411, -112.0965756 33.4658408, -112.0966749 33.4658405)",auto,1
3320,West McDowell Road,3392,436951128.0,561,1751,1,49.218977212948246,2,35,,secondary,4,"LINESTRING (-112.0966749 33.4658405, -112.0965756 33.4658408, -112.0964532 33.4658411, -112.096256 33.4658417, -112.0961443 33.465842)",auto,1
3321,West McDowell Road,3393,436951128.0,561,312,1,99.14665687648925,3,35,,secondary,4,"LINESTRING (-112.0966749 33.4658405, -112.0967735 33.4658413, -112.0976398 33.465848, -112.0977437 33.4658488)",auto,1
3322,West McDowell Road,3394,436951128.0,312,561,1,99.14665687648925,2,35,,secondary,4,"LINESTRING (-112.0977437 33.4658488, -112.0976398 33.465848, -112.0967735 33.4658413, -112.0966749 33.4658405)",auto,1
3338,North 7th Avenue,3410,436951925.0,1759,1416,1,59.87875588048939,4,35,,secondary,4,"LINESTRING (-112.082652 33.4652948, -112.0826535 33.465708, -112.082654 33.4658333)",auto,1
3339,North 7th Avenue,3411,436951925.0,1416,1759,1,59.87875588048939,3,35,,secondary,4,"LINESTRING (-112.082654 33.4658333, -112.0826535 33.465708, -112.082652 33.4652948)",auto,1
3341,North 7th Avenue,3413,436951927.0,1755,427,1,48.74010800017474,3,39,,secondary,4,"LINESTRING (-112.0826469 33.4591127, -112.082643 33.4589574, -112.0826382 33.4587635, -112.0825986 33.4586808)",auto,0
3343,North 7th Avenue,3415,436951929.0,1754,427,1,52.97348296940716,4,39,,secondary,4,"LINESTRING (-112.0826098 33.4582045, -112.0825991 33.4585993, -112.0825986 33.4586808)",auto,1
3344,North 7th Avenue,3416,436951929.0,427,1754,1,52.97348296940716,2,39,,secondary,4,"LINESTRING (-112.0825986 33.4586808, -112.0825991 33.4585993, -112.0826098 33.4582045)",auto,1
3347,North 7th Avenue,3419,436951931.0,1416,1760,1,91.18033281371363,3,35,,secondary,4,"LINESTRING (-112.082654 33.4658333, -112.0826518 33.4659512, -112.082654 33.4660786, -112.0826585 33.4662687, -112.0826602 33.4663332, -112.0826606 33.4664297, -112.0826694 33.4665824, -112.0826725 33.466653)",auto,1
3348,North 7th Avenue,3420,436951931.0,1760,1416,1,91.18033281371363,4,35,,secondary,4,"LINESTRING (-112.0826725 33.466653, -112.0826694 33.4665824, -112.0826606 33.4664297, -112.0826602 33.4663332, -112.0826585 33.4662687, -112.082654 33.4660786, -112.0826518 33.4659512, -112.082654 33.4658333)",auto,1
3354,East McDowell Road,3426,436952379.0,1371,5900,1,19.88919774727447,3,39,,secondary,4,"LINESTRING (-112.0378218 33.4658951, -112.0380362 33.4658972)",auto,0
3355,East McDowell Road,3427,436952380.0,1771,1350,1,61.71239353862639,3,39,,secondary,4,"LINESTRING (-112.0339915 33.4657714, -112.0345569 33.4657715, -112.0346566 33.4657766)",auto,1
3356,East McDowell Road,3428,436952380.0,1350,1771,1,61.71239353862639,3,39,,secondary,4,"LINESTRING (-112.0346566 33.4657766, -112.0345569 33.4657715, -112.0339915 33.4657714)",auto,1
3358,East McDowell Road,3430,436952382.0,1772,1353,1,99.22632353841205,4,39,,secondary,4,"LINESTRING (-112.0291674 33.4657875, -112.0294013 33.4657908, -112.0295757 33.4657933, -112.0298429 33.4657964, -112.0300263 33.4657986, -112.030237 33.4657982)",auto,1
3359,East McDowell Road,3431,436952382.0,1353,1772,1,99.22632353841205,3,39,,secondary,4,"LINESTRING (-112.030237 33.4657982, -112.0300263 33.4657986, -112.0298429 33.4657964, -112.0295757 33.4657933, -112.0294013 33.4657908, -112.0291674 33.4657875)",auto,1
3360,East McDowell Road,3432,436952383.0,1353,1773,1,96.97745873478286,2,39,,secondary,4,"LINESTRING (-112.030237 33.4657982, -112.0304417 33.4657964, -112.0305152 33.4657957, -112.0308046 33.4657931, -112.0309859 33.4657915, -112.0312824 33.4657888)",auto,1
3361,East McDowell Road,3433,436952383.0,1773,1353,1,96.97745873478289,4,39,,secondary,4,"LINESTRING (-112.0312824 33.4657888, -112.0309859 33.4657915, -112.0308046 33.4657931, -112.0305152 33.4657957, -112.0304417 33.4657964, -112.030237 33.4657982)",auto,1
3362,East McDowell Road,3434,436952384.0,1350,1774,1,62.84826502161083,2,39,,secondary,4,"LINESTRING (-112.0346566 33.4657766, -112.0348073 33.4657844, -112.0351873 33.4657884, -112.0353338 33.46579)",auto,1
3363,East McDowell Road,3435,436952384.0,1774,1350,1,62.84826502161083,4,39,,secondary,4,"LINESTRING (-112.0353338 33.46579, -112.0351873 33.4657884, -112.0348073 33.4657844, -112.0346566 33.4657766)",auto,1
3368,East Van Buren Street,3440,436952387.0,2028,335,1,23.16692770591249,3,39,,secondary,4,"LINESTRING (-112.0299436 33.451344, -112.0300186 33.4513445, -112.0301933 33.4513457)",auto,1
3369,East Van Buren Street,3441,436952387.0,335,2028,1,23.16692770591249,2,39,,secondary,4,"LINESTRING (-112.0301933 33.4513457, -112.0300186 33.4513445, -112.0299436 33.451344)",auto,1
