name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
,100000,,76,100001,,,,,,connector with residential,-1,"LINESTRING (-84.298415 40.905324 ,-84.34461408538459 40.89811308230769)"
,100001,,110,100001,,,,,,connector with residential,-1,"LINESTRING (-84.335567 40.888248 ,-84.34461408538459 40.89811308230769)"
,100002,,117,100001,,,,,,connector with residential,-1,"LINESTRING (-84.328919 40.895409 ,-84.34461408538459 40.89811308230769)"
,100003,,118,100001,,,,,,connector with residential,-1,"LINESTRING (-84.328965 40.895504 ,-84.34461408538459 40.89811308230769)"
,100004,,121,100001,,,,,,connector with residential,-1,"LINESTRING (-84.330066 40.897278 ,-84.34461408538459 40.89811308230769)"
,100005,,129,100001,,,,,,connector with residential,-1,"LINESTRING (-84.301805 40.903754 ,-84.34461408538459 40.89811308230769)"
,100006,,130,100001,,,,,,connector with residential,-1,"LINESTRING (-84.301267 40.903752 ,-84.34461408538459 40.89811308230769)"
,100007,,131,100001,,,,,,connector with residential,-1,"LINESTRING (-84.300488 40.903782 ,-84.34461408538459 40.89811308230769)"
,100008,,157,100001,,,,,,connector with residential,-1,"LINESTRING (-84.295659 40.90857 ,-84.34461408538459 40.89811308230769)"
,100009,,158,100001,,,,,,connector with residential,-1,"LINESTRING (-84.295584 40.908524 ,-84.34461408538459 40.89811308230769)"
,100010,,182,100001,,,,,,connector with residential,-1,"LINESTRING (-84.327337 40.888339 ,-84.34461408538459 40.89811308230769)"
,100011,,183,100001,,,,,,connector with residential,-1,"LINESTRING (-84.327358 40.888883 ,-84.34461408538459 40.89811308230769)"
,100012,,184,100001,,,,,,connector with residential,-1,"LINESTRING (-84.327359 40.888966 ,-84.34461408538459 40.89811308230769)"
,100013,,186,100001,,,,,,connector with residential,-1,"LINESTRING (-84.330042 40.895533 ,-84.34461408538459 40.89811308230769)"
,100014,,189,100001,,,,,,connector with residential,-1,"LINESTRING (-84.295729 40.907267 ,-84.34461408538459 40.89811308230769)"
,100015,,190,100001,,,,,,connector with residential,-1,"LINESTRING (-84.296631 40.907301 ,-84.34461408538459 40.89811308230769)"
,100016,,191,100001,,,,,,connector with residential,-1,"LINESTRING (-84.330123 40.900678 ,-84.34461408538459 40.89811308230769)"
,100017,,192,100001,,,,,,connector with residential,-1,"LINESTRING (-84.330619 40.900678 ,-84.34461408538459 40.89811308230769)"
,100018,,193,100001,,,,,,connector with residential,-1,"LINESTRING (-84.330696 40.900785 ,-84.34461408538459 40.89811308230769)"
,100019,,205,100001,,,,,,connector with residential,-1,"LINESTRING (-84.327206 40.888341 ,-84.34461408538459 40.89811308230769)"
,100020,,207,100001,,,,,,connector with residential,-1,"LINESTRING (-84.3426932 40.9228247 ,-84.34461408538459 40.89811308230769)"
,100021,,208,100001,,,,,,connector with residential,-1,"LINESTRING (-84.3446727 40.9228288 ,-84.34461408538459 40.89811308230769)"
,100022,,262,100001,,,,,,connector with residential,-1,"LINESTRING (-84.29516 40.905347 ,-84.34461408538459 40.89811308230769)"
,100023,,263,100001,,,,,,connector with residential,-1,"LINESTRING (-84.2955 40.905724 ,-84.34461408538459 40.89811308230769)"
,100024,,264,100001,,,,,,connector with residential,-1,"LINESTRING (-84.296615 40.906618 ,-84.34461408538459 40.89811308230769)"
,100025,,328,100001,,,,,,connector with residential,-1,"LINESTRING (-84.295068 40.907481 ,-84.34461408538459 40.89811308230769)"
,100026,,329,100001,,,,,,connector with residential,-1,"LINESTRING (-84.296171 40.906927 ,-84.34461408538459 40.89811308230769)"
,100027,,330,100001,,,,,,connector with residential,-1,"LINESTRING (-84.2971467 40.9062444 ,-84.34461408538459 40.89811308230769)"
