segment_id,link_id,ref_node_id,start_lr,end_lr,capacity,free_speed,bike_facility,ped_facility,parking,allowed_uses,l_lanes_added,r_lanes_added
212,19777,,95.04619184384833,230.5648774172734,,,,,,,0,
213,19778,,135.51868557342505,230.5648774172734,,,,,,,-1,
214,19780,,77.87752170362064,131.26151698752773,,,,,,,1,
215,19781,,33.73539888853756,43.213769093691525,,,,,,,1,
216,19781,,43.213769093691525,73.99731487468604,,,,,,,0,
217,19781,,73.99731487468604,154.80253380799348,,,,,,,1,
218,19782,,128.83329066290892,154.80253380799348,,,,,,,1,
219,19796,,102.77264422409073,177.38708900268324,,,,,,,1,
220,19798,,60.41753438607773,176.38292299519242,,,,,,,-1,
221,19799,,115.96538860911467,176.38292299519242,,,,,,,2,
222,19800,,524.2546268744504,585.4681665970487,,,,,,,1,
223,19800,,585.4681665970487,651.7969622571807,,,,,,,2,
224,19801,,341.37458155773516,388.6995664716239,,,,,,,1,
225,19801,,388.6995664716239,651.7969622571807,,,,,,,0,
226,19802,,984.4913910069163,1049.7867640858033,,,,,,,2,
227,19803,,924.2314640592338,1049.7867640858035,,,,,,,1,
228,20154,,24.04096095525132,54.90030197341099,,,,,,,1,
229,20256,,112.6609367742705,170.7254567229466,,,,,,,1,
230,20256,,170.7254567229466,470.77535239607647,,,,,,,0,
231,20284,,291.87608395961064,382.94768383004396,,,,,,,1,
232,20439,,342.18688940191043,402.7443178720381,,,,,,,1,
233,20439,,160.07127457776286,201.55850901604222,,,,,,,1,
234,20439,,201.55850901604222,342.18688940191043,,,,,,,0,
235,20440,,259.1990661300223,302.73264070040926,,,,,,,1,
236,20440,,302.73264070040926,347.17759600454326,,,,,,,0,
237,20440,,347.17759600454326,402.7443178720381,,,,,,,1,
238,20441,,150.0165848860982,202.9461369140837,,,,,,,1,
239,20441,,202.9461369140837,360.7678803594556,,,,,,,0,
240,20441,,360.7678803594556,405.1043630868352,,,,,,,1,
241,20442,,272.55867731802476,321.09526366818,,,,,,,1,
242,20442,,321.09526366818,355.3658173848858,,,,,,,0,
243,20442,,355.3658173848858,405.1043630868351,,,,,,,1,
244,20455,,162.35061622054116,200.9908925833963,,,,,,,1,
245,20455,,200.9908925833963,345.6715728695982,,,,,,,0,
246,20455,,345.6715728695982,403.23372880834177,,,,,,,1,
247,20455,,403.23372880834177,576.4644815158849,,,,,,,0,
248,20455,,576.4644815158849,604.353443044209,,,,,,,1,
249,20455,,604.353443044209,728.1434740986595,,,,,,,0,
250,20455,,728.1434740986595,807.5964131297497,,,,,,,1,
251,20456,,729.934731055426,807.5964131297497,,,,,,,2,
252,20807,,75.43660496348296,118.65957278858431,,,,,,,1,
253,20807,,118.65957278858431,182.31334026662287,,,,,,,0,
254,20808,,63.65376747803857,106.87673530313991,,,,,,,-1,
255,20808,,106.87673530313991,182.31334026662287,,,,,,,0,
256,20988,,122.57083940724081,470.18036592133467,,,,,,,-1,
257,20988,,470.18036592133467,528.8828980611971,,,,,,,1,
258,20989,,487.5139402676128,528.8828980611971,,,,,,,1,
259,21061,,10.322468669953995,71.4136615507849,,,,,,,1,
260,21111,,51.51706138364508,88.28933539326079,,,,,,,1,
261,21112,,23.539386703450432,36.7722740096157,,,,,,,-1,
262,21112,,36.7722740096157,88.28933539326079,,,,,,,2,
263,21115,,79.55766780643461,97.77350183171461,,,,,,,1,
264,21115,,97.77350183171461,136.22515879016555,,,,,,,0,
265,21116,,70.73696788938258,83.9277887760732,,,,,,,1,
266,21116,,83.9277887760732,136.22515879016555,,,,,,,0,
267,21117,,15.780369500245403,28.44911159175615,,,,,,,1,
268,21118,,18.84658789869488,28.44911159175615,,,,,,,1,
269,21119,,28.215106419641753,43.249465944864475,,,,,,,1,
270,21119,,43.249465944864475,82.29229027069627,,,,,,,0,
271,21120,,63.59971033609167,82.29229027069627,,,,,,,1,
272,21521,,8.198337053814035,37.61065964910539,,,,,,,1,
273,21900,,212.2394123987055,241.2416494495519,,,,,,,1,
274,21902,,94.41271856426323,121.65540989007064,,,,,,,1,
275,21954,,79.66939190437454,112.35600484116627,,,,,,,1,
276,21955,,32.68661293679174,112.35600484116627,,,,,,,1,
277,21970,,56.538561325518,84.45789135453742,,,,,,,1,
278,21970,,84.45789135453742,110.46318653531489,,,,,,,0,
279,21971,,26.005295180777463,69.5978102423962,,,,,,,-1,
280,21971,,69.5978102423962,110.46318653531489,,,,,,,0,
281,21979,,106.23810315962989,152.8797675722999,,,,,,,1,
282,21979,,152.8797675722999,211.97681876527412,,,,,,,0,
283,21980,,59.097051192974234,136.39409840844718,,,,,,,-1,
284,21980,,136.39409840844718,211.97681876527415,,,,,,,0,
285,21991,,159.31886075791377,235.00903647124102,,,,,,,1,
286,21992,,188.25782264012764,235.00903647124102,,,,,,,1,
287,22146,,42.363583372370016,69.22614900775426,,,,,,,1,
288,22147,,42.170552347648496,69.22614900775426,,,,,,,1,
289,22148,,89.55198935370638,128.6218589270719,,,,,,,1,
290,22149,,55.8108520737229,79.53905695424105,,,,,,,1,
291,22149,,79.53905695424105,128.6218589270719,,,,,,,2,
292,22150,,32.674081848421686,51.105689955011016,,,,,,,1,
293,22150,,51.105689955011016,103.86867319704669,,,,,,,2,
294,22234,,64.78400136101679,137.93767262249736,,,,,,,1,
295,22235,,73.15367126148058,137.93767262249736,,,,,,,1,
296,22297,,27.049713838110247,69.98875912900166,,,,,,,1,
297,22351,,72.12849810627807,109.10111972637216,,,,,,,1,
298,22352,,48.887651838799705,109.10111972637216,,,,,,,1,
299,22354,,37.03906960610692,97.36728350945864,,,,,,,1,
300,22355,,78.44444108698586,97.36728350945864,,,,,,,1,
301,22442,,179.67978681715022,235.55503424314406,,,,,,,1,
302,22442,,235.55503424314406,571.4421076355874,,,,,,,0,
303,22442,,571.4421076355874,633.735174145316,,,,,,,1,
304,22442,,633.735174145316,699.8812546462409,,,,,,,0,
305,22513,,102.20856559088692,166.2969345074623,,,,,,,3,
306,22581,,15.184612213175656,53.701447897192224,,,,,,,1,
307,23072,,263.6997630952324,277.7019630334472,,,,,,,1,
308,23080,,65.8416106530644,111.924697846352,,,,,,,1,
309,23081,,68.8024098743505,111.924697846352,,,,,,,1,
310,23082,,123.3887971238145,171.85596630368988,,,,,,,1,
311,23082,,171.85596630368988,201.3538274002013,,,,,,,2,
