link_id,from_node_id,to_node_id,date,FT,AT,assignment_period,period_volume,period_mean_hourly_volume_per_lane,period_mean_daily_speed,period_mean_density,t0_index,t3_index,t0,t3,demand,average_discharge_rate,peak_hour_factor,congestion_duration,congestion_period_mean_speed,geometry,length
1317,511,512,1/1/2016,1,1,0900_1400,4693.0,938.6,62.577777778999994,14.98613979513953,0,0,none,none,861.6666666666666,1210.6666666666667,5.4464216634429405,<PSTW,62.222222224999996,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/10/2016,1,1,0900_1400,4607.0,921.4,62.68333333299999,14.686869855293342,0,0,none,none,759.6666666666666,658.6666666666666,6.064501974550241,<PSTW,61.666666667499996,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/11/2016,1,1,0900_1400,5487.666666666666,1097.5333333333333,59.73333333449999,18.882708318163033,19,19,none,none,912.6666666666665,1209.3333333333333,6.012783053323594,<PSTW,49.85185185333333,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/12/2016,1,1,0900_1400,5240.333333333332,1048.0666666666664,61.2777777785,17.10312007399486,0,0,none,none,990.0000000000001,932.0,5.293265993265991,<PSTW,61.0555555575,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/13/2016,1,1,0900_1400,5099.333333333333,1019.8666666666666,61.07222222249999,16.70260063721324,0,0,none,none,984.0,953.3333333333334,5.182249322493225,<PSTW,60.444444444999995,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/14/2016,1,1,0900_1400,4901.666666666667,980.3333333333334,60.9388888885,16.079186614590327,0,0,none,none,757.3333333333333,714.6666666666666,6.472271126760565,<PSTW,60.388888890000004,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/15/2016,1,1,0900_1400,5186.666666666666,1037.3333333333333,60.9833333335,17.022504557404194,0,0,none,none,1165.0,957.3333333333334,4.452074391988554,<PSTW,60.916666667499996,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/16/2016,1,1,0900_1400,5217.0,1043.4,57.45,19.732400285999315,19,19,none,none,813.3333333333334,965.3333333333334,6.4143442622950815,<PSTW,50.18518518333334,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/17/2016,1,1,0900_1400,4588.999999999999,917.7999999999998,62.738888888999995,14.630688348257559,0,0,none,none,896.9999999999999,629.3333333333334,5.115942028985507,<PSTW,62.444444445,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/18/2016,1,1,0900_1400,5191.666666666666,1038.3333333333333,61.5222222215,16.877863239650715,0,0,none,none,1034.6666666666665,868.0,5.017719072164948,<PSTW,60.9722222225,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/19/2016,1,1,0900_1400,5141.999999999999,1028.3999999999999,61.14444444400001,16.82460031768578,0,0,none,none,849.3333333333333,925.3333333333334,6.054160125588696,<PSTW,60.999999996666666,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/2/2016,1,1,0900_1400,4808.0,961.6,62.527777777999994,15.377201980979612,0,0,none,none,788.0,672.0,6.101522842639594,<PSTW,62.305555555000005,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/20/2016,1,1,0900_1400,5036.333333333332,1007.2666666666664,61.5722222225,16.373002436905306,0,0,none,none,1142.6666666666665,945.3333333333334,4.407526254375729,<PSTW,60.2222222225,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/21/2016,1,1,0900_1400,5198.333333333334,1039.6666666666667,60.677777776999996,17.13737311057014,0,0,none,none,929.6666666666666,928.0,5.5916098960200795,<PSTW,60.4444444425,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/22/2016,1,1,0900_1400,5247.0,1049.4,61.94444444249999,16.95354375170275,0,0,none,none,853.6666666666667,1021.3333333333334,6.146427176884029,<PSTW,60.51851852000001,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/23/2016,1,1,0900_1400,5145.666666666667,1029.1333333333334,60.600000000499996,17.474208255277137,19,19,none,none,851.6666666666667,1122.6666666666667,6.041878669275929,<PSTW,51.333333333333336,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/24/2016,1,1,0900_1400,4476.999999999999,895.3999999999999,62.50000000049998,14.314949449877767,0,0,none,none,716.3333333333333,624.0,6.249883666821777,<PSTW,61.638888890000004,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/25/2016,1,1,0900_1400,5094.333333333333,1018.8666666666666,61.2999999995,16.62704724444779,0,0,none,none,1039.0,826.6666666666666,4.903111966634584,<PSTW,60.805555555,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
1317,511,512,1/26/2016,1,1,0900_1400,4849.666666666666,969.9333333333332,61.3166666665,15.822791818103184,0,0,none,none,1054.3333333333335,937.3333333333334,4.599747075561175,<PSTW,61.416666667499996,"LINESTRING (-112.0940396 33.461977, -112.0985831 33.4619612)",1.3
