segment_id,link_id,ref_node_id,start_lr,end_lr,capacity,free_speed,bike_facility,ped_facility,parking,allowed_uses,l_lanes_added,r_lanes_added
0,53,,245.90328191416117,2186.9509895275705,,,,,,,-1,
1,54,,1999.4284309449047,2186.9509895275705,,,,,,,0,
2,54,,1500.5981525242485,1999.4284309449047,,,,,,,-1,
3,55,,1030.9078627244357,1139.631081962017,,,,,,,1,
4,56,,195.34548519433878,1139.6310819620169,,,,,,,-1,
