name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,2901206,1111,1323,,166.55722498049678,,,,motorway,1,"LINESTRING (-112.0423395 33.4614843, -112.0416822 33.4614056, -112.0411917 33.4613469, -112.0405593 33.4612912)",auto
,1,5052829,2573,2635,,6946.642889130903,,120,,motorway,1,"LINESTRING (-109.9441496 32.1794145, -109.9425844 32.1803499, -109.9412192 32.1811533, -109.9398183 32.1819902, -109.9384089 32.1828333, -109.9365941 32.1838998, -109.9354361 32.184601, -109.9337339 32.1856059, -109.9319621 32.1866741, -109.9309351 32.1872808, -109.9291722 32.1883269, -109.9273074 32.1894327, -109.9259549 32.1902508, -109.9249173 32.1908717, -109.9212464 32.1930594, -109.9192255 32.1942557, -109.9178044 32.1950997, -109.9160001 32.1961728, -109.9145393 32.1970399, -109.9120824 32.198498, -109.9090151 32.2003269, -109.906329 32.2019213, -109.9038985 32.2033844, -109.8899506 32.2116584, -109.8863564 32.2138203, -109.8857445 32.2141895, -109.8854277 32.2143714, -109.8850428 32.2146418, -109.8846232 32.2149332, -109.8843131 32.215156, -109.8838892 32.2154896)",auto
,2,5052829,2635,2912,,1633.6479196106761,,120,,motorway,1,"LINESTRING (-109.8838892 32.2154896, -109.8833798 32.2159092, -109.8829113 32.2163241, -109.88262 32.216598, -109.8823715 32.2168388, -109.8819913 32.2172337, -109.8815901 32.2176843, -109.8812486 32.2181081, -109.8809606 32.2184736, -109.8803054 32.2192832, -109.8798031 32.2199534, -109.8794652 32.2203792, -109.87908 32.2208748, -109.8784942 32.2216339, -109.8778955 32.2224123, -109.8769934 32.2235667, -109.8756906 32.2252607, -109.875481 32.2255332, -109.8739432 32.2274984)",auto
,3,5052829,2912,2630,,4609.0567874722965,,120,,motorway,1,"LINESTRING (-109.8739432 32.2274984, -109.873691 32.2278178, -109.873011 32.2286919, -109.8720333 32.2299633, -109.8710296 32.2312505, -109.8702952 32.2322009, -109.8695827 32.2331216, -109.8685373 32.2344648, -109.8673795 32.2359491, -109.8665531 32.2370187, -109.8660034 32.2377259, -109.8653744 32.2385463, -109.8645995 32.2395379, -109.8635746 32.2408523, -109.8624614 32.2422838, -109.8616448 32.2433243, -109.8606005 32.2446699, -109.8600148 32.2454454, -109.8593476 32.2462867, -109.8586539 32.2471862, -109.8578485 32.2482285, -109.8571636 32.2491208, -109.8563834 32.2501003, -109.8556354 32.251056, -109.8550922 32.2517543, -109.8537297 32.2535398, -109.8531401 32.25427, -109.850758 32.2573272, -109.8495354 32.2589134, -109.8487222 32.2599722, -109.8477348 32.261249, -109.8470374 32.2621427)",auto
,4,5052829,2630,2629,,1147.6364308482111,,120,,motorway,1,"LINESTRING (-109.8470374 32.2621427, -109.8460207 32.2634383, -109.8455871 32.2639891, -109.8436403 32.2665038, -109.8431225 32.2671718, -109.8426669 32.2677693, -109.8421683 32.2683891, -109.8414738 32.2692848, -109.8402825 32.2707384)",auto
,5,5052829,2629,2617,,5757.536488758395,,120,,motorway,1,"LINESTRING (-109.8402825 32.2707384, -109.8397642 32.2713615, -109.8393859 32.2718074, -109.8388875 32.2723669, -109.8382677 32.273059, -109.837783 32.2735833, -109.837017 32.2743855, -109.8363439 32.2750758, -109.8356592 32.2757502, -109.8348221 32.2765417, -109.8335263 32.277724, -109.8329857 32.2782097, -109.8321461 32.2789236, -109.8315992 32.2793823, -109.8306704 32.2801531, -109.8295418 32.2810634, -109.8242291 32.2853089, -109.822645 32.2865724, -109.8204646 32.2883349, -109.8184192 32.2899607, -109.8156705 32.2921678, -109.799251 32.3053282, -109.7969255 32.3072164)",auto
,6,5052829,2617,2619,,1752.0063097549582,,120,,motorway,1,"LINESTRING (-109.7969255 32.3072164, -109.7965102 32.3075267, -109.795851 32.3080506, -109.7952717 32.3085194, -109.7949003 32.3088098, -109.7941403 32.3094198, -109.7927311 32.3105518, -109.7923716 32.310832, -109.7899157 32.3128349, -109.7872844 32.3150408, -109.7834448 32.3180983)",auto
,7,5052829,2619,2625,,10416.37016426645,,120,,motorway,1,"LINESTRING (-109.7834448 32.3180983, -109.7736129 32.3259671, -109.7713145 32.3277842, -109.7692634 32.329448, -109.766388 32.331709, -109.761936 32.335279, -109.7507138 32.3442312, -109.7499346 32.3448203, -109.7491972 32.3453152, -109.7481681 32.34595, -109.7473076 32.3464188, -109.7462667 32.3469515, -109.7452099 32.3474218, -109.7440968 32.3478606, -109.7431714 32.3482013, -109.7416372 32.3486454, -109.7406115 32.3488946, -109.7395542 32.349123, -109.7373349 32.3495065, -109.7284622 32.3510473, -109.7177655 32.3528872, -109.7067577 32.3548267, -109.701128 32.3557811, -109.6944976 32.3569593, -109.6909786 32.3575575, -109.6902292 32.3576615, -109.6893148 32.3577844, -109.6884754 32.3578865, -109.6874772 32.3580026)",auto
,8,5052830,13,2895,,533.8780051477991,,75,,motorway,1,"LINESTRING (-110.0924064 32.042929, -110.0920472 32.0432283, -110.0916959 32.0435633, -110.090847 32.0444126, -110.0904078 32.0448984, -110.0899752 32.0454313, -110.0889572 32.0467238)",auto
,9,5052830,2895,2832,,1328.4317261452761,,75,,motorway,1,"LINESTRING (-110.0889572 32.0467238, -110.0883308 32.0475031, -110.0860484 32.0504046, -110.082598 32.0544202, -110.0806862 32.0563879)",auto
