name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,4733592,3641,3638,,200.5390135668208,,,,motorway,1,"LINESTRING (-93.7529502 32.3997769, -93.7530934 32.3991125, -93.7531301 32.3989898, -93.7531819 32.3988861, -93.7532423 32.3988033, -93.7533909 32.3986432, -93.753553 32.3985409, -93.7537518 32.3984714, -93.7540285 32.3984389)",auto
,1,4754046,2891,2412,,1118.4848340087658,,,,motorway,1,"LINESTRING (-93.5108883 32.5527071, -93.5122716 32.5516421, -93.5152706 32.5493845, -93.517367 32.5478293, -93.5189356 32.5468155, -93.5199734 32.5461991)",auto
,2,4754046,2412,8,,9505.192543336867,,,,motorway,1,"LINESTRING (-93.5199734 32.5461991, -93.5206274 32.5458648, -93.5211339 32.5455944, -93.5230161 32.5446921, -93.5238075 32.5443728, -93.5245115 32.5441094, -93.5256585 32.5436917, -93.5265646 32.5434173, -93.5276794 32.5430985, -93.5284138 32.5429177, -93.5291115 32.5427665, -93.5299539 32.5425989, -93.5307638 32.5424486, -93.5317675 32.5423139, -93.5324538 32.542235, -93.5328765 32.5421913, -93.533692 32.5421188, -93.5346789 32.5420534, -93.5355288 32.5420174, -93.5361886 32.5419953, -93.5369674 32.5419846, -93.5381193 32.5419896, -93.5388412 32.5419964, -93.5403794 32.5420634, -93.5427976 32.5421989, -93.5441663 32.5422507, -93.5468382 32.5422992, -93.5514012 32.5423215, -93.5550426 32.5423157, -93.5687979 32.5422667, -93.5859111 32.5420626, -93.5992085 32.5420734, -93.6068954 32.5421604, -93.6144895 32.5421458, -93.6183776 32.5421169, -93.6199467 32.5419996, -93.6203673 32.5419581)",auto
,3,4754046,8,15,,1715.9377611380985,,,,motorway,1,"LINESTRING (-93.6203673 32.5419581, -93.6232141 32.5415248, -93.6249265 32.5411618, -93.6271323 32.5405685, -93.6345567 32.5387306, -93.6379996 32.5378622)",auto
,4,4754046,15,2896,,3099.5077459346903,,,,motorway,1,"LINESTRING (-93.6379996 32.5378622, -93.6419038 32.5368855, -93.6493196 32.5350186, -93.6567697 32.5331806, -93.6638078 32.5314222, -93.6696907 32.5299165)",auto
,5,4762341,8,10,,991.0741198184958,,,,motorway,1,"LINESTRING (-93.6203673 32.5419581, -93.6211665 32.541909, -93.6221663 32.5418307, -93.6227649 32.541784, -93.6232117 32.5417147, -93.6239679 32.5415785, -93.6244411 32.5414828, -93.6247932 32.5414238, -93.6250928 32.5413715, -93.6254425 32.5413313, -93.6257832 32.5413227, -93.6260802 32.5413375, -93.6262824 32.54136, -93.6266026 32.5414056, -93.626865 32.5414575, -93.62751 32.5416133, -93.6280768 32.5417847, -93.6289159 32.542101, -93.6297003 32.5424837, -93.6304367 32.5429185)",auto
,6,4762380,14,15,,729.7584094273255,,,,motorway,1,"LINESTRING (-93.6322366 32.541748, -93.6329042 32.5406641, -93.633207 32.5401545, -93.6332804 32.5400337, -93.6333368 32.5399407, -93.6334142 32.5398457, -93.6336347 32.5395992, -93.6337909 32.5394611, -93.6338916 32.5393794, -93.6340284 32.5392788, -93.6342014 32.5391695, -93.6343381 32.5390988, -93.6345174 32.5390085, -93.6349502 32.5388408, -93.6353111 32.5387249, -93.6364192 32.5383689, -93.6370865 32.5381549, -93.6379996 32.5378622)",auto
,7,4803493,2489,2490,,428.337581132383,,,,motorway,1,"LINESTRING (-93.7052995 32.5571882, -93.7066511 32.5572743, -93.7071708 32.5573347, -93.7078746 32.5574866, -93.7087844 32.5577181, -93.7095054 32.5578121, -93.709789 32.557822)",auto
,8,4803493,2490,3878,,77.79173245140684,,,,motorway,1,"LINESTRING (-93.709789 32.557822, -93.710527 32.5578338, -93.7105777 32.5578289, -93.7106151 32.557815)",auto
,9,4803493,3878,3876,,18.180822214785795,,,,motorway,1,"LINESTRING (-93.7106151 32.557815, -93.710621 32.5578128, -93.7106566 32.5577823, -93.7106824 32.5577397, -93.7106935 32.5576729)",auto
