name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,6051808,23,26,,72.22481755901498,,,,trunk,2,"LINESTRING (-76.9784253 38.9174569, -76.9785979 38.9174243, -76.9786888 38.9173826, -76.9787988 38.9173319, -76.9789704 38.917288, -76.9792091 38.9172518)",auto
,1,6052344,2,10,,36.514590934623826,,,,trunk,2,"LINESTRING (-77.0084546 38.9072316, -77.008574 38.907266, -77.0086276 38.9072973, -77.0086464 38.9073391, -77.0086437 38.907385, -77.0086249 38.9074205, -77.0085817 38.9074555)",auto
New York Avenue Northeast,2,6062880,37,25,,101.85318984079615,,35,,trunk,2,"LINESTRING (-76.9732754 38.9174277, -76.9735376 38.9174183, -76.9736087 38.9174174, -76.9738328 38.9174097, -76.9739654 38.9174028, -76.9744495 38.9173654)",auto
New York Avenue Northeast,3,6062880,25,47,,83.70544634361978,,35,,trunk,2,"LINESTRING (-76.9744495 38.9173654, -76.9748023 38.9173527, -76.975269 38.9173423, -76.9754164 38.9173393)",auto
New York Avenue Northeast,4,6062880,47,40,,71.27215964327512,,35,,trunk,2,"LINESTRING (-76.9754164 38.9173393, -76.9762044 38.9173222, -76.9762399 38.917322)",auto
New York Avenue Northeast,5,6062880,40,42,,78.33988234090906,,35,,trunk,2,"LINESTRING (-76.9762399 38.917322, -76.9771081 38.9173044, -76.9771451 38.9173039)",auto
4th Street Northwest,6,50511360,3,14,,17.913755561182555,,,,trunk,2,"LINESTRING (-77.0161824 38.9049615, -77.0161835 38.9048004)",auto
New York Avenue Northwest,7,50710185,13,9,,25.751311369848494,,,,trunk,2,"LINESTRING (-77.009194 38.9072478, -77.0089215 38.9073409)",auto
New York Avenue Northwest,8,50710192,18,8,,25.577949224969014,,,,trunk,2,"LINESTRING (-77.0089202 38.9074501, -77.0091913 38.9073584)",auto
New York Avenue Northwest,9,50710193,8,5,,281.1466455468805,,,,trunk,2,"LINESTRING (-77.0091913 38.9073584, -77.0093204 38.9073204, -77.0096042 38.907229, -77.0101503 38.907046, -77.0121644 38.9063392)",auto
,10,50711293,48,21,,54.36933245980756,,,,trunk,2,"LINESTRING (-76.977856 38.9170227, -76.9776347 38.9170835, -76.9775465 38.9171205, -76.9774362 38.9171503, -76.9772673 38.9171909)",auto
New York Avenue Northeast,11,50712484,28,44,,55.55160219040417,,,,trunk,2,"LINESTRING (-76.9743014 38.9172356, -76.9736597 38.917218)",auto
New York Avenue Northeast,12,50712484,44,58,,89.39077990136673,,,,trunk,2,"LINESTRING (-76.9736597 38.917218, -76.973366 38.9172192, -76.9726266 38.9172299)",auto
New York Avenue Northeast,13,50712485,56,31,,97.31928082779928,,,,trunk,2,"LINESTRING (-76.9724818 38.9172334, -76.9722297 38.9172427, -76.9719824 38.917253, -76.9717651 38.9172616, -76.9713583 38.9172766)",auto
